RG	RawReads	ReadsL35	FinalNoPCRDups	AvrgTimesSeen	Family	Species	ReadsMapped	ReadsDeduped	Ancientness	ReadsDeam1Term	ReadsDeam3Term	Deam5_95CI	Deam3_95CI	Deam5Cond_95CI	Deam3Cond_95CI	MeanFragmentLength	MeanFragmentLength_Deam
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Capricornis_swinhoei	130	127	-	4	13	6.7 (0.8,22.1)	11.1 (1.4,34.7)	0.0 (0.0,97.5)	0.0 (0.0,97.5)	42.5	41.4
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Cephalophorus_callipygus	254	239	+	19	34	26.1 (14.3,41.1)	21.9 (9.3,40.0)	0.0 (0.0,97.5)	N/A (N/A,N/A)	46.7	48.5
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Cephalophorus_leucogaster	249	239	-	13	33	14.6 (6.1,27.8)	19.4 (7.5,37.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	45.1	48.6
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Cephalophorus_natalensis	235	229	-	8	22	11.6 (3.9,25.1)	11.1 (2.4,29.2)	N/A (N/A,N/A)	0.0 (0.0,97.5)	44.1	48.8
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Cephalophorus_nigrifrons	207	198	-	9	19	12.8 (4.3,27.4)	17.4 (5.0,38.8)	N/A (N/A,N/A)	N/A (N/A,N/A)	44.9	49.6
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Cephalophorus_ogilbyi	248	235	+	17	36	19.5 (8.8,34.9)	30.0 (14.7,49.4)	N/A (N/A,N/A)	N/A (N/A,N/A)	45.5	47.6
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Cephalophorus_rufilatus	216	207	-	9	18	13.6 (5.2,27.4)	13.0 (2.8,33.6)	N/A (N/A,N/A)	N/A (N/A,N/A)	45.3	50.3
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Cephalophus_dorsalis	224	218	-	10	22	14.6 (5.6,29.2)	12.9 (3.6,29.8)	N/A (N/A,N/A)	N/A (N/A,N/A)	45.2	47.2
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Cephalophus_jentinki	206	196	+	14	23	23.3 (11.8,38.6)	12.5 (3.5,29.0)	0.0 (0.0,97.5)	0.0 (0.0,84.2)	45.1	44.5
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Cephalophus_silvicultor	241	233	-	8	20	11.4 (3.8,24.6)	10.7 (2.3,28.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	45.6	47.7
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Cephalophus_spadix	239	227	-	8	23	11.6 (3.9,25.1)	8.8 (1.9,23.7)	N/A (N/A,N/A)	N/A (N/A,N/A)	45.5	48.6
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Connochaetes_gnou	220	214	-	10	27	7.5 (1.6,20.4)	20.6 (8.7,37.9)	0.0 (0.0,97.5)	N/A (N/A,N/A)	44.4	45.4
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Connochaetes_taurinus	223	214	-	10	28	13.6 (5.2,27.4)	12.1 (3.4,28.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	44.9	44.6
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Damaliscus_lunatus	192	186	-	6	22	11.1 (3.1,26.1)	8.7 (1.1,28.0)	N/A (N/A,N/A)	N/A (N/A,N/A)	44.4	46.3
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Damaliscus_pygargus	177	169	-	8	28	13.8 (3.9,31.7)	20.0 (5.7,43.7)	N/A (N/A,N/A)	N/A (N/A,N/A)	45.5	45.5
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Dorcatragus_megalotis	243	226	-	2	20	2.7 (0.1,14.2)	4.8 (0.1,23.8)	N/A (N/A,N/A)	N/A (N/A,N/A)	45.4	46.2
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Eudorcas_rufifrons	192	186	-	2	22	0.0 (0.0,10.6)	8.3 (1.0,27.0)	N/A (N/A,N/A)	N/A (N/A,N/A)	44.8	45.0
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Eudorcas_thomsonii	180	175	-	2	18	0.0 (0.0,11.2)	10.0 (1.2,31.7)	N/A (N/A,N/A)	N/A (N/A,N/A)	45.8	47.7
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Gazella_bennettii	244	228	-	6	27	9.7 (2.0,25.8)	10.7 (2.3,28.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	46.7	48.5
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Gazella_cuvieri	184	177	-	3	20	6.9 (0.8,22.8)	4.3 (0.1,21.9)	N/A (N/A,N/A)	N/A (N/A,N/A)	45.3	49.5
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Gazella_dorcas	232	220	-	5	25	5.0 (0.6,16.9)	12.5 (2.7,32.4)	0.0 (0.0,97.5)	N/A (N/A,N/A)	45.4	46.7
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Gazella_erlangeri	235	221	-	6	28	2.8 (0.1,14.5)	16.1 (5.5,33.7)	0.0 (0.0,97.5)	0.0 (0.0,97.5)	44.6	47.6
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Gazella_gazella	240	226	-	5	24	0.0 (0.0,10.6)	16.1 (5.5,33.7)	0.0 (0.0,97.5)	N/A (N/A,N/A)	45.0	47.2
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Gazella_leptoceros	184	177	-	5	22	6.7 (0.8,22.1)	13.6 (2.9,34.9)	0.0 (0.0,97.5)	N/A (N/A,N/A)	45.7	49.8
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Gazella_spekei	229	219	-	6	28	5.3 (0.6,17.7)	12.9 (3.6,29.8)	0.0 (0.0,97.5)	0.0 (0.0,97.5)	45.6	47.5
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Gazella_subgutturosa	239	226	-	6	34	12.5 (3.5,29.0)	7.7 (0.9,25.1)	N/A (N/A,N/A)	N/A (N/A,N/A)	45.8	46.6
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Hemitragus_jemlahicus	274	254	-	10	26	11.9 (4.0,25.6)	17.2 (5.8,35.8)	N/A (N/A,N/A)	N/A (N/A,N/A)	44.2	45.9
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Hippotragus_equinus	234	226	-	9	26	12.5 (3.5,29.0)	17.9 (6.1,36.9)	0.0 (0.0,97.5)	0.0 (0.0,97.5)	45.8	45.7
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Hippotragus_leucophaeus	198	195	-	4	18	3.4 (0.1,17.8)	12.0 (2.5,31.2)	0.0 (0.0,97.5)	N/A (N/A,N/A)	45.0	43.4
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Hippotragus_niger	274	260	+	9	25	7.9 (1.7,21.4)	23.3 (9.9,42.3)	100.0 (2.5,100.0)	100.0 (2.5,100.0)	45.1	45.9
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Hippotragus_niger_niger	259	245	+	9	25	8.8 (1.9,23.7)	25.9 (11.1,46.3)	100.0 (2.5,100.0)	100.0 (2.5,100.0)	45.1	45.9
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Hippotragus_niger_roosevelti	258	245	-	10	23	11.1 (3.1,26.1)	20.0 (7.7,38.6)	N/A (N/A,N/A)	0.0 (0.0,97.5)	44.8	42.7
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Hippotragus_niger_variani	263	249	+	9	25	8.3 (1.8,22.5)	24.1 (10.3,43.5)	100.0 (2.5,100.0)	100.0 (2.5,100.0)	45.3	45.9
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Kobus_ellipsiprymnus	195	181	-	6	17	12.0 (2.5,31.2)	13.6 (2.9,34.9)	N/A (N/A,N/A)	N/A (N/A,N/A)	44.7	46.7
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Kobus_leche	249	235	-	8	22	17.6 (6.8,34.5)	7.4 (0.9,24.3)	0.0 (0.0,97.5)	0.0 (0.0,97.5)	44.6	45.7
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Leucocephalophus_adersi	248	236	-	13	25	14.3 (5.9,27.2)	19.4 (7.5,37.5)	0.0 (0.0,97.5)	N/A (N/A,N/A)	46.0	52.6
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Litocranius_walleri	288	271	-	8	23	10.9 (3.6,23.6)	10.0 (2.1,26.5)	N/A (N/A,N/A)	0.0 (0.0,97.5)	45.5	44.5
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Madoqua_kirkii	149	146	-	2	11	5.6 (0.1,27.3)	6.7 (0.2,31.9)	N/A (N/A,N/A)	N/A (N/A,N/A)	43.6	43.0
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Madoqua_saltiana	182	171	-	2	19	7.4 (0.9,24.3)	0.0 (0.0,18.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	44.7	47.1
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Myotragus_balearicus	196	190	-	9	23	13.3 (3.8,30.7)	20.8 (7.1,42.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	44.0	46.0
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Naemorhedus_baileyi	215	207	-	6	20	7.0 (1.5,19.1)	9.4 (2.0,25.0)	N/A (N/A,N/A)	0.0 (0.0,97.5)	44.5	44.0
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Naemorhedus_caudatus	207	194	-	5	17	14.8 (4.2,33.7)	4.5 (0.1,22.8)	N/A (N/A,N/A)	0.0 (0.0,97.5)	44.3	43.9
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Naemorhedus_goral	169	161	-	3	15	4.0 (0.1,20.4)	15.4 (1.9,45.4)	N/A (N/A,N/A)	N/A (N/A,N/A)	44.2	43.4
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Naemorhedus_griseus	197	188	-	5	20	9.7 (2.0,25.8)	8.3 (1.0,27.0)	N/A (N/A,N/A)	0.0 (0.0,97.5)	45.2	42.0
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Nanger_dama	261	242	-	10	30	12.5 (4.2,26.8)	19.4 (7.5,37.5)	100.0 (2.5,100.0)	100.0 (2.5,100.0)	46.7	48.9
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Nanger_granti	220	213	-	3	20	0.0 (0.0,11.6)	15.0 (3.2,37.9)	N/A (N/A,N/A)	N/A (N/A,N/A)	44.7	43.8
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Nanger_soemmerringii	250	239	-	6	24	5.6 (0.7,18.7)	17.9 (6.1,36.9)	50.0 (1.3,98.7)	100.0 (2.5,100.0)	46.0	46.8
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Neotragus_batesi	203	195	-	5	23	13.9 (4.7,29.5)	0.0 (0.0,18.5)	N/A (N/A,N/A)	0.0 (0.0,97.5)	44.4	45.5
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Neotragus_moschatus	212	204	-	5	22	8.6 (1.8,23.1)	5.7 (0.7,19.2)	N/A (N/A,N/A)	0.0 (0.0,97.5)	45.4	43.9
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Oreamnos_americanus	241	230	-	8	22	6.4 (1.3,17.5)	17.9 (6.1,36.9)	N/A (N/A,N/A)	N/A (N/A,N/A)	44.1	44.7
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Oreotragus_oreotragus	220	198	-	5	23	11.5 (2.4,30.2)	9.5 (1.2,30.4)	0.0 (0.0,97.5)	N/A (N/A,N/A)	46.1	47.2
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Oryx_beisa	206	198	-	9	22	13.5 (4.5,28.8)	20.0 (5.7,43.7)	0.0 (0.0,97.5)	0.0 (0.0,97.5)	44.8	45.8
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Oryx_dammah	191	188	-	7	21	14.7 (5.0,31.1)	10.0 (1.2,31.7)	0.0 (0.0,97.5)	N/A (N/A,N/A)	43.9	42.6
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Oryx_gazella	190	184	-	9	23	11.4 (3.2,26.7)	25.0 (8.7,49.1)	0.0 (0.0,84.2)	0.0 (0.0,84.2)	44.6	45.9
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Oryx_leucoryx	180	174	-	7	24	13.8 (3.9,31.7)	17.6 (3.8,43.4)	0.0 (0.0,97.5)	N/A (N/A,N/A)	43.9	43.2
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Ourebia_ourebi	175	171	+	9	17	16.0 (4.5,36.1)	27.8 (9.7,53.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	44.2	41.9
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Ovibos_moschatus	169	163	-	8	20	13.6 (2.9,34.9)	20.8 (7.1,42.2)	0.0 (0.0,97.5)	N/A (N/A,N/A)	43.6	44.8
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Ovis_ammon	220	215	-	7	19	11.1 (3.1,26.1)	12.0 (2.5,31.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	44.9	46.7
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Ovis_ammon_ammon	225	218	-	7	19	15.4 (5.9,30.5)	3.7 (0.1,19.0)	N/A (N/A,N/A)	0.0 (0.0,97.5)	45.2	47.8
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Ovis_aries	256	245	-	9	23	10.0 (3.3,21.8)	15.4 (4.4,34.9)	0.0 (0.0,97.5)	N/A (N/A,N/A)	44.9	45.6
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Ovis_canadensis	255	240	-	11	31	8.7 (2.4,20.8)	18.9 (8.0,35.2)	0.0 (0.0,97.5)	N/A (N/A,N/A)	45.4	45.9
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Ovis_dalli	228	221	-	10	21	10.5 (2.9,24.8)	17.6 (6.8,34.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	44.3	46.3
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Ovis_nivicola_lydekkeri	226	219	-	8	20	10.0 (2.8,23.7)	11.8 (3.3,27.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	44.5	45.9
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Ovis_orientalis	255	244	-	9	23	10.2 (3.4,22.2)	14.8 (4.2,33.7)	0.0 (0.0,97.5)	N/A (N/A,N/A)	44.8	45.6
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Ovis_vignei	212	205	-	9	19	13.2 (4.4,28.1)	14.8 (4.2,33.7)	0.0 (0.0,97.5)	0.0 (0.0,97.5)	44.3	46.2
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Pantholops_hodgsonii	262	246	+	13	30	30.0 (16.6,46.5)	3.6 (0.1,18.3)	N/A (N/A,N/A)	0.0 (0.0,97.5)	43.8	42.8
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Pelea_capreolus	197	190	-	9	20	11.8 (3.3,27.5)	22.2 (8.6,42.3)	33.3 (0.8,90.6)	100.0 (2.5,100.0)	44.4	44.0
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Philantomba_maxwellii	344	328	+	17	37	16.4 (7.8,28.8)	21.6 (9.8,38.2)	N/A (N/A,N/A)	0.0 (0.0,84.2)	45.8	47.0
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Philantomba_monticola	317	300	-	12	28	11.1 (3.7,24.1)	17.5 (7.3,32.8)	0.0 (0.0,97.5)	0.0 (0.0,97.5)	44.9	46.4
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Procapra_gutturosa	219	212	-	7	20	10.0 (2.1,26.5)	17.4 (5.0,38.8)	N/A (N/A,N/A)	N/A (N/A,N/A)	47.3	43.3
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Procapra_przewalskii	237	230	-	9	25	12.9 (3.6,29.8)	17.2 (5.8,35.8)	N/A (N/A,N/A)	0.0 (0.0,97.5)	47.0	42.4
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Pseudois_nayaur	227	217	-	7	19	5.7 (0.7,19.2)	16.1 (5.5,33.7)	0.0 (0.0,97.5)	0.0 (0.0,97.5)	44.2	47.6
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Pseudois_schaeferi	235	227	-	13	28	14.6 (5.6,29.2)	19.4 (8.2,36.0)	0.0 (0.0,97.5)	0.0 (0.0,84.2)	44.6	45.5
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Pseudoryx_nghetinhensis	441	411	-	15	58	7.4 (2.1,17.9)	17.7 (9.2,29.5)	N/A (N/A,N/A)	0.0 (0.0,97.5)	46.9	47.8
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Raphicerus_campestris	124	116	-	3	13	0.0 (0.0,19.5)	25.0 (5.5,57.2)	0.0 (0.0,97.5)	N/A (N/A,N/A)	44.7	49.7
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Redunca_arundinum	223	208	-	7	20	11.6 (3.9,25.1)	10.5 (1.3,33.1)	N/A (N/A,N/A)	0.0 (0.0,97.5)	45.9	44.8
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Redunca_fulvorufula	177	171	-	2	17	0.0 (0.0,10.6)	12.5 (1.6,38.3)	N/A (N/A,N/A)	N/A (N/A,N/A)	46.0	50.5
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Rupicapra_pyrenaica	201	194	-	8	22	14.3 (4.8,30.3)	9.7 (2.0,25.8)	0.0 (0.0,97.5)	N/A (N/A,N/A)	44.8	47.0
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Rupicapra_rupicapra	168	165	-	6	19	11.1 (2.4,29.2)	14.3 (3.0,36.3)	0.0 (0.0,97.5)	N/A (N/A,N/A)	44.8	47.0
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Saiga_tatarica	239	222	-	6	27	6.1 (0.7,20.2)	16.0 (4.5,36.1)	N/A (N/A,N/A)	N/A (N/A,N/A)	44.7	45.9
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Sylvicapra_grimmia	261	250	-	11	33	15.2 (6.3,28.9)	13.3 (3.8,30.7)	0.0 (0.0,97.5)	N/A (N/A,N/A)	45.7	45.2
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Syncerus_caffer	508	481	+	25	71	16.0 (8.6,26.3)	22.1 (12.9,33.8)	66.7 (9.4,99.2)	50.0 (6.8,93.2)	46.8	47.6
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Taurotragus_derbianus	347	325	+	15	47	5.8 (1.2,15.9)	24.5 (13.3,38.9)	N/A (N/A,N/A)	N/A (N/A,N/A)	46.6	47.1
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Tetracerus_quadricornis	360	333	-	16	47	14.0 (6.3,25.8)	19.5 (8.8,34.9)	0.0 (0.0,84.2)	0.0 (0.0,97.5)	47.8	46.4
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Tragelaphus_angasii	271	254	++	18	42	20.9 (10.0,36.0)	21.7 (10.9,36.4)	50.0 (1.3,98.7)	100.0 (2.5,100.0)	47.5	48.7
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Tragelaphus_buxtoni	304	295	+	19	48	16.3 (7.3,29.7)	27.9 (15.3,43.7)	100.0 (2.5,100.0)	50.0 (1.3,98.7)	47.1	48.1
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Tragelaphus_eurycerus	321	302	+	20	49	15.6 (6.5,29.5)	29.2 (17.0,44.1)	100.0 (2.5,100.0)	33.3 (0.8,90.6)	47.3	49.2
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Tragelaphus_imberbis	306	290	++	27	52	19.3 (10.0,31.9)	34.7 (21.7,49.6)	25.0 (0.6,80.6)	100.0 (2.5,100.0)	47.8	47.8
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Tragelaphus_oryx	311	295	+	15	41	7.1 (2.0,17.3)	27.5 (14.6,43.9)	0.0 (0.0,97.5)	N/A (N/A,N/A)	45.7	44.3
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Tragelaphus_scriptus	284	270	+	15	41	14.3 (4.8,30.3)	24.4 (12.9,39.5)	100.0 (2.5,100.0)	50.0 (1.3,98.7)	46.4	49.9
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Tragelaphus_spekii	347	327	++	23	52	23.9 (12.6,38.8)	27.7 (15.6,42.6)	50.0 (1.3,98.7)	25.0 (0.6,80.6)	46.9	48.8
simadna_hd_10.fq	499901	499901	499853	 1.0	Bovidae	Tragelaphus_strepsiceros	230	214	-	10	31	12.5 (3.5,29.0)	21.2 (9.0,38.9)	100.0 (2.5,100.0)	100.0 (2.5,100.0)	46.7	47.4
simadna_hd_10.fq	499901	499901	499853	 1.0	Camelidae	Lama_glama	2	2	-	0	1	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	37.5	40.0
simadna_hd_10.fq	499901	499901	499853	 1.0	Camelidae	Lama_guanicoe	3	3	-	0	1	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	40.0	40.0
simadna_hd_10.fq	499901	499901	499853	 1.0	Camelidae	Vicugna_pacos	2	2	-	0	1	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	37.5	40.0
simadna_hd_10.fq	499901	499901	499853	 1.0	Camelidae	Vicugna_vicugna	4	4	-	0	1	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	38.2	40.0
simadna_hd_10.fq	499901	499901	499853	 1.0	Canidae	Canis_aureus	2	2	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	39.5	N/A
simadna_hd_10.fq	499901	499901	499853	 1.0	Canidae	Canis_lupaster	1	1	-	0	0	0.0 (0.0,97.5)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	40.0	N/A
simadna_hd_10.fq	499901	499901	499853	 1.0	Canidae	Canis_lupus	1	1	-	0	0	0.0 (0.0,97.5)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	40.0	N/A
simadna_hd_10.fq	499901	499901	499853	 1.0	Canidae	Canis_lupus_chanco	1	1	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	44.0	N/A
simadna_hd_10.fq	499901	499901	499853	 1.0	Canidae	Canis_lupus_familiaris	1	1	-	0	0	0.0 (0.0,97.5)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	40.0	N/A
simadna_hd_10.fq	499901	499901	499853	 1.0	Canidae	Canis_lupus_lupus	1	1	-	0	0	0.0 (0.0,97.5)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	40.0	N/A
simadna_hd_10.fq	499901	499901	499853	 1.0	Canidae	Canis_lupus_signatus	1	1	-	0	0	0.0 (0.0,97.5)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	40.0	N/A
simadna_hd_10.fq	499901	499901	499853	 1.0	Canidae	Chrysocyon_brachyurus	1	1	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	35.0	N/A
simadna_hd_10.fq	499901	499901	499853	 1.0	Canidae	Cuon_alpinus	2	2	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	43.5	N/A
simadna_hd_10.fq	499901	499901	499853	 1.0	Canidae	Nyctereutes_procyonoides	1	1	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	44.0	N/A
simadna_hd_10.fq	499901	499901	499853	 1.0	Canidae	Otocyon_megalotis	1	1	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	44.0	N/A
simadna_hd_10.fq	499901	499901	499853	 1.0	Canidae	Speothos_venaticus	1	1	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	44.0	N/A
simadna_hd_10.fq	499901	499901	499853	 1.0	Canidae	Vulpes_corsac	3	3	-	0	1	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	40.0	41.0
simadna_hd_10.fq	499901	499901	499853	 1.0	Canidae	Vulpes_ferrilata	3	3	-	0	1	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	40.0	41.0
simadna_hd_10.fq	499901	499901	499853	 1.0	Caviidae	Cavia_porcellus	1	1	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	37.0	N/A
simadna_hd_10.fq	499901	499901	499853	 1.0	Cebidae	Callimico_goeldii	1	1	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	37.0	N/A
simadna_hd_10.fq	499901	499901	499853	 1.0	Cebidae	Callithrix_aurita	1	1	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	37.0	N/A
simadna_hd_10.fq	499901	499901	499853	 1.0	Cebidae	Callithrix_geoffroyi	1	1	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	37.0	N/A
simadna_hd_10.fq	499901	499901	499853	 1.0	Cebidae	Callithrix_jacchus	1	1	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	37.0	N/A
simadna_hd_10.fq	499901	499901	499853	 1.0	Cebidae	Callithrix_kuhlii	1	1	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	37.0	N/A
simadna_hd_10.fq	499901	499901	499853	 1.0	Cebidae	Callithrix_penicillata	1	1	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	37.0	N/A
simadna_hd_10.fq	499901	499901	499853	 1.0	Cebidae	Cebuella_niveiventris	1	1	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	37.0	N/A
simadna_hd_10.fq	499901	499901	499853	 1.0	Cebidae	Cebuella_pygmaea	1	1	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	37.0	N/A
