RG	RawReads	ReadsL35	FinalNoPCRDups	AvrgTimesSeen	Family	Species	ReadsMapped	ReadsDeduped	Ancientness	ReadsDeam1Term	ReadsDeam3Term	Deam5_95CI	Deam3_95CI	Deam5Cond_95CI	Deam3Cond_95CI	MeanFragmentLength	MeanFragmentLength_Deam
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Bubalus_quarlesi	902	819	-	20	45	3.6 (1.3,7.6)	7.8 (4.3,12.7)	0.0 (0.0,97.5)	0.0 (0.0,84.2)	47.5	46.9
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Budorcas_taxicolor	486	449	-	10	26	6.3 (2.4,13.2)	4.4 (1.2,11.0)	0.0 (0.0,84.2)	N/A (N/A,N/A)	46.2	50.5
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Budorcas_taxicolor_taxicolor	467	427	-	10	24	6.7 (2.5,13.9)	4.8 (1.3,11.9)	0.0 (0.0,84.2)	N/A (N/A,N/A)	45.9	52.2
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Budorcas_taxicolor_tibetana	486	449	-	10	26	6.4 (2.4,13.4)	4.4 (1.2,10.9)	0.0 (0.0,84.2)	N/A (N/A,N/A)	46.2	50.5
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Capra_aegagrus	550	503	-	11	21	1.9 (0.2,6.6)	10.2 (4.8,18.5)	0.0 (0.0,70.8)	N/A (N/A,N/A)	46.2	45.6
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Capra_caucasica	505	467	-	10	28	4.8 (1.6,10.8)	6.0 (2.0,13.5)	0.0 (0.0,70.8)	N/A (N/A,N/A)	45.1	44.2
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Capra_falconeri	528	477	-	8	23	3.6 (1.0,9.0)	4.4 (1.2,11.0)	0.0 (0.0,84.2)	N/A (N/A,N/A)	45.8	45.0
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Capra_hircus	537	489	-	12	25	4.0 (1.1,9.8)	9.4 (4.2,17.7)	0.0 (0.0,70.8)	0.0 (0.0,97.5)	45.3	46.8
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Capra_ibex	530	483	-	6	23	1.0 (0.0,5.2)	5.7 (1.9,12.9)	0.0 (0.0,84.2)	N/A (N/A,N/A)	45.5	47.9
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Capra_nubiana	573	525	-	10	27	2.5 (0.5,7.1)	7.8 (3.2,15.4)	0.0 (0.0,97.5)	N/A (N/A,N/A)	45.6	47.1
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Capra_pyrenaica	640	576	-	7	28	2.6 (0.5,7.4)	4.3 (1.2,10.8)	0.0 (0.0,84.2)	N/A (N/A,N/A)	45.7	45.2
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Capra_sibirica	659	589	-	10	27	4.6 (1.7,9.7)	4.3 (1.2,10.6)	N/A (N/A,N/A)	N/A (N/A,N/A)	45.8	50.3
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Capricornis_crispus	494	456	-	11	28	3.0 (0.6,8.6)	8.6 (3.8,16.2)	0.0 (0.0,97.5)	N/A (N/A,N/A)	46.0	51.4
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Capricornis_milneedwardsii	450	415	-	8	24	2.4 (0.3,8.4)	8.2 (3.1,17.0)	0.0 (0.0,84.2)	N/A (N/A,N/A)	45.2	47.3
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Capricornis_rubidus	446	414	-	8	24	2.5 (0.3,8.7)	7.4 (2.8,15.4)	0.0 (0.0,84.2)	N/A (N/A,N/A)	45.2	46.9
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Capricornis_sp._YZ-2016	384	361	-	8	22	2.8 (0.3,9.7)	8.6 (3.2,17.7)	0.0 (0.0,84.2)	N/A (N/A,N/A)	44.7	47.4
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Capricornis_sumatraensis	400	375	-	9	28	2.9 (0.3,9.9)	10.3 (4.2,20.1)	0.0 (0.0,84.2)	N/A (N/A,N/A)	45.1	47.7
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Capricornis_swinhoei	375	352	-	5	20	1.4 (0.0,7.4)	5.3 (1.5,13.1)	0.0 (0.0,84.2)	N/A (N/A,N/A)	44.4	47.4
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Cephalophorus_callipygus	557	511	-	10	36	5.6 (2.1,11.7)	4.3 (1.2,10.6)	0.0 (0.0,97.5)	0.0 (0.0,97.5)	47.0	49.5
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Cephalophorus_leucogaster	594	542	-	5	27	1.8 (0.2,6.2)	3.5 (0.7,9.9)	N/A (N/A,N/A)	N/A (N/A,N/A)	45.8	46.5
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Cephalophorus_natalensis	557	510	-	10	32	1.8 (0.2,6.2)	8.3 (3.7,15.8)	0.0 (0.0,97.5)	N/A (N/A,N/A)	45.6	46.4
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Cephalophorus_nigrifrons	524	483	-	7	23	2.1 (0.3,7.3)	5.9 (1.9,13.2)	0.0 (0.0,97.5)	N/A (N/A,N/A)	46.0	48.5
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Cephalophorus_ogilbyi	490	454	-	7	30	4.1 (1.1,10.1)	3.4 (0.7,9.7)	N/A (N/A,N/A)	0.0 (0.0,97.5)	45.7	46.5
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Cephalophorus_rufilatus	555	514	-	5	24	2.0 (0.2,7.0)	3.6 (0.8,10.2)	0.0 (0.0,97.5)	N/A (N/A,N/A)	45.6	47.5
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Cephalophus_dorsalis	493	452	-	9	28	1.0 (0.0,5.6)	8.2 (3.6,15.6)	0.0 (0.0,84.2)	0.0 (0.0,97.5)	45.2	45.2
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Cephalophus_jentinki	483	445	-	9	28	1.9 (0.2,6.5)	7.9 (3.2,15.5)	0.0 (0.0,84.2)	N/A (N/A,N/A)	44.2	46.2
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Cephalophus_silvicultor	549	504	-	10	34	4.1 (1.4,9.4)	5.6 (1.8,12.6)	0.0 (0.0,97.5)	0.0 (0.0,84.2)	44.9	48.9
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Cephalophus_spadix	555	507	-	14	39	4.9 (1.8,10.4)	7.9 (3.5,15.0)	N/A (N/A,N/A)	0.0 (0.0,84.2)	45.3	47.7
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Connochaetes_gnou	597	541	-	5	32	0.0 (0.0,3.0)	5.2 (1.7,11.6)	N/A (N/A,N/A)	N/A (N/A,N/A)	45.1	46.9
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Connochaetes_taurinus	596	543	-	7	31	2.2 (0.5,6.4)	3.8 (1.0,9.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	45.3	47.8
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Damaliscus_lunatus	432	402	-	8	21	5.4 (1.8,12.1)	3.7 (0.8,10.4)	N/A (N/A,N/A)	0.0 (0.0,70.8)	44.6	48.2
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Damaliscus_pygargus	416	392	-	11	21	4.5 (1.3,11.2)	8.0 (3.3,15.7)	0.0 (0.0,97.5)	0.0 (0.0,97.5)	46.0	48.2
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Dorcatragus_megalotis	611	547	-	4	17	0.0 (0.0,3.0)	4.0 (1.1,9.8)	N/A (N/A,N/A)	N/A (N/A,N/A)	45.8	46.4
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Eudorcas_rufifrons	492	445	-	6	15	1.2 (0.0,6.4)	6.1 (2.0,13.7)	0.0 (0.0,97.5)	0.0 (0.0,97.5)	46.3	48.3
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Eudorcas_thomsonii	460	424	-	6	18	3.8 (0.8,10.8)	3.8 (0.8,10.7)	0.0 (0.0,97.5)	0.0 (0.0,97.5)	45.7	48.6
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Gazella_bennettii	584	529	-	6	29	1.1 (0.0,5.7)	5.7 (1.9,12.9)	0.0 (0.0,70.8)	N/A (N/A,N/A)	47.0	48.8
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Gazella_cuvieri	434	394	-	6	17	1.4 (0.0,7.4)	6.9 (2.3,15.5)	0.0 (0.0,70.8)	N/A (N/A,N/A)	45.9	47.3
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Gazella_dorcas	517	478	-	6	25	2.1 (0.3,7.4)	4.8 (1.3,11.7)	0.0 (0.0,70.8)	N/A (N/A,N/A)	46.3	47.0
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Gazella_erlangeri	564	509	-	4	21	2.9 (0.6,8.2)	1.0 (0.0,5.6)	0.0 (0.0,97.5)	0.0 (0.0,97.5)	47.3	49.0
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Gazella_gazella	584	527	-	4	23	2.8 (0.6,8.0)	1.0 (0.0,5.2)	0.0 (0.0,97.5)	0.0 (0.0,97.5)	47.4	49.6
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Gazella_leptoceros	435	402	-	6	15	1.4 (0.0,7.4)	6.7 (2.2,14.9)	0.0 (0.0,70.8)	N/A (N/A,N/A)	45.9	47.3
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Gazella_spekei	560	510	-	3	21	1.1 (0.0,5.8)	2.2 (0.3,7.6)	0.0 (0.0,84.2)	N/A (N/A,N/A)	46.8	46.7
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Gazella_subgutturosa	591	544	-	7	25	1.1 (0.0,5.7)	6.7 (2.5,13.9)	0.0 (0.0,60.2)	N/A (N/A,N/A)	46.9	44.4
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Hemitragus_jemlahicus	605	557	-	9	26	2.3 (0.5,6.7)	5.1 (1.9,10.7)	0.0 (0.0,84.2)	N/A (N/A,N/A)	45.1	46.2
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Hippotragus_equinus	591	553	-	11	28	3.4 (0.9,8.4)	5.8 (2.4,11.6)	0.0 (0.0,84.2)	N/A (N/A,N/A)	45.8	47.1
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Hippotragus_leucophaeus	489	451	-	10	28	4.0 (1.1,9.9)	7.0 (2.6,14.6)	0.0 (0.0,84.2)	N/A (N/A,N/A)	45.3	48.6
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Hippotragus_niger	643	580	-	9	30	1.7 (0.2,5.8)	6.2 (2.5,12.5)	0.0 (0.0,97.5)	N/A (N/A,N/A)	46.5	49.1
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Hippotragus_niger_niger	609	549	-	9	33	1.8 (0.2,6.2)	6.7 (2.7,13.4)	0.0 (0.0,97.5)	N/A (N/A,N/A)	46.4	48.2
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Hippotragus_niger_roosevelti	632	574	-	12	32	4.1 (1.3,9.2)	6.5 (2.7,13.0)	0.0 (0.0,97.5)	N/A (N/A,N/A)	46.2	47.4
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Hippotragus_niger_variani	629	570	-	11	34	1.7 (0.2,5.9)	8.2 (3.8,15.0)	0.0 (0.0,84.2)	N/A (N/A,N/A)	46.3	47.6
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Kobus_ellipsiprymnus	498	462	-	9	25	4.2 (1.2,10.4)	4.8 (1.6,10.9)	N/A (N/A,N/A)	0.0 (0.0,84.2)	45.4	47.9
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Kobus_leche	641	583	-	8	21	1.5 (0.2,5.4)	5.0 (1.9,10.7)	0.0 (0.0,97.5)	N/A (N/A,N/A)	45.9	48.8
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Leucocephalophus_adersi	604	555	-	14	38	6.1 (2.5,12.2)	5.7 (2.3,11.4)	0.0 (0.0,97.5)	0.0 (0.0,84.2)	46.2	51.0
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Litocranius_walleri	601	547	-	8	22	4.6 (1.5,10.5)	3.2 (0.7,9.1)	N/A (N/A,N/A)	0.0 (0.0,84.2)	46.0	54.1
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Madoqua_kirkii	378	353	-	5	18	0.0 (0.0,5.1)	6.6 (2.2,14.7)	0.0 (0.0,84.2)	N/A (N/A,N/A)	45.6	47.4
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Madoqua_saltiana	440	405	-	8	18	3.4 (0.7,9.6)	6.5 (2.1,14.5)	0.0 (0.0,97.5)	0.0 (0.0,97.5)	45.8	48.1
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Myotragus_balearicus	535	490	-	13	35	5.8 (1.9,13.0)	7.5 (3.3,14.3)	0.0 (0.0,97.5)	N/A (N/A,N/A)	44.8	46.4
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Naemorhedus_baileyi	519	469	-	13	32	3.1 (0.6,8.8)	10.8 (5.3,18.9)	0.0 (0.0,52.2)	N/A (N/A,N/A)	45.5	49.4
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Naemorhedus_caudatus	428	395	-	7	22	1.3 (0.0,7.2)	7.1 (2.7,14.9)	0.0 (0.0,70.8)	N/A (N/A,N/A)	44.9	46.5
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Naemorhedus_goral	380	351	-	7	21	1.2 (0.0,6.7)	8.1 (3.0,16.8)	0.0 (0.0,60.2)	N/A (N/A,N/A)	44.7	49.9
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Naemorhedus_griseus	467	424	-	10	28	3.2 (0.7,9.0)	8.4 (3.5,16.6)	0.0 (0.0,70.8)	0.0 (0.0,97.5)	46.1	49.5
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Nanger_dama	582	517	-	9	28	5.1 (1.9,10.8)	2.8 (0.6,7.9)	0.0 (0.0,84.2)	0.0 (0.0,97.5)	46.9	48.3
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Nanger_granti	507	447	-	6	25	1.1 (0.0,5.7)	5.4 (1.8,12.1)	0.0 (0.0,84.2)	0.0 (0.0,97.5)	47.0	44.2
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Nanger_soemmerringii	572	505	-	9	25	0.9 (0.0,4.8)	7.3 (3.2,13.8)	0.0 (0.0,70.8)	N/A (N/A,N/A)	47.3	46.9
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Neotragus_batesi	444	417	-	7	22	1.2 (0.0,6.7)	7.1 (2.6,14.7)	0.0 (0.0,97.5)	N/A (N/A,N/A)	45.9	49.6
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Neotragus_moschatus	490	453	-	6	28	3.9 (1.1,9.6)	2.2 (0.3,7.7)	N/A (N/A,N/A)	0.0 (0.0,97.5)	46.3	49.6
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Oreamnos_americanus	598	542	-	7	21	2.5 (0.5,7.1)	3.9 (1.1,9.6)	N/A (N/A,N/A)	N/A (N/A,N/A)	45.0	42.2
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Oreotragus_oreotragus	536	485	-	9	20	2.0 (0.2,7.0)	6.9 (2.8,13.8)	0.0 (0.0,97.5)	N/A (N/A,N/A)	45.7	46.6
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Oryx_beisa	491	450	-	7	19	5.0 (1.6,11.3)	2.4 (0.3,8.3)	N/A (N/A,N/A)	N/A (N/A,N/A)	46.2	49.7
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Oryx_dammah	479	447	-	9	26	6.2 (2.3,13.0)	3.8 (0.8,10.6)	0.0 (0.0,97.5)	N/A (N/A,N/A)	45.2	49.7
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Oryx_gazella	476	426	-	7	22	4.5 (1.2,11.1)	3.5 (0.7,10.0)	0.0 (0.0,97.5)	N/A (N/A,N/A)	45.8	49.5
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Oryx_leucoryx	489	447	-	9	26	6.4 (2.4,13.4)	3.8 (0.8,10.7)	N/A (N/A,N/A)	N/A (N/A,N/A)	45.8	48.7
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Ourebia_ourebi	507	470	-	9	34	2.4 (0.3,8.2)	7.0 (2.9,13.9)	0.0 (0.0,97.5)	N/A (N/A,N/A)	46.9	44.5
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Ovibos_moschatus	472	437	-	10	24	1.9 (0.2,6.6)	9.4 (4.2,17.7)	0.0 (0.0,70.8)	N/A (N/A,N/A)	45.5	48.4
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Ovis_ammon	488	451	-	9	25	3.7 (1.0,9.2)	5.0 (1.6,11.2)	N/A (N/A,N/A)	0.0 (0.0,84.2)	45.7	47.4
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Ovis_ammon_ammon	510	474	-	8	22	2.8 (0.6,7.9)	4.7 (1.5,10.7)	N/A (N/A,N/A)	0.0 (0.0,97.5)	45.9	49.7
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Ovis_aries	542	496	-	12	37	6.9 (3.2,12.7)	2.9 (0.6,8.4)	N/A (N/A,N/A)	0.0 (0.0,84.2)	45.7	49.2
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Ovis_canadensis	554	502	-	12	28	6.0 (2.4,11.9)	4.8 (1.6,10.9)	N/A (N/A,N/A)	0.0 (0.0,97.5)	46.2	48.0
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Ovis_dalli	558	505	-	19	38	7.0 (3.1,13.4)	11.0 (5.6,18.8)	N/A (N/A,N/A)	0.0 (0.0,97.5)	45.1	46.4
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Ovis_nivicola_lydekkeri	511	466	-	12	28	5.9 (2.2,12.4)	5.8 (2.2,12.2)	N/A (N/A,N/A)	0.0 (0.0,97.5)	45.4	48.4
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Ovis_orientalis	542	497	-	12	34	7.0 (3.3,12.9)	3.0 (0.6,8.4)	N/A (N/A,N/A)	0.0 (0.0,84.2)	45.6	49.6
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Ovis_vignei	481	437	-	7	26	4.9 (1.6,11.0)	2.0 (0.2,6.9)	N/A (N/A,N/A)	0.0 (0.0,97.5)	45.4	47.0
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Pantholops_hodgsonii	562	516	-	11	33	7.1 (2.9,14.2)	3.8 (1.0,9.5)	0.0 (0.0,84.2)	N/A (N/A,N/A)	44.1	46.5
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Pelea_capreolus	444	417	-	8	26	4.2 (0.9,11.9)	5.4 (1.8,12.1)	0.0 (0.0,97.5)	0.0 (0.0,97.5)	45.3	45.8
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Philantomba_maxwellii	827	747	-	9	32	1.9 (0.4,5.6)	4.4 (1.6,9.3)	N/A (N/A,N/A)	0.0 (0.0,97.5)	46.6	46.7
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Philantomba_monticola	670	612	-	12	36	2.5 (0.5,7.1)	7.4 (3.5,13.7)	0.0 (0.0,97.5)	0.0 (0.0,97.5)	46.0	48.4
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Procapra_gutturosa	539	483	-	7	22	2.8 (0.6,8.0)	4.4 (1.2,10.9)	0.0 (0.0,97.5)	0.0 (0.0,97.5)	47.0	45.4
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Procapra_przewalskii	584	523	-	8	26	1.7 (0.2,6.1)	6.2 (2.3,13.0)	0.0 (0.0,84.2)	0.0 (0.0,97.5)	47.2	47.8
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Pseudois_nayaur	575	525	-	9	24	3.5 (1.0,8.8)	5.6 (1.8,12.5)	0.0 (0.0,97.5)	0.0 (0.0,97.5)	45.2	42.2
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Pseudois_schaeferi	560	511	-	11	28	4.7 (1.5,10.7)	6.5 (2.4,13.7)	0.0 (0.0,97.5)	0.0 (0.0,84.2)	45.8	48.6
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Pseudoryx_nghetinhensis	964	865	-	12	47	2.1 (0.4,5.9)	5.1 (2.4,9.5)	0.0 (0.0,84.2)	N/A (N/A,N/A)	47.9	48.9
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Raphicerus_campestris	347	319	-	2	12	1.9 (0.0,9.9)	1.9 (0.0,9.9)	N/A (N/A,N/A)	N/A (N/A,N/A)	45.8	44.8
simadna_10.fq	499896	499896	499491	 1.0	Bovidae	Redunca_arundinum	451	420	-	10	28	2.8 (0.3,9.7)	8.3 (3.7,15.8)	0.0 (0.0,70.8)	0.0 (0.0,97.5)	46.0	46.3
