This table contains all individual libraries processed,,,,,,,,,,,,,,,,,"Support for different branches based on sequences covering diagnostic positions. Each shows percent support calculted by the number of sequences covering diagnostic positions supporting the relative branch over the total sequences covering diagnostic positions. Significant assignments (lower 95% binomial confidence >10% support) indicated with ""**"". Note that internal branches were not considered for assignment to a lineage. ",,,,,,,,,,,,,
Lines with the same Index Library ID are due to multiple sequencing runs of the same library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All deamination rates were computed by looking at C->T substitutions on the three terminal positions of the 5' and 3' ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Field sample ID,MPI-EVA Sample ID,Sub-sample/ Lysate ID,Indexed Library ID,Raw Sequences,Sequences ≥ 35 bp,"Mapped Sequences (≥ 35 bp, mapping quality ≥ 25)","Unique mapped sequences (≥ 35 bp, mapping quality ≥ 25)",% of sequences identified as hominin,Unique hominin sequences,Duplication rate,5' C->T substitutions [%],3' C->T substitutions [%],5' C->T substitutions [%] (95% binomial confidence intervals),3' C->T substitutions [%] (95% binomial confidence intervals),Ancient hominin mtDNA present, Number of deaminated sequences,Modern human support (all sequences),Modern human support (deaminated sequences only),Neanderthal-Hohlenstein-Stadel shared branch support (all sequences),Neanderthal-Hohlenstein-Stadel shared branch support (deaminated sequences only),Neanderthal support (all sequences),Neanderthal support (deaminated sequences only),Hohlenstein-Stadel support (all sequences),Hohlenstein-Stadel support (deaminated sequences only),Denisovan support (all sequences),Denisovan support (deaminated sequences only),Sima de los Huesos support (all sequences),Sima de los Huesos support (deaminated sequences only),Denisovan-Sima de los Huesos shared branch support (all sequences),Denisovan-Sima de los Huesos shared branch support (deaminated sequences only)
M23 ,SP6678,LYS512,A20635,2146226,1146578,279928,7538,26.98,153,90.45,4.9,2.3,0.6-16.5,0.1-12.3,No,5,**100.0% (15 / 15),NA% (0 / 0),13.3% (2 / 15),100.0% (2 / 2),0.0% (0 / 4),NA% (0 / 0),0.0% (0 / 16),0.0% (0 / 4),3.9% (2 / 51),0.0% (0 / 1),0.0% (0 / 22),0.0% (0 / 1),2.3% (1 / 43),0.0% (0 / 2)
M22 ,SP6677,LYS511,A20634,2227053,1138834,174227,3108,80.28,285,130.86,4.9,1.4,1.0-13.7,0.0-7.5,No,6,**96.2% (25 / 26),NA% (0 / 0),0.0% (0 / 36),0.0% (0 / 1),0.0% (0 / 26),0.0% (0 / 1),0.0% (0 / 23),0.0% (0 / 1),0.0% (0 / 48),0.0% (0 / 1),0.0% (0 / 31),NA% (0 / 0),1.6% (1 / 64),100.0% (1 / 1)
M21 ,SP6676,LYS510,A20633,2581932,1331741,200437,2370,92.62,439,179.09,5,3.6,1.9-10.6,1.0-8.9,No,30,**96.8% (30 / 31),100.0% (1 / 1),5.2% (3 / 58),0.0% (0 / 1),0.0% (0 / 32),NA% (0 / 0),6.5% (3 / 46),0.0% (0 / 1),2.7% (2 / 74),16.7% (1 / 6),1.9% (1 / 53),0.0% (0 / 3),0.8% (1 / 127),0.0% (0 / 5)
M20 ,SP6675,LYS509,A20629,2067110,1089279,71181,352,97.76,262,215.68,7.9,0,1.7-21.4,0.0-4.9,No,6,**96.0% (24 / 25),**100.0% (3 / 3),0.0% (0 / 19),NA% (0 / 0),0.0% (0 / 20),NA% (0 / 0),0.0% (0 / 13),NA% (0 / 0),0.0% (0 / 62),0.0% (0 / 2),0.0% (0 / 27),NA% (0 / 0),0.0% (0 / 56),0.0% (0 / 2)
M19 ,SP6674,LYS508,A20628,2359659,1209069,300875,7238,41.81,301,92.72,7.1,3.3,2.4-15.9,0.4-11.3,No,15,**100.0% (25 / 25),NA% (0 / 0),0.0% (0 / 32),0.0% (0 / 2),0.0% (0 / 10),0.0% (0 / 2),0.0% (0 / 29),NA% (0 / 0),1.9% (1 / 54),100.0% (1 / 1),0.0% (0 / 40),NA% (0 / 0),2.4% (2 / 85),0.0% (0 / 1)
M18 ,SP6673,LYS507,A20627,2441739,1488406,453302,23747,7.03,133,5.86,42.9,24.2,24.5-62.8,11.1-42.3,Yes,30,**50.0% (4 / 8),0.0% (0 / 1),0.0% (0 / 9),0.0% (0 / 1),0.0% (0 / 6),0.0% (0 / 1),22.2% (2 / 9),0.0% (0 / 1),11.8% (2 / 17),0.0% (0 / 3),0.0% (0 / 15),0.0% (0 / 4),**35.3% (12 / 34),**80.0% (4 / 5)
M18 ,SP6673,LYS507,A27276,1235203,841384,107778,12183,7.2,62,4.08,33.3,23.1,11.8-61.6,5.0-53.8,No,13,**80.0% (4 / 5),0.0% (0 / 1),0.0% (0 / 4),NA% (0 / 0),33.3% (1 / 3),NA% (0 / 0),0.0% (0 / 6),0.0% (0 / 1),9.1% (1 / 11),0.0% (0 / 1),0.0% (0 / 11),0.0% (0 / 3),**58.3% (7 / 12),100.0% (1 / 1)
M17 ,SP6672,LYS506,A20626,2401428,1266116,237592,4029,92.24,939,100.08,4.1,2.3,1.9-7.6,0.9-5.0,No,29,**100.0% (49 / 49),100.0% (1 / 1),0.9% (1 / 107),NA% (0 / 0),0.0% (0 / 60),NA% (0 / 0),0.0% (0 / 81),0.0% (0 / 3),0.4% (1 / 233),0.0% (0 / 8),0.0% (0 / 100),0.0% (0 / 4),1.7% (3 / 181),0.0% (0 / 5)
M16 ,SP6671,LYS505,A20625,2334399,1236282,329659,9155,24.56,141,62.18,6.9,2.7,0.8-22.8,0.1-14.2,No,7,**90.0% (9 / 10),NA% (0 / 0),0.0% (0 / 14),NA% (0 / 0),0.0% (0 / 5),NA% (0 / 0),0.0% (0 / 18),NA% (0 / 0),0.0% (0 / 29),NA% (0 / 0),0.0% (0 / 24),0.0% (0 / 1),6.9% (2 / 29),0.0% (0 / 1)
M15 ,SP6670,LYS504,A20624,2414380,1235392,222602,2901,97.46,614,136.24,4.4,2.8,1.4-9.9,0.9-6.3,No,19,**97.0% (64 / 66),100.0% (4 / 4),0.0% (0 / 53),NA% (0 / 0),0.0% (0 / 49),0.0% (0 / 1),0.0% (0 / 48),0.0% (0 / 2),0.0% (0 / 141),0.0% (0 / 5),0.0% (0 / 83),0.0% (0 / 4),0.6% (1 / 155),0.0% (0 / 5)
M14 ,SP6669,LYS503,A20623,2510859,1312774,227952,4146,69.78,314,147.35,15.3,8.3,7.9-25.7,3.1-17.3,No,32,**90.6% (29 / 32),100.0% (1 / 1),4.3% (1 / 23),0.0% (0 / 3),0.0% (0 / 26),0.0% (0 / 3),0.0% (0 / 23),0.0% (0 / 3),8.2% (4 / 49),50.0% (2 / 4),0.0% (0 / 49),0.0% (0 / 1),10.3% (7 / 68),**100.0% (4 / 4)
M13 ,SP6668,LYS502,A20622,1795258,1035722,299258,12727,50.47,752,34.82,0,1.8,0.0-2.6,0.4-5.2,No,9,**98.6% (69 / 70),NA% (0 / 0),1.0% (1 / 99),0.0% (0 / 2),0.0% (0 / 76),0.0% (0 / 1),0.0% (0 / 82),NA% (0 / 0),0.6% (1 / 177),NA% (0 / 0),0.0% (0 / 112),0.0% (0 / 1),0.0% (0 / 200),0.0% (0 / 1)
M12 ,SP6667,LYS501,A20621,2230532,1266779,411426,17838,16.64,234,12.68,2.1,3,0.1-11.3,0.4-10.5,No,10,**100.0% (23 / 23),100.0% (1 / 1),0.0% (0 / 22),NA% (0 / 0),0.0% (0 / 13),0.0% (0 / 2),0.0% (0 / 20),0.0% (0 / 1),1.6% (1 / 61),33.3% (1 / 3),0.0% (0 / 26),0.0% (0 / 1),9.1% (6 / 66),50.0% (1 / 2)
M11 ,SP6666,LYS500,A20620,2489397,1516161,487716,23244,8.86,164,6.72,25,24.4,10.7-44.9,12.4-40.3,Yes,20,**60.0% (6 / 10),0.0% (0 / 3),0.0% (0 / 8),0.0% (0 / 5),0.0% (0 / 6),NA% (0 / 0),0.0% (0 / 18),0.0% (0 / 2),3.0% (1 / 33),0.0% (0 / 2),0.0% (0 / 16),0.0% (0 / 5),14.8% (4 / 27),50.0% (1 / 2)
M11 ,SP6666,LYS500,A27275,1321341,907900,134463,12975,7.12,59,5.1,45.5,14.3,16.7-76.6,1.8-42.8,No,12,**100.0% (3 / 3),NA% (0 / 0),0.0% (0 / 10),0.0% (0 / 2),0.0% (0 / 5),NA% (0 / 0),0.0% (0 / 4),0.0% (0 / 2),14.3% (2 / 14),50.0% (1 / 2),0.0% (0 / 5),NA% (0 / 0),12.5% (1 / 8),NA% (0 / 0)
M10 ,SP6665,LYS499,A20619,2244257,1202652,594550,10098,100,8669,58.8,1.8,0.3,1.3-2.4,0.1-0.6,No,106,**99.5% (946 / 951),**100.0% (5 / 5),0.0% (0 / 931),0.0% (0 / 11),0.0% (0 / 648),0.0% (0 / 6),0.1% (1 / 960),0.0% (0 / 16),0.0% (1 / 2015),0.0% (0 / 24),0.1% (1 / 1408),0.0% (0 / 30),0.3% (7 / 2281),0.0% (0 / 25)
M9 ,SP6664,LYS498,A20618,2323670,1284769,412335,14744,85.72,3475,27.36,3,3.6,1.9-4.4,2.4-5.1,No,97,**98.1% (316 / 322),**80.0% (4 / 5),0.0% (0 / 391),0.0% (0 / 8),0.0% (0 / 272),0.0% (0 / 7),0.0% (0 / 376),0.0% (0 / 8),1.2% (9 / 737),**35.7% (5 / 14),0.0% (0 / 547),0.0% (0 / 17),2.1% (19 / 907),25.0% (4 / 16)
M8 ,SP6663,LYS497,A20617,2095218,1043065,203955,2926,77.25,275,167.12,32.4,23.3,21.5-44.8,13.4-36.0,Yes,53,**76.5% (13 / 17),100.0% (1 / 1),4.3% (1 / 23),25.0% (1 / 4),0.0% (0 / 10),NA% (0 / 0),0.0% (0 / 14),0.0% (0 / 1),5.6% (2 / 36),50.0% (2 / 4),0.0% (0 / 32),0.0% (0 / 5),13.5% (7 / 52),14.3% (1 / 7)
M8 ,SP6663,LYS497,A27274,1784880,733417,10810,460,89.13,82,25.73,50,30,27.2-72.8,11.9-54.3,Yes,25,**77.8% (7 / 9),0.0% (0 / 2),0.0% (0 / 2),0.0% (0 / 1),66.7% (2 / 3),100.0% (1 / 1),0.0% (0 / 12),0.0% (0 / 6),10.0% (2 / 20),25.0% (1 / 4),0.0% (0 / 13),0.0% (0 / 3),10.0% (2 / 20),25.0% (1 / 4)
M7 ,SP6662,LYS496,A20616,2018877,1005860,123577,1687,82.93,204,171.07,21.4,9.7,11.6-34.4,3.6-19.9,No,24,**66.7% (8 / 12),0.0% (0 / 2),0.0% (0 / 33),0.0% (0 / 3),0.0% (0 / 9),NA% (0 / 0),0.0% (0 / 22),0.0% (0 / 4),4.8% (2 / 42),25.0% (1 / 4),0.0% (0 / 32),0.0% (0 / 6),12.2% (5 / 41),50.0% (2 / 4)
M7 ,SP6662,LYS496,A27273,503360,259647,2339,250,90.91,40,10.53,21.4,50,4.7-50.8,15.7-84.3,No,9,50.0% (2 / 4),0.0% (0 / 1),0.0% (0 / 2),NA% (0 / 0),0.0% (0 / 3),0.0% (0 / 2),0.0% (0 / 5),0.0% (0 / 2),12.5% (1 / 8),NA% (0 / 0),0.0% (0 / 4),0.0% (0 / 1),**50.0% (4 / 8),**100.0% (3 / 3)
M6 ,SP6661,LYS495,A20615,1936830,1101150,367745,18736,6.73,81,9.83,15,10.5,3.2-37.9,1.3-33.1,No,11,**80.0% (4 / 5),NA% (0 / 0),0.0% (0 / 9),NA% (0 / 0),33.3% (1 / 3),0.0% (0 / 1),0.0% (0 / 10),NA% (0 / 0),0.0% (0 / 11),0.0% (0 / 2),0.0% (0 / 12),0.0% (0 / 1),20.0% (2 / 10),100.0% (1 / 1)
M5 ,SP6660,LYS494,A20614,2151759,1383501,450210,35169,1.42,63,1.74,36.4,31.6,10.9-69.2,12.6-56.6,Yes,13,**100.0% (3 / 3),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0),0.0% (0 / 5),0.0% (0 / 2),**44.4% (4 / 9),100.0% (1 / 1),0.0% (0 / 2),NA% (0 / 0),**50.0% (8 / 16),100.0% (3 / 3)
M4 ,SP6659,LYS493,A20613,2988737,1541328,236573,3011,93.81,530,162.15,8.4,6.2,4.1-14.9,2.5-12.3,No,35,**100.0% (52 / 52),NA% (0 / 0),2.9% (1 / 34),0.0% (0 / 2),0.0% (0 / 24),NA% (0 / 0),0.0% (0 / 39),NA% (0 / 0),0.7% (1 / 147),5.9% (1 / 17),0.0% (0 / 68),0.0% (0 / 1),1.0% (1 / 103),0.0% (0 / 5)
M3 ,SP6658,LYS492,A20612,2461920,1242213,179784,1951,96.57,507,153.61,1.7,3.4,0.2-6.0,1.1-7.7,No,9,**100.0% (59 / 59),NA% (0 / 0),0.0% (0 / 41),0.0% (0 / 1),0.0% (0 / 34),NA% (0 / 0),0.0% (0 / 35),NA% (0 / 0),0.0% (0 / 82),NA% (0 / 0),0.0% (0 / 64),0.0% (0 / 1),0.0% (0 / 89),0.0% (0 / 1)
M2 ,SP6657,LYS491,A20611,2603097,1283695,247962,1859,97.49,583,239.81,6.4,5.2,2.8-12.2,2.1-10.4,No,25,**100.0% (55 / 55),100.0% (5 / 5),0.0% (0 / 43),0.0% (0 / 1),0.0% (0 / 42),0.0% (0 / 1),0.0% (0 / 32),NA% (0 / 0),0.8% (1 / 119),0.0% (0 / 4),0.0% (0 / 91),0.0% (0 / 6),0.7% (1 / 140),0.0% (0 / 4)
M1 ,SP6656,LYS490,A20610,2600505,1328878,226820,1942,94.78,472,227.31,9.5,7.9,4.7-16.8,3.7-14.5,No,34,**96.7% (29 / 30),NA% (0 / 0),0.0% (0 / 63),0.0% (0 / 3),0.0% (0 / 27),0.0% (0 / 1),4.3% (2 / 47),0.0% (0 / 1),1.2% (1 / 83),20.0% (1 / 5),0.0% (0 / 50),0.0% (0 / 3),2.6% (3 / 115),7.7% (1 / 13)
,LNC,,A20535,202087,73702,56501,144,100,84,445.14,0,0,0.0-24.7,0.0-24.7,No,1,**100.0% (5 / 5),NA% (0 / 0),0.0% (0 / 4),NA% (0 / 0),0.0% (0 / 5),NA% (0 / 0),20.0% (3 / 15),NA% (0 / 0),0.0% (0 / 15),0.0% (0 / 1),0.0% (0 / 7),NA% (0 / 0),0.0% (0 / 9),NA% (0 / 0)
,LNC,,A20561,67172,2952,2886,6,100,5,564,0,0,0.0-97.5,0.0-84.2,No,0,NA% (0 / 0),NA% (0 / 0),0.0% (0 / 3),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0)
,LNC,,A20561,194806,59194,54094,15,100,12,3434.17,0,0,0.0-97.5,0.0-60.2,No,0,NA% (0 / 0),NA% (0 / 0),0.0% (0 / 7),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),0.0% (0 / 3),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0)
,LNC,,A20586,239550,77299,59298,38,100,20,2332.5,50,0,1.3-98.7,0.0-52.2,No,1,100.0% (1 / 1),NA% (0 / 0),0.0% (0 / 12),NA% (0 / 0),0.0% (0 / 4),0.0% (0 / 1),0.0% (0 / 2),NA% (0 / 0),0.0% (0 / 5),NA% (0 / 0),0.0% (0 / 5),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0)
,LNC,,A20586,308057,47142,29919,28,100,20,1429.83,0,0,0.0-97.5,0.0-97.5,No,0,NA% (0 / 0),NA% (0 / 0),0.0% (0 / 14),NA% (0 / 0),0.0% (0 / 3),NA% (0 / 0),0.0% (0 / 3),NA% (0 / 0),0.0% (0 / 6),NA% (0 / 0),0.0% (0 / 8),NA% (0 / 0),0.0% (0 / 3),NA% (0 / 0)
,LNC,,A20601,153081,52406,43339,29,100,22,1549.32,0,0,0.0-45.9,0.0-70.8,No,0,**100.0% (8 / 8),NA% (0 / 0),0.0% (0 / 4),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0),0.0% (0 / 6),NA% (0 / 0),0.0% (0 / 5),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0)
,LNC,,A20631,252772,75777,71271,231,100,181,321.77,2.3,1.5,0.1-12.3,0.0-8.3,No,3,**100.0% (14 / 14),NA% (0 / 0),0.0% (0 / 21),NA% (0 / 0),0.0% (0 / 10),0.0% (0 / 1),0.0% (0 / 13),NA% (0 / 0),0.0% (0 / 39),0.0% (0 / 1),0.0% (0 / 15),NA% (0 / 0),0.0% (0 / 42),0.0% (0 / 1)
,LNC,,A20644,302956,105177,100975,303,100,251,325.08,7.9,2.4,2.6-17.6,0.3-8.4,No,16,**95.2% (20 / 21),100.0% (1 / 1),0.0% (0 / 16),0.0% (0 / 1),0.0% (0 / 6),NA% (0 / 0),0.0% (0 / 34),0.0% (0 / 1),0.0% (0 / 47),0.0% (0 / 2),0.0% (0 / 26),0.0% (0 / 5),2.6% (1 / 39),0.0% (0 / 3)
,LNC,,A20669,331486,110021,102415,228,100,196,464.54,2.6,0,0.1-13.5,0.0-5.8,No,4,**90.9% (10 / 11),100.0% (1 / 1),0.0% (0 / 15),NA% (0 / 0),0.0% (0 / 17),NA% (0 / 0),6.7% (1 / 15),0.0% (0 / 1),0.0% (0 / 33),0.0% (0 / 1),0.0% (0 / 20),NA% (0 / 0),0.0% (0 / 33),0.0% (0 / 1)
,LNC,,A20690,364269,122645,114632,237,100,202,491.47,4.3,1.5,0.5-14.8,0.0-8.2,No,10,**100.0% (15 / 15),NA% (0 / 0),0.0% (0 / 5),0.0% (0 / 1),0.0% (0 / 23),NA% (0 / 0),0.0% (0 / 12),NA% (0 / 0),0.0% (0 / 29),0.0% (0 / 1),0.0% (0 / 28),0.0% (0 / 5),2.4% (1 / 42),0.0% (0 / 1)
,LNC,,A20812,245237,91006,85561,30,100,26,2708.31,0,0,0.0-30.8,0.0-60.2,No,1,NA% (0 / 0),NA% (0 / 0),0.0% (0 / 3),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 8),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 3),NA% (0 / 0)
,LNC,,A20812,50038,2008,1425,9,100,8,176.88,0,0,0.0-70.8,0.0-70.8,No,0,100.0% (1 / 1),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0)
,LNC,,A20831,253654,88900,81398,37,100,34,2131.47,0,0,0.0-33.6,0.0-70.8,No,1,NA% (0 / 0),NA% (0 / 0),0.0% (0 / 6),NA% (0 / 0),0.0% (0 / 4),NA% (0 / 0),0.0% (0 / 3),0.0% (0 / 1),0.0% (0 / 16),0.0% (0 / 1),0.0% (0 / 2),NA% (0 / 0),0.0% (0 / 11),NA% (0 / 0)
,LNC,,A20851,262176,75543,58950,20,100,18,2876.83,0,0,0.0-70.8,0.0-84.2,No,0,NA% (0 / 0),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0),0.0% (0 / 4),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 4),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0),0.0% (0 / 4),NA% (0 / 0)
,LNC,,A20893,265622,85011,76786,30,100,23,2306.26,0,0,0.0-97.5,0.0-60.2,No,2,NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),50.0% (1 / 2),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),0.0% (0 / 7),0.0% (0 / 1),0.0% (0 / 2),NA% (0 / 0),0.0% (0 / 5),NA% (0 / 0)
,LNC,,A21007,216640,59271,49866,46,100,40,1138.22,0,8.3,0.0-33.6,0.2-38.5,No,4,**100.0% (5 / 5),NA% (0 / 0),0.0% (0 / 6),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 4),NA% (0 / 0),0.0% (0 / 6),NA% (0 / 0),0.0% (0 / 8),0.0% (0 / 3),0.0% (0 / 14),0.0% (0 / 1)
,LNC,,A21007,44121,3264,2327,14,100,13,178.77,0,0,0.0-60.2,0.0-70.8,No,0,100.0% (1 / 1),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),0.0% (0 / 5),NA% (0 / 0)
,LNC,,A21043,214221,66304,53102,28,100,23,2029.43,100,0,2.5-100.0,0.0-84.2,No,1,NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 8),0.0% (0 / 1),0.0% (0 / 6),NA% (0 / 0),0.0% (0 / 8),NA% (0 / 0)
,LNC,,A21043,47864,4704,3215,7,100,6,327.33,NA,0,NA,0.0-84.2,No,0,NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 3),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0)
,LNC,,A27221,49482,4124,2869,21,100,16,142.62,0,0,0.0-52.2,0.0-45.9,No,1,**100.0% (2 / 2),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 7),0.0% (0 / 1),0.0% (0 / 1),NA% (0 / 0),0.0% (0 / 9),0.0% (0 / 1)
,LNC,,A27246,42773,4963,3932,42,100,33,91.52,0,0,0.0-33.6,0.0-52.2,No,0,NA% (0 / 0),NA% (0 / 0),0.0% (0 / 9),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0),0.0% (0 / 10),NA% (0 / 0),0.0% (0 / 10),NA% (0 / 0),0.0% (0 / 9),NA% (0 / 0)
,LNC,,A27269,98757,24753,22266,150,100,129,151.88,0,0,0.0-17.6,0.0-8.4,No,1,**100.0% (13 / 13),NA% (0 / 0),0.0% (0 / 9),NA% (0 / 0),0.0% (0 / 5),NA% (0 / 0),0.0% (0 / 18),NA% (0 / 0),0.0% (0 / 30),NA% (0 / 0),0.0% (0 / 17),0.0% (0 / 1),3.0% (1 / 33),0.0% (0 / 1)
,LNC,,A27294,47693,2954,1766,23,100,22,75,0,0,0.0-70.8,0.0-41.0,No,0,**100.0% (5 / 5),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),0.0% (0 / 10),NA% (0 / 0),0.0% (0 / 4),NA% (0 / 0),0.0% (0 / 3),NA% (0 / 0)
,LNC,,A32265,22227,1278,810,47,100,43,17.05,0,0,0.0-23.2,0.0-26.5,No,0,**100.0% (5 / 5),NA% (0 / 0),0.0% (0 / 4),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),0.0% (0 / 3),NA% (0 / 0),0.0% (0 / 12),NA% (0 / 0),0.0% (0 / 8),NA% (0 / 0),0.0% (0 / 6),NA% (0 / 0)
,LNC,,A32283,23252,1595,784,20,100,16,40.44,0,0,0.0-84.2,0.0-60.2,No,0,100.0% (1 / 1),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0),0.0% (0 / 6),NA% (0 / 0),0.0% (0 / 3),NA% (0 / 0),0.0% (0 / 3),NA% (0 / 0)
,LNC,,A32318,50657,6779,5269,140,100,123,38.72,0,0,0.0-16.8,0.0-13.7,No,0,**100.0% (11 / 11),NA% (0 / 0),0.0% (0 / 6),NA% (0 / 0),0.0% (0 / 9),NA% (0 / 0),0.0% (0 / 11),NA% (0 / 0),0.0% (0 / 30),NA% (0 / 0),0.0% (0 / 8),NA% (0 / 0),0.0% (0 / 28),NA% (0 / 0)
,LNC,,A32344,21032,1212,483,23,100,21,21.67,0,0,0.0-52.2,0.0-45.9,No,0,100.0% (1 / 1),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 5),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),0.0% (0 / 3),NA% (0 / 0),0.0% (0 / 6),NA% (0 / 0)
,LNC,,M3830,193329,38940,27909,34,100,16,1742.12,0,0,0.0-84.2,0.0-70.8,No,0,NA% (0 / 0),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 7),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0),0.0% (0 / 6),NA% (0 / 0)
,LNC,,M3853,193090,76610,75152,73,100,54,1185.96,0,11.8,0.0-36.9,1.5-36.4,No,5,100.0% (2 / 2),NA% (0 / 0),0.0% (0 / 4),NA% (0 / 0),0.0% (0 / 5),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 16),0.0% (0 / 3),0.0% (0 / 4),NA% (0 / 0),0.0% (0 / 13),NA% (0 / 0)
,LNC,,M3878,190060,46893,44388,472,79.07,34,1165.24,0,0,0.0-36.9,0.0-36.9,No,0,**100.0% (5 / 5),NA% (0 / 0),0.0% (0 / 8),NA% (0 / 0),0.0% (0 / 6),NA% (0 / 0),0.0% (0 / 6),NA% (0 / 0),0.0% (0 / 8),NA% (0 / 0),0.0% (0 / 11),NA% (0 / 0),0.0% (0 / 16),NA% (0 / 0)
,LNC,,M3901,251673,82749,80035,60,100,18,3145.06,25,0,0.6-80.6,0.0-70.8,No,1,100.0% (3 / 3),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 15),0.0% (0 / 1),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 4),NA% (0 / 0)
,LNC,,M5032,192084,65295,62682,42,100,21,2482.43,0,0,0.0-70.8,0.0-33.6,No,0,100.0% (2 / 2),NA% (0 / 0),0.0% (0 / 3),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0),0.0% (0 / 4),NA% (0 / 0),0.0% (0 / 8),NA% (0 / 0),0.0% (0 / 8),NA% (0 / 0)
,LNC,,M5032,900,288,282,9,100,8,28.75,0,0,0.0-84.2,0.0-60.2,No,0,100.0% (1 / 1),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),0.0% (0 / 3),NA% (0 / 0),0.0% (0 / 4),NA% (0 / 0)
,LNC,,M5056,241795,93596,86598,83,100,57,1200.96,6.7,15.4,0.2-31.9,1.9-45.4,No,4,100.0% (2 / 2),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0),0.0% (0 / 5),NA% (0 / 0),0.0% (0 / 7),0.0% (0 / 1),0.0% (0 / 5),0.0% (0 / 1),0.0% (0 / 18),0.0% (0 / 3)
,LNC,,M5081,159238,57930,56363,101,100,88,528.9,4.5,6.5,0.1-22.8,0.8-21.4,No,4,**100.0% (8 / 8),100.0% (1 / 1),0.0% (0 / 19),0.0% (0 / 2),0.0% (0 / 10),0.0% (0 / 1),0.0% (0 / 4),NA% (0 / 0),0.0% (0 / 12),NA% (0 / 0),0.0% (0 / 10),0.0% (0 / 3),0.0% (0 / 9),NA% (0 / 0)
