Screen	DataSource	SampleID	IndexLibID	RunID	total_x	total_y	total_z	sq_x	sq_y	layer	chamber	mg_ml	marker
Plus	New_seds	SP6673	A27406	191118_D00829_0295.lane6	-3.203	6.012	-3.954	16	25	20+19	Main		
Plus	New_seds	SP6714	A27407	191118_D00829_0295.lane6	-3.213	5.934	-3.829	16	23	19	Main		
Plus	New_seds	SP6714	A27408	191118_D00829_0295.lane6	-3.213	5.934	-3.829	16	23	19	Main		
Plus	New_seds	SP6721	A27409	191118_D00829_0295.lane6	-3.203	6.087	-3.644	15	21	20+19	Main		
Plus	New_seds	SP6721	A27410	191118_D00829_0295.lane6	-3.203	6.087	-3.644	15	21	20+19	Main		
Plus	New_seds	SP6725	A27412	191118_D00829_0295.lane6	-3.196	6.189	-3.638	14	22	20+19	Main		
Plus	New_seds	SP6725	A27413	191118_D00829_0295.lane6	-3.196	6.189	-3.638	14	22	20+19	Main		
Plus	New_seds	SP6727	A27414	191118_D00829_0295.lane6	-3.211	6.189	-3.445	14	20	20 ?	Main		
Plus	New_seds	SP6727	A27415	191118_D00829_0295.lane6	-3.211	6.189	-3.445	14	20	20 ?	Main		
Plus	New_seds	SP6731	A27416	191118_D00829_0295.lane6	-3.198	6.312	-3.52	13	21	20 ?	Main		
Plus	New_seds	SP6731	A27417	191118_D00829_0295.lane6	-3.198	6.312	-3.52	13	21	20 ?	Main		
Plus	New_seds	SP6737	A27418	191118_D00829_0295.lane6	-3.219	6.501	-3.475	11	20	20 ?	Main		
Plus	New_seds	SP6737	A27419	191118_D00829_0295.lane6	-3.219	6.501	-3.475	11	20	20 ?	Main		
Plus	New_seds	SP6828	A27424	191118_D00829_0295.lane6	-3.16	6.903	-3.537	2	21	20 ?	Main		
Plus	New_seds	SP6828	A27425	191118_D00829_0295.lane6	-3.16	6.903	-3.537	2	21	20 ?	Main		
Plus	New_seds	SP6850	A27427	191118_D00829_0295.lane6	-2.902	6.041	-2.647	11	12	12.2	Main		
Plus	New_seds	SP6850	A27428	191118_D00829_0295.lane6	-2.902	6.041	-2.647	11	12	12.2	Main		
Plus	New_seds_vind	SP6850	A32271	200316_D00829_0327.lane1	-2.902	6.041	-2.647	11	12	12.2	Main		
Plus	New_seds_vind	SP6850	A32272	200316_D00829_0327.lane1	-2.902	6.041	-2.647	11	12	12.2	Main		
Plus	New_seds_vind	SP6850	A32273	200316_D00829_0327.lane1	-2.902	6.041	-2.647	11	12	12.2	Main		
Plus	New_seds_vind	SP6850	A32274	200316_D00829_0327.lane1	-2.902	6.041	-2.647	11	12	12.2	Main		
Plus	New_seds_vind	SP6850	A32275	200316_D00829_0327.lane1	-2.902	6.041	-2.647	11	12	12.2	Main		
Plus	New_seds	SP6855	A27429	191118_D00829_0295.lane6	-2.88	6.031	-2.122	11	7	11.3	Main		
Plus	New_seds	SP6855	A27430	191118_D00829_0295.lane6	-2.88	6.031	-2.122	11	7	11.3	Main		
Plus	New_seds_vind	SP6864	A32276	200316_D00829_0327.lane1	-2.941	6.1	-2.785	10	13	12.2	Main		
Plus	New_seds_vind	SP6864	A32277	200316_D00829_0327.lane1	-2.941	6.1	-2.785	10	13	12.2	Main		
Plus	New_seds_vind	SP6864	A32279	200316_D00829_0327.lane1	-2.941	6.1	-2.785	10	13	12.2	Main		
Plus	New_seds_vind	SP6864	A32280	200316_D00829_0327.lane1	-2.941	6.1	-2.785	10	13	12.2	Main		
Plus	New_seds_vind	SP6864	A32281	200316_D00829_0327.lane1	-2.941	6.1	-2.785	10	13	12.2	Main		
Plus	New_seds	SP6865	A27431	191118_D00829_0295.lane6	-2.919	6.109	-2.622	10	12	12.2	Main		
Plus	New_seds	SP6865	A27432	191118_D00829_0295.lane6	-2.919	6.109	-2.622	10	12	12.2	Main		
Plus	New_seds_vind	SP6865	A32285	200316_D00829_0327.lane1	-2.919	6.109	-2.622	10	12	12.2	Main		
Plus	New_seds_vind	SP6865	A32286	200316_D00829_0327.lane1	-2.919	6.109	-2.622	10	12	12.2	Main		
Plus	New_seds_vind	SP6865	A32287	200316_D00829_0327.lane1	-2.919	6.109	-2.622	10	12	12.2	Main		
Plus	New_seds_vind	SP6865	A32288	200316_D00829_0327.lane1	-2.919	6.109	-2.622	10	12	12.2	Main		
Plus	New_seds_vind	SP6865	A32289	200316_D00829_0327.lane1	-2.919	6.109	-2.622	10	12	12.2	Main		
Plus	New_seds	SP6889	A27433	191118_D00829_0295.lane6	-3	6.347	-2.967	8	15	20 ?	Main		
Plus	New_seds	SP6889	A27434	191118_D00829_0295.lane6	-3	6.347	-2.967	8	15	20 ?	Main		
Plus	New_seds_vind	SP6890	A32290	200316_D00829_0327.lane1	-2.996	6.356	-2.841	8	14	12.3	Main		
Plus	New_seds_vind	SP6890	A32291	200316_D00829_0327.lane1	-2.996	6.356	-2.841	8	14	12.3	Main		
Plus	New_seds_vind	SP6890	A32292	200316_D00829_0327.lane1	-2.996	6.356	-2.841	8	14	12.3	Main		
Plus	New_seds_vind	SP6890	A32293	200316_D00829_0327.lane1	-2.996	6.356	-2.841	8	14	12.3	Main		
Plus	New_seds_vind	SP6890	A32295	200316_D00829_0327.lane1	-2.996	6.356	-2.841	8	14	12.3	Main		
Plus	New_seds_vind	SP6891	A32296	200316_D00829_0327.lane1	-2.982	6.333	-2.77	8	13	12.3	Main		
Plus	New_seds_vind	SP6891	A32297	200316_D00829_0327.lane1	-2.982	6.333	-2.77	8	13	12.3	Main		
Plus	New_seds_vind	SP6891	A32298	200316_D00829_0327.lane1	-2.982	6.333	-2.77	8	13	12.3	Main		
Plus	New_seds_vind	SP6891	A32299	200316_D00829_0327.lane1	-2.982	6.333	-2.77	8	13	12.3	Main		
Plus	New_seds_vind	SP6891	A32300	200316_D00829_0327.lane1	-2.982	6.333	-2.77	8	13	12.3	Main		
Plus	New_seds_vind	SP6901	A32301	200316_D00829_0327.lane1	-3.023	6.432	-2.935	7	15	12.3	Main		
Plus	New_seds_vind	SP6901	A32302	200316_D00829_0327.lane1	-3.023	6.432	-2.935	7	15	12.3	Main		
Plus	New_seds_vind	SP6901	A32303	200316_D00829_0327.lane1	-3.023	6.432	-2.935	7	15	12.3	Main		
Plus	New_seds_vind	SP6901	A32304	200316_D00829_0327.lane1	-3.023	6.432	-2.935	7	15	12.3	Main		
Plus	New_seds_vind	SP6901	A32305	200316_D00829_0327.lane1	-3.023	6.432	-2.935	7	15	12.3	Main		
Plus	New_seds_vind	SP6904	A32306	200316_D00829_0327.lane1	-3	6.435	-2.529	7	11	12.1	Main		
Plus	New_seds_vind	SP6904	A32308	200316_D00829_0327.lane1	-3	6.435	-2.529	7	11	12.1	Main		
Plus	New_seds_vind	SP6904	A32309	200316_D00829_0327.lane1	-3	6.435	-2.529	7	11	12.1	Main		
Plus	New_seds_vind	SP6904	A32310	200316_D00829_0327.lane1	-3	6.435	-2.529	7	11	12.1	Main		
Plus	New_seds_vind	SP6904	A32311	200316_D00829_0327.lane1	-3	6.435	-2.529	7	11	12.1	Main		
Plus	New_seds	SP7251	A27435	191118_D00829_0295.lane6	4.552	6.38	-2.721	1	11	14	South		
Plus	New_seds	SP7251	A27436	191118_D00829_0295.lane6	4.552	6.38	-2.721	1	11	14	South		
Plus	New_seds	SP7328	A27438	191118_D00829_0295.lane6				3	6	15	East		
Plus	New_seds	SP7328	A27439	191118_D00829_0295.lane6				3	6	15	East		
Plus	New_seds	SP7334	A27440	191118_D00829_0295.lane6				4	5	14	East		
Plus	New_seds	SP7334	A27441	191118_D00829_0295.lane6				4	5	14	East		
Plus	New_seds	SP7336	A27442	191118_D00829_0295.lane6				6	5	14	East		
Plus	New_seds	SP7336	A27443	191118_D00829_0295.lane6				6	5	14	East		
Plus	New_seds	SP7346	A27444	191118_D00829_0295.lane6				4	3	14	East		
Plus	New_seds	SP7346	A27448	191118_D00829_0295.lane6				4	3	14	East		
Plus	New_seds	SP7349	A27449	191118_D00829_0295.lane6				1	2	15	East		
Plus	New_seds	SP7349	A27450	191118_D00829_0295.lane6				1	2	15	East		
Plus	New_seds	SP7425	A27452	191118_D00829_0295.lane6				17	8	14	East		
Plus	New_seds	SP7425	A27453	191118_D00829_0295.lane6				17	8	14	East		
Plus	New_seds	SP7430	A27454	191118_D00829_0295.lane6				17	9	14	East		
Plus	New_seds	SP7430	A27455	191118_D00829_0295.lane6				17	9	14	East		
Plus	New_seds	SP7446	A27456	191118_D00829_0295.lane6				2	6	15	East		
Plus	New_seds	SP7446	A27457	191118_D00829_0295.lane6				2	6	15	East		
Plus	New_seds	SP7449	A27458	191118_D00829_0295.lane6				5	6	15	East		
Plus	New_seds	SP7449	A27459	191118_D00829_0295.lane6				5	6	15	East		
Plus	New_seds	SP7453	A27460	191118_D00829_0295.lane6				1	7	15	East		
Plus	New_seds	SP7453	A27461	191118_D00829_0295.lane6				1	7	15	East		
Plus	New_seds	SP7454	A27463	191118_D00829_0295.lane6				2	7	15	East		
Plus	New_seds	SP7454	A27464	191118_D00829_0295.lane6				2	7	15	East		
Plus	New_seds	SP7459	A27465	191118_D00829_0295.lane6				7	7	15	East		
Plus	New_seds	SP7459	A27466	191118_D00829_0295.lane6				7	7	15	East		
Plus	New_seds	SP7541	A27467	191118_D00829_0295.lane6				23	6	11.3	East		
Plus	New_seds	SP7541	A27472	191118_D00829_0295.lane6				23	6	11.3	East		
Plus	New_seds_vind	SP7541	A32266	200316_D00829_0327.lane1				23	6	11.3	East		
Plus	New_seds_vind	SP7541	A32267	200316_D00829_0327.lane1				23	6	11.3	East		
Plus	New_seds_vind	SP7541	A32268	200316_D00829_0327.lane1				23	6	11.3	East		
Plus	New_seds_vind	SP7541	A32269	200316_D00829_0327.lane1				23	6	11.3	East		
Plus	New_seds_vind	SP7541	A32270	200316_D00829_0327.lane1				23	6	11.3	East		
Plus	New_seds	SP7547	A27473	191118_D00829_0295.lane6				23	5	11.3	East		
Plus	New_seds	SP7547	A27474	191118_D00829_0295.lane6				23	5	11.3	East		
Plus	New_seds_vind	SP7547	A32312	200316_D00829_0327.lane1				23	5	11.3	East		
Plus	New_seds_vind	SP7547	A32313	200316_D00829_0327.lane1				23	5	11.3	East		
Plus	New_seds_vind	SP7547	A32314	200316_D00829_0327.lane1				23	5	11.3	East		
Plus	New_seds_vind	SP7547	A32315	200316_D00829_0327.lane1				23	5	11.3	East		
Plus	New_seds_vind	SP7547	A32316	200316_D00829_0327.lane1				23	5	11.3	East		
Plus	New_seds_vind	SP7549	A32320	200316_D00829_0327.lane1				25	6	11.3	East		
Plus	New_seds_vind	SP7549	A32321	200316_D00829_0327.lane1				25	6	11.3	East		
Plus	New_seds_vind	SP7549	A32322	200316_D00829_0327.lane1				25	6	11.3	East		
Plus	New_seds_vind	SP7549	A32324	200316_D00829_0327.lane1				25	6	11.3	East		
Plus	New_seds_vind	SP7549	A32325	200316_D00829_0327.lane1				25	6	11.3	East		
Plus	New_seds_vind	SP7550	A32326	200316_D00829_0327.lane1				26	6	 11.3/11.2 	East		
Plus	New_seds_vind	SP7550	A32327	200316_D00829_0327.lane1				26	6	 11.3/11.2 	East		
Plus	New_seds_vind	SP7550	A32328	200316_D00829_0327.lane1				26	6	 11.3/11.2 	East		
Plus	New_seds_vind	SP7550	A32329	200316_D00829_0327.lane1				26	6	 11.3/11.2 	East		
Plus	New_seds_vind	SP7550	A32330	200316_D00829_0327.lane1				26	6	 11.3/11.2 	East		
Plus	New_seds_vind	SP7554	A32331	200316_D00829_0327.lane1				30	6	11.1	East		
Plus	New_seds_vind	SP7554	A32332	200316_D00829_0327.lane1				30	6	11.1	East		
Plus	New_seds_vind	SP7554	A32333	200316_D00829_0327.lane1				30	6	11.1	East		
Plus	New_seds_vind	SP7554	A32334	200316_D00829_0327.lane1				30	6	11.1	East		
Plus	New_seds_vind	SP7554	A32335	200316_D00829_0327.lane1				30	6	11.1	East		
Plus	New_seds_vind	SP7559	A32337	200316_D00829_0327.lane1				28	5	11.1	East		
Plus	New_seds_vind	SP7559	A32338	200316_D00829_0327.lane1				28	5	11.1	East		
Plus	New_seds_vind	SP7559	A32339	200316_D00829_0327.lane1				28	5	11.1	East		
Plus	New_seds_vind	SP7559	A32340	200316_D00829_0327.lane1				28	5	11.1	East		
Plus	New_seds_vind	SP7559	A32341	200316_D00829_0327.lane1				28	5	11.1	East		
Plus	New_seds	SP7567	A27475	191118_D00829_0295.lane6				29	4	11.1	East		
Plus	New_seds	SP7567	A27476	191118_D00829_0295.lane6				29	4	11.1	East		
Plus	New_seds_vind	SP7567	A32342	200316_D00829_0327.lane1				29	4	11.1	East		
Plus	New_seds_vind	SP7567	A32346	200316_D00829_0327.lane1				29	4	11.1	East		
Plus	New_seds_vind	SP7567	A32347	200316_D00829_0327.lane1				29	4	11.1	East		
Plus	New_seds_vind	SP7567	A32348	200316_D00829_0327.lane1				29	4	11.1	East		
Plus	New_seds_vind	SP7567	A32349	200316_D00829_0327.lane1				29	4	11.1	East		
Plus	New_seds	SP7572	A27477	191118_D00829_0295.lane6				27	3	11.2	East		
Plus	New_seds	SP7572	A27478	191118_D00829_0295.lane6				27	3	11.2	East		
Plus	New_seds	SP7573	A27479	191118_D00829_0295.lane6				28	3	 11.2/11.1 	East		
Plus	New_seds	SP7573	A27480	191118_D00829_0295.lane6				28	3	 11.2/11.1 	East		
Plus	New_seds_vind	SP7576	A32350	200316_D00829_0327.lane1				26	2	11.2	East		
Plus	New_seds_vind	SP7576	A32351	200316_D00829_0327.lane1				26	2	11.2	East		
Plus	New_seds_vind	SP7576	A32352	200316_D00829_0327.lane1				26	2	11.2	East		
Plus	New_seds_vind	SP7576	A32353	200316_D00829_0327.lane1				26	2	11.2	East		
Plus	New_seds_vind	SP7576	A32354	200316_D00829_0327.lane1				26	2	11.2	East		
