Screen	DataSource	SampleID	IndexLibID	RunID	total_x	total_y	total_z	sq_x	sq_y	layer	chamber	mg_ml	marker
First	FirstScreen_nomerg	SP7438	M5070	181106_D00829_0184.lane1_B19703				20	10	12	East	89.3	E112
First	FirstScreen_deepermerge	SP7439	M5071	191219				21	10	12	East	54.1	E113
First	FirstScreen_nomerg	SP7440	M5072	181106_D00829_0184.lane1_B19703				17	11	14	East	65	E120
First	FirstScreen_nomerg	SP7441	M5073	181106_D00829_0184.lane1_B19703				18	11	14	East	61.3	E121
First	FirstScreen_nomerg	SP7442	M5075	181106_D00829_0184.lane1_B19703				19	11	12	East	55.7	E122
First	FirstScreen_nomerg	SP7443	M5076	181106_D00829_0184.lane1_B19703				20	11	12	East	55.95	E123
First	FirstScreen_nomerg	SP7444	M5077	181106_D00829_0184.lane1_B19703				21	11	12	East	39.15	E124
First	FirstScreen_nomerg	SP7445	M5078	181106_D00829_0184.lane1_B19703				1	6	15	East	50.5	E125
First	FirstScreen_nomerg	SP7446	M5079	181106_D00829_0184.lane1_B19703				2	6	15	East	53.7	E126
First	FirstScreen_nomerg	SP7447	M5080	181106_D00829_0184.lane1_B19703				3	6	15	East	73.1	E127
First	FirstScreen_nomerg	SP7448	M5085	181106_D00829_0184.lane1_B19703				4	6	15	East	66.6	E128
First	FirstScreen_lysmerge	SP7449	NA	11022020				5	6	15	East	55.25	E129
First	FirstScreen_nomerg	SP7450	M5087	181106_D00829_0184.lane1_B19703				6	6	15	East	65.8	E130
First	FirstScreen_nomerg	SP7451	M5088	181106_D00829_0184.lane1_B19703				7	6	15	East	80.8	E131
First	FirstScreen_nomerg	SP7452	M5089	181106_D00829_0184.lane1_B19703				8	6	14	East	51.9	E132
First	FirstScreen_nomerg	SP7453	M5090	181106_D00829_0184.lane1_B19703				1	7	15	East	63.1	E133
First	FirstScreen_nomerg	SP7454	M5091	181106_D00829_0184.lane1_B19703				2	7	15	East	93	E134
First	FirstScreen_nomerg	SP7455	M5092	181106_D00829_0184.lane1_B19703				3	7	15	East	60.2	E135
First	FirstScreen_nomerg	SP7456	M5093	181106_D00829_0184.lane1_B19703				4	7	15	East	55.6	E136
First	FirstScreen_nomerg	SP7457	M5094	181106_D00829_0184.lane1_B19703				5	7	15	East	95.35	E137
First	FirstScreen_nomerg	SP7458	M5095	181106_D00829_0184.lane1_B19703				6	7	15	East	95.2	E138
First	FirstScreen_nomerg	SP7459	M5096	181106_D00829_0184.lane1_B19703				7	7	15	East	72.7	E139
First	FirstScreen_nomerg	SP7460	M5097	181106_D00829_0184.lane1_B19703				8	7	14	East	70.1	E140
First	FirstScreen_nomerg	SP7461	M5099	181106_D00829_0184.lane1_B19703				1	8	15	East	71.5	E141
First	FirstScreen_nomerg	SP7462	M5100	181106_D00829_0184.lane1_B19703				2	8	15	East	74.2	E142
First	FirstScreen_nomerg	SP7463	M5101	181106_D00829_0184.lane1_B19703				3	8	15	East	58	E143
First	FirstScreen_nomerg	SP7464	M5102	181106_D00829_0184.lane1_B19703				4	8	15	East	78.4	E144
First	FirstScreen_nomerg	SP7465	M5103	181106_D00829_0184.lane1_B19703				5	8	15	East	98.5	E145
First	FirstScreen_newlys	SP7466	M5109	191118_D00829_0295.lane5				6	8	15	East	53.25	E146
First	FirstScreen_nomerg	SP7467	M5110	181106_D00829_0184.lane1_B19703				7	8	15	East	95.2	E147
First	FirstScreen_deepermerge	SP7468	M5111	191219				8	8	14	East	63.1	E148
First	FirstScreen_nomerg	SP7469	M5112	181106_D00829_0184.lane1_B19703				9	5	14	East	48	E149
First	FirstScreen_nomerg	SP7470	M5113	181106_D00829_0184.lane1_B19703				10	5	14	East	64.5	E150
First	FirstScreen_nomerg	SP7471	M5114	181106_D00829_0184.lane1_B19703				11	5	13	East	76.3	E151
First	FirstScreen_deepermerge	SP7472	M5115	191219				12	5	13	East	70.05	E152
First	FirstScreen_nomerg	SP7473	M5215	190925_D00829_0282.lane2				13	5	13	East	61.8	 E153 
First	FirstScreen_nomerg	SP7474	M5216	190925_D00829_0282.lane2				14	5	12	East	82.6	 E154 
First	FirstScreen_nomerg	SP7475	M5217	190103				15	5	12	East	51.1	 E155 
First	FirstScreen_nomerg	SP7476	M5219	190925_D00829_0282.lane2				16	5	12	East	89	 E156 
First	FirstScreen_nomerg	SP7477	M5220	190925_D00829_0282.lane2				17	5	12	East	67.6	 E157 
First	FirstScreen_nomerg	SP7478	M5221	190925_D00829_0282.lane2				18	5	12	East	57.9	 E158 
First	FirstScreen_nomerg	SP7479	M5222	190103				9	6	14	East	91.4	 E159 
First	FirstScreen_nomerg	SP7480	M5223	190103				10	6	13	East	65.05	 E160 
First	FirstScreen_nomerg	SP7481	M5224	190925_D00829_0282.lane2				11	6	13	East	68.7	 E161 
First	FirstScreen_nomerg	SP7482	M5225	190925_D00829_0282.lane2				12	6	13	East	62.75	 E162 
First	FirstScreen_nomerg	SP7483	M5226	190925_D00829_0282.lane2				13	6	13	East	66	 E163 
First	FirstScreen_nomerg	SP7484	M5227	190925_D00829_0282.lane2				14	6	12	East	68.8	 E164 
First	FirstScreen_nomerg	SP7485	M5228	190925_D00829_0282.lane2				15	6	12	East	72.9	 E165 
First	FirstScreen_nomerg	SP7486	M5229	190925_D00829_0282.lane2				16	6	12	East	77.6	 E166 
First	FirstScreen_nomerg	SP7487	M5230	190103				17	6	12	East	56.95	 E167 
First	FirstScreen_nomerg	SP7488	M5235	190925_D00829_0282.lane2				18	6	12	East	83.4	 E168 
First	FirstScreen_nomerg	SP7489	M5236	190925_D00829_0282.lane2				9	7	14	East	94.6	 E169 
First	FirstScreen_nomerg	SP7490	M5237	190925_D00829_0282.lane2				10	7	13	East	73.4	 E170 
First	FirstScreen_nomerg	SP7491	M5238	190925_D00829_0282.lane2				11	7	13	East	51.8	 E171 
First	FirstScreen_nomerg	SP7492	M5239	190103				12	7	13	East	61.6	 E172 
First	FirstScreen_nomerg	SP7493	M5240	190925_D00829_0282.lane2				13	7	13	East	98	 E173 
First	FirstScreen_nomerg	SP7494	M5241	190925_D00829_0282.lane2				14	7	12	East	54.1	 E174 
First	FirstScreen_newlys	SP7495	M5243	191118_D00829_0295.lane5				15	7	12	East	89.5	 E175 
First	FirstScreen_nomerg	SP7496	M5244	190925_D00829_0282.lane2				16	7	12	East	98.2	 E176 
First	FirstScreen_nomerg	SP7497	M5245	190103				17	7	12	East	52.35	 E177 
First	FirstScreen_nomerg	SP7498	M5246	190925_D00829_0282.lane2				18	7	12	East	83.5	 E178 
First	FirstScreen_nomerg	SP7499	M5247	190925_D00829_0282.lane2				9	8	14	East	62.1	 E179 
First	FirstScreen_nomerg	SP7500	M5248	190925_D00829_0282.lane2				10	8	13	East	62.65	 E180 
First	FirstScreen_nomerg	SP7501	M5249	190925_D00829_0282.lane2				11	8	13	East	62.8	 E181 
First	FirstScreen_nomerg	SP7502	M5250	190925_D00829_0282.lane2				12	8	13	East	30.3	 E182 
First	FirstScreen_nomerg	SP7503	M5251	190925_D00829_0282.lane2				13	8	13	East	48	 E183 
First	FirstScreen_nomerg	SP7504	M5252	190103				14	8	12	East	29.4	 E184 
First	FirstScreen_nomerg	SP7505	M5253	190925_D00829_0282.lane2				15	8	12	East	0	 E185 
First	FirstScreen_nomerg	SP7506	M5254	190925_D00829_0282.lane2				16	8	12	East	94.8	 E186 
First	FirstScreen_nomerg	SP7507	M5260	190925_D00829_0282.lane2				17	8	12	East	53.65	 E187 
First	FirstScreen_nomerg	SP7508	M5261	190103				18	8	12	East	32.8	 E188 
First	FirstScreen_nomerg	SP7509	M5262	190925_D00829_0282.lane2				9	9	14	East	31.3	 E189 
First	FirstScreen_nomerg	SP7510	M5263	190925_D00829_0282.lane2				10	9	13	East	62.6	 E190 
First	FirstScreen_nomerg	SP7511	M5264	190925_D00829_0282.lane2				11	9	13	East	58	 E191 
First	FirstScreen_nomerg	SP7512	M5265	190925_D00829_0282.lane2				12	9	13	East	62.1	 E192 
First	FirstScreen_nomerg	SP7513	M5266	190925_D00829_0282.lane2				13	9	13	East	85.2	 E193 
First	FirstScreen_nomerg	SP7514	M5267	190103				14	9	12	East	78.1	 E194 
First	FirstScreen_nomerg	SP7515	M5269	190103				15	9	12	East	76.4	 E195 
First	FirstScreen_nomerg	SP7516	M5270	190103				16	9	12	East	32.5	 E196 
First	FirstScreen_nomerg	SP7517	M5271	190925_D00829_0282.lane2				17	9	12	East	114	 E197 
First	FirstScreen_nomerg	SP7518	M5272	190103				18	9	12	East	50.95	 E198 
First	FirstScreen_nomerg	SP7519	M5273	190925_D00829_0282.lane2				19	9	12	East	75.2	 E199 
First	FirstScreen_lysmerge	SP7520	NA	11022020				20	9	11.4	East	44.9	 E200 
First	FirstScreen_nomerg	SP7521	M5275	190925_D00829_0282.lane2				21	9	11.4	East	82.1	 E201 
First	FirstScreen_nomerg	SP7522	M5276	190925_D00829_0282.lane2				22	9	11.4	East	50.5	 E202 
First	FirstScreen_nomerg	SP7523	M5277	190103				23	9	11.4	East	43	 E203 
First	FirstScreen_nomerg	SP7524	M5278	190925_D00829_0282.lane2				24	9	11.4	East	53.1	 E204 
First	FirstScreen_nomerg	SP7525	M5283	190925_D00829_0282.lane2				19	8	12	East	51.8	 E205 
First	FirstScreen_nomerg	SP7526	M5284	190925_D00829_0282.lane2				20	8	11.4	East	59.1	 E206 
First	FirstScreen_nomerg	SP7527	M5285	190925_D00829_0282.lane2				21	8	11.4	East	36.2	 E207 
First	FirstScreen_nomerg	SP7528	M5286	190925_D00829_0282.lane2				22	8	11.4	East	65.1	 E208 
First	FirstScreen_nomerg	SP7529	M5287	190103				23	8	11.4	East	52.4	 E209 
First	FirstScreen_nomerg	SP7530	M5288	190925_D00829_0282.lane2				24	8	11.4	East	93.7	 E210 
First	FirstScreen_nomerg	SP7531	M5289	190925_D00829_0282.lane2				19	7	12	East	60.5	 E211 
First	FirstScreen_nomerg	SP7532	M5290	190925_D00829_0282.lane2				20	7	11.4	East	90.2	 E212 
First	FirstScreen_lysmerge	SP7533	NA	11022020				21	7	11.4	East	70.4	 E213 
First	FirstScreen_nomerg	SP7534	M5293	190925_D00829_0282.lane2				22	7	11.4	East	36.9	 E214 
First	FirstScreen_nomerg	SP7535	M5294	190925_D00829_0282.lane2				23	7	11.4	East	48	 E215 
First	FirstScreen_nomerg	SP7536	M5295	190925_D00829_0282.lane2				24	7	11.4	East	31.4	 E216 
First	FirstScreen_nomerg	SP7537	M5296	190103				19	6	12	East	60.1	 E217 
First	FirstScreen_nomerg	SP7538	M5297	190925_D00829_0282.lane2				20	6	12	East	55.2	 E218 
First	FirstScreen_nomerg	SP7539	M5298	190925_D00829_0282.lane2				21	6	11.4	East	77.1	 E219 
First	FirstScreen_nomerg	SP7540	M5299	190103				22	6	11.3	East	40.9	 E220 
First	FirstScreen_lysmerge	SP7541	NA	11022020				23	6	11.3	East	53.8	 E221 
First	FirstScreen_nomerg	SP7542	M5301	190925_D00829_0282.lane2				24	6	11.3	East	30.8	 E222 
First	FirstScreen_nomerg	SP7543	M5302	190925_D00829_0282.lane2				19	5	12	East	91	 E223 
First	FirstScreen_nomerg	SP7544	M5308	190925_D00829_0282.lane2				20	5	12	East	51.4	 E224 
First	FirstScreen_nomerg	SP7545	M5309	190925_D00829_0282.lane2				21	5	11.4	East	68.45	 E225 
First	FirstScreen_lysmerge	SP7546	NA	11022020				22	5	11.3	East	60.9	 E226 
First	FirstScreen_deepermerge	SP7547	M5410	191219				23	5	11.3	East	82.6	 E227 
First	FirstScreen_deepermerge	SP7548	M5411	191219				24	5	11.3	East	75.4	 E228 
First	FirstScreen_deepermerge	SP7549	M5413	191219				25	6	11.3	East	42.9	 E229 
First	FirstScreen_deepermerge	SP7550	M5414	191219				26	6	 11.3/11.2 	East	60.1	 E230 
First	FirstScreen_nomerg	SP7551	M5415	190327_D00829_0240.lane2				27	6	11.2	East	49.1	 E231 
First	FirstScreen_nomerg	SP7552	M5416	190327_D00829_0240.lane2				28	6	11.2	East	46.5	 E232 
First	FirstScreen_deepermerge	SP7553	M5417	191219				29	6	11.1	East	36.8	 E233 
First	FirstScreen_deepermerge	SP7554	M5418	191219				30	6	11.1	East	88.2	 E234 
First	FirstScreen_nomerg	SP7555	M5423	190327_D00829_0240.lane2				31	6	11.1	East	91.6	 E235 
First	FirstScreen_deepermerge	SP7556	M5424	191219				25	5	11.2	East	50.4	 E236 
First	FirstScreen_deepermerge	SP7557	M5425	191219				26	5	11.2	East	82.9	 E237 
First	FirstScreen_lysmerge	SP7558	NA	11022020				27	5	 11.2/11.1 	East	47.1	 E238 
First	FirstScreen_deepermerge	SP7559	M5427	191219				28	5	11.1	East	75.6	 E239 
First	FirstScreen_deepermerge	SP7560	M5428	191219				29	5	11.1	East	44.1	 E240 
First	FirstScreen_deepermerge	SP7561	M5429	191219				30	5	11.1	East	75.3	 E241 
First	FirstScreen_deepermerge	SP7562	M5430	191219				31	5	11.1	East	55.1	 E242 
First	FirstScreen_deepermerge	SP7563	M5431	191219				25	4	11.2	East	69.2	 E243 
First	FirstScreen_lysmerge	SP7564	NA	11022020				26	4	11.2	East	56.6	 E244 
First	FirstScreen_deepermerge	SP7565	M5433	191219				27	4	11.2	East	56	 E245 
First	FirstScreen_deepermerge	SP7566	M5434	191219				28	4	11.2	East	51.2	 E246 
First	FirstScreen_lysmerge	SP7567	NA	11022020				29	4	11.1	East	87.5	 E247 
First	FirstScreen_deepermerge	SP7568	M5437	191219				30	4	11.1	East	76.2	 E248 
First	FirstScreen_deepermerge	SP7569	M5438	191219				31	4	11.1	East	72.4	 E249 
First	FirstScreen_lysmerge	SP7570	NA	11022020				25	3	11.2	East	55.1	 E250 
First	FirstScreen_lysmerge	SP7571	NA	11022020				26	3	11.2	East	52.45	 E251 
First	FirstScreen_deepermerge	SP7572	M5441	191219				27	3	11.2	East	85	 E252 
First	FirstScreen_lysmerge	SP7573	NA	11022020				28	3	 11.2/11.1 	East	70.9	 E253 
First	FirstScreen_lysmerge	SP7574	NA	11022020				29	3	11.1	East	94.5	 E254 
First	FirstScreen_deepermerge	SP7575	M5449	191219				25	2	11.2	East	65.5	 E255 
First	FirstScreen_deepermerge	SP7576	M5450	191219				26	2	11.2	East	84.1	 E256 
First	FirstScreen_nomerg	SP7577	M5451	190327_D00829_0240.lane2				25	1	11.2	East	90.7	 E257 
First	FirstScreen_deepermerge	SP7578	M5452	191219				26	1	11.2	East	53.9	 E258 
Plus	New_plates	SP10239	A30323	200129_D00829_0315.lane1	248	574	-44			4	Main		
Plus	New_plates	SP10240	A30324	200129_D00829_0315.lane1	247	564	-44			4	Main		
Plus	New_plates	SP10241	A30325	200129_D00829_0315.lane1	247	554	-43			4	Main		
Plus	New_plates	SP10242	A30326	200129_D00829_0315.lane1	246	545	-44			4	Main		
Plus	New_plates	SP10243	A30327	200129_D00829_0315.lane1	244	536	-43			4	Main		
Plus	New_plates	SP10245	A30329	200129_D00829_0315.lane1	251	574	-54			4	Main		
Plus	New_plates	SP10246	A30330	200129_D00829_0315.lane1	250	564	-53			4	Main		
Plus	New_plates	SP10247	A30331	200129_D00829_0315.lane1	249	553	-53			4	Main		
Plus	New_plates	SP10248	A30332	200129_D00829_0315.lane1	247	544	-52			4	Main		
Plus	New_plates	SP10249	A30333	200129_D00829_0315.lane1	248	534	-53			4	Main		
Plus	New_plates	SP10250	A30334	200129_D00829_0315.lane1	248	523	-52			4	Main		
Plus	New_plates	SP10251	A30336	200129_D00829_0315.lane1	251	574	-65			4	Main		
Plus	New_plates	SP10252	A30337	200129_D00829_0315.lane1	250	564	-63			4	Main		
Plus	New_plates	SP10253	A30338	200129_D00829_0315.lane1	249	553	-63			4	Main		
Plus	New_plates	SP10254	A30343	200129_D00829_0315.lane1	246	544	-65			4	Main		
Plus	New_plates	SP10255	A30344	200129_D00829_0315.lane1	248	533	-64			4	Main		
Plus	New_plates	SP10256	A30345	200129_D00829_0315.lane1	250	522	-62			4	Main		
Plus	New_plates	SP10257	A30346	200129_D00829_0315.lane1	250	574	-75			4	Main		
Plus	New_plates	SP10258	A30347	200129_D00829_0315.lane1	250	564	-75			4	Main		
Plus	New_plates	SP10259	A30348	200129_D00829_0315.lane1	248	554	-74			4	Main		
Plus	New_plates	SP10260	A30349	200129_D00829_0315.lane1	249	545	-74			4	Main		
Plus	New_plates	SP10261	A30350	200129_D00829_0315.lane1	250	534	-72			4	Main		
Plus	New_plates	SP10262	A30351	200129_D00829_0315.lane1	251	524	-72			5	Main		
Plus	New_plates	SP10263	A30353	200129_D00829_0315.lane1	252	574	-86			5	Main		
Plus	New_plates	SP10264	A30354	200129_D00829_0315.lane1	253	564	-85			5	Main		
Plus	New_plates	SP10265	A30355	200129_D00829_0315.lane1	251	554	-85			5	Main		
Plus	New_plates	SP10266	A30356	200129_D00829_0315.lane1	252	544	-85			5	Main		
Plus	New_plates	SP10267	A30357	200129_D00829_0315.lane1	253	533	-84			5	Main		
Plus	New_plates	SP10268	A30358	200129_D00829_0315.lane1	252	522	-83			5	Main		
Plus	New_plates	SP10269	A30359	200129_D00829_0315.lane1	253	574	-95			5	Main		
Plus	New_plates	SP10270	A30360	200129_D00829_0315.lane1	253	566	-95			5	Main		
Plus	New_plates	SP10271	A30361	200129_D00829_0315.lane1	255	554	-95			5	Main		
Plus	New_plates	SP10272	A30362	200129_D00829_0315.lane1	253	544	-97			5	Main		
Plus	New_plates	SP10273	A30363	200129_D00829_0315.lane1	253	534	-96			5	Main		
Plus	New_plates	SP10274	A30364	200129_D00829_0315.lane1	252	523	-94			5	Main		
Plus	New_plates	SP10275	A30366	200129_D00829_0315.lane1	250	573	-104			6	Main		
Plus	New_plates	SP10276	A30367	200129_D00829_0315.lane1	247	564	-106			6	Main		
Plus	New_plates	SP10277	A30371	200129_D00829_0315.lane1	248	553	-106			6	Main		
Plus	New_plates	SP10278	A30372	200129_D00829_0315.lane1	248	543	-107			6	Main		
Plus	New_plates	SP10279	A30373	200129_D00829_0315.lane1	247	533	-106			6	Main		
Plus	New_plates	SP10280	A30374	200129_D00829_0315.lane1	248	523	-105			6	Main		
Plus	New_plates	SP10281	A30375	200129_D00829_0315.lane1	251	574	-115			6	Main		
Plus	New_plates	SP10282	A30376	200129_D00829_0315.lane1	250	561	-114			6	Main		
Plus	New_plates	SP10283	A30377	200129_D00829_0315.lane1	249	552	-116			6	Main		
Plus	New_plates	SP10284	A30378	200129_D00829_0315.lane1	250	543	-115			6	Main		
Plus	New_plates	SP10285	A30379	200129_D00829_0315.lane1	249	533	-115			6	Main		
Plus	New_plates	SP10286	A30380	200129_D00829_0315.lane1	249	522	-115			6	Main		
Plus	New_plates	SP10287	A30382	200129_D00829_0315.lane1	252	514	-118			6	Main		
Plus	New_plates	SP10288	A30383	200129_D00829_0315.lane1	251	604	-117			6	Main		
Plus	New_plates	SP10289	A30384	200129_D00829_0315.lane1	250	594	-118			6	Main		
Plus	New_plates	SP10290	A30385	200129_D00829_0315.lane1	250	584	-117			6	Main		
Plus	New_plates	SP10291	A30386	200129_D00829_0315.lane1	252	614	-128			7	Main		
Plus	New_plates	SP10292	A30387	200129_D00829_0315.lane1	250	604	-127			7	Main		
Plus	New_plates	SP10293	A30388	200129_D00829_0315.lane1	250	593	-126			7	Main		
Plus	New_plates	SP10294	A30393	200129_D00829_0315.lane1	249	581	-128			7	Main		
Plus	New_plates	SP10295	A30394	200129_D00829_0315.lane1	250	615	-137			7	Main		
Plus	New_plates	SP10296	A30395	200129_D00829_0315.lane1	250	604	-138			7	Main		
Plus	New_plates	SP10297	A30396	200129_D00829_0315.lane1	249	593	-136			7	Main		
Plus	New_plates	SP10298	A30397	200129_D00829_0315.lane1	249	580	-136			7	Main		
Plus	New_plates	SP10299	A31490	200310_D00829_0326.lane1	250	615	-144			8	Main		
Plus	New_plates	SP10300	A31491	200310_D00829_0326.lane1	249	604	-144			8	Main		
Plus	New_plates	SP10301	A31492	200310_D00829_0326.lane1	249	592	-142			8	Main		
Plus	New_plates	SP10302	A31493	200310_D00829_0326.lane1	250	580	-140			8	Main		
Plus	New_plates	SP10303	A31497	200310_D00829_0326.lane1	315	699	-255			12.1	Main		
Plus	New_plates	SP10304	A31498	200310_D00829_0326.lane1	315	709	-255			11.4	Main		
Plus	New_plates	SP10305	A31499	200310_D00829_0326.lane1	316	719	-256			11.4	Main		
Plus	New_plates	SP10306	A31500	200310_D00829_0326.lane1	317	734	-258			11.4/12.1 contact	Main		
Plus	New_plates	SP10307	A31501	200310_D00829_0326.lane1	316	741	-257			11.4/12.1 contact	Main		
Plus	New_plates	SP10308	A31502	200310_D00829_0326.lane1	316	747	-255			12.1	Main		
Plus	New_plates	SP10309	A31503	200310_D00829_0326.lane1	315	701	-245			11.4	Main		
Plus	New_plates	SP10310	A31504	200310_D00829_0326.lane1	315	711	-249			11.4	Main		
Plus	New_plates	SP10311	A31506	200310_D00829_0326.lane1	315	720	-248			11.4	Main		
Plus	New_plates	SP10312	A31507	200310_D00829_0326.lane1	314	733	-250			11.4	Main		
Plus	New_plates	SP10313	A31508	200310_D00829_0326.lane1	315	740	-248			11.4	Main		
Plus	New_plates	SP10314	A31509	200310_D00829_0326.lane1	314	748	-244			11.4	Main		
Plus	New_plates	SP10315	A31510	200310_D00829_0326.lane1	314	700	-238			11.4	Main		
Plus	New_plates	SP10316	A31511	200310_D00829_0326.lane1	313	712	-235			11.4	Main		
Plus	New_plates	SP10317	A31512	200310_D00829_0326.lane1	313	721	-236			11.4	Main		
Plus	New_plates	SP10318	A31513	200310_D00829_0326.lane1	311	737	-237			11.4	Main		
Plus	New_plates	SP10319	A31514	200310_D00829_0326.lane1	314	748	-237			11.4	Main		
Plus	New_plates	SP10320	A31515	200310_D00829_0326.lane1	311	701	-225			11.4	Main		
Plus	New_plates	SP10321	A31516	200310_D00829_0326.lane1	313	710	-229			11.4	Main		
Plus	New_plates	SP10322	A31517	200310_D00829_0326.lane1	310	720	-227			11.4	Main		
Plus	New_plates	SP10323	A31522	200310_D00829_0326.lane1	309	728	-227			11.4	Main		
Plus	New_plates	SP10324	A31523	200310_D00829_0326.lane1	310	740	-226			11.4	Main		
Plus	New_plates	SP10325	A31524	200310_D00829_0326.lane1	315	748	-226			11.4	Main		
Plus	New_plates	SP10326	A31525	200310_D00829_0326.lane1	312	699	-217			11.4	Main		
Plus	New_plates	SP10327	A31526	200310_D00829_0326.lane1	311	710	-217			11.4	Main		
Plus	New_plates	SP10328	A31527	200310_D00829_0326.lane1	310	722	-217			11.4	Main		
Plus	New_plates	SP10329	A31528	200310_D00829_0326.lane1	311	732	-217			11.4	Main		
Plus	New_plates	SP10330	A31529	200310_D00829_0326.lane1	313	740	-215			11.4	Main		
Plus	New_plates	SP10331	A31530	200310_D00829_0326.lane1	316	748	-215			11.4	Main		
Plus	New_plates	SP10332	A31531	200310_D00829_0326.lane1	308	702	-205			11.3	Main		
Plus	New_plates	SP10333	A31532	200310_D00829_0326.lane1	310	709	-204			11.3	Main		
Plus	New_plates	SP10334	A31533	200310_D00829_0326.lane1	311	722	-206			11.3	Main		
Plus	New_plates	SP10335	A31535	200310_D00829_0326.lane1	312	729	-205			11.3	Main		
Plus	New_plates	SP10336	A31536	200310_D00829_0326.lane1	314	736	-207			11.3	Main		
Plus	New_plates	SP10337	A31537	200310_D00829_0326.lane1	315	745	-205			11.3	Main		
Plus	New_plates	SP10338	A31538	200316_D00829_0327.lane1	311	711	-197			11.3	Main		
Plus	New_plates	SP10339	A31539	200316_D00829_0327.lane1	311	719	-196			11.3	Main		
Plus	New_plates	SP10340	A31540	200316_D00829_0327.lane1	312	727	-197			11.3	Main		
Plus	New_plates	SP10341	A31541	200316_D00829_0327.lane1	313	741	-199			11.2	Main		
Plus	New_plates	SP10342	A31542	200316_D00829_0327.lane1	314	745	-200			11.2	Main		
Plus	New_plates	SP10343	A31546	200316_D00829_0327.lane1	310	712	-186			11.2	Main		
Plus	New_plates	SP10344	A31547	200310_D00829_0326.lane1	309	721	-187			11.2	Main		
Plus	New_plates	SP10345	A31548	200310_D00829_0326.lane1	312	727	-189			11.2	Main		
Plus	New_plates	SP10346	A31549	200310_D00829_0326.lane1	307	587	-192			11.2	Main		
Plus	New_plates	SP10347	A31551	200310_D00829_0326.lane1	308	597	-192			11.2	Main		
Plus	New_plates	SP10348	A31552	200310_D00829_0326.lane1	309	616	-192			11.2	Main		
Plus	New_plates	SP10349	A31553	200310_D00829_0326.lane1	309	628	-190			11.2	Main		
Plus	New_plates	SP10350	A31554	200310_D00829_0326.lane1	310	638	-193			11.2	Main		
Plus	New_plates	SP10351	A31555	200310_D00829_0326.lane1	310	647	-194			11.2	Main		
Plus	New_plates	SP10352	A31556	200310_D00829_0326.lane1	307	597	-184			11.2	Main		
Plus	New_plates	SP10353	A31557	200310_D00829_0326.lane1	307	606	-184			11.2	Main		
Plus	New_plates	SP10354	A31558	200310_D00829_0326.lane1	308	617	-183			11.2	Main		
Plus	New_plates	SP10355	A31559	200310_D00829_0326.lane1	308	627	-182			11.2	Main		
Plus	New_plates	SP10356	A31560	200310_D00829_0326.lane1	309	636	-183			11.2	Main		
Plus	New_plates	SP10357	A31561	200310_D00829_0326.lane1	310	647	-183			11.2	Main		
Plus	New_plates	SP10358	A31562	200310_D00829_0326.lane1	307	597	-174			9.3	Main		
Plus	New_plates	SP10359	A31564	200310_D00829_0326.lane1	307	607	-170			9.3	Main		
Plus	New_plates	SP10360	A31565	200310_D00829_0326.lane1	306	617	-175			9.3	Main		
Plus	New_plates	SP10361	A31566	200310_D00829_0326.lane1	305	627	-175			9.3	Main		
Plus	New_plates	SP10362	A31567	200310_D00829_0326.lane1	305	635	-175			9.3	Main		
Plus	New_plates	SP10363	A31568	200310_D00829_0326.lane1	309	646	-172			9.3	Main		
Plus	New_plates	SP10364	A31569	200310_D00829_0326.lane1	305	588	-165			9.2	Main		
Plus	New_plates	SP10365	A31570	200310_D00829_0326.lane1	306	596	-165			9.2	Main		
Plus	New_plates	SP10366	A31573	200310_D00829_0326.lane1	307	607	-163			9.2	Main		
Plus	New_plates	SP10367	A31574	200310_D00829_0326.lane1	306	618	-164			9.2	Main		
Plus	New_plates	SP10368	A31575	200310_D00829_0326.lane1	306	626	-164			9.2	Main		
Plus	New_plates	SP10369	A31576	200310_D00829_0326.lane1	308	638	-165			9.2	Main		
Plus	New_plates	SP10370	A31577	200310_D00829_0326.lane1	309	645	-164			9.2	Main		
Plus	New_plates	SP10371	A31578	200310_D00829_0326.lane1	304	587	-155			9.2	Main		
Plus	New_plates	SP10372	A31579	200310_D00829_0326.lane1	306	596	-156			9.2	Main		
Plus	New_plates	SP10373	A31580	200310_D00829_0326.lane1	305	608	-156			9.2	Main		
Plus	New_plates	SP10374	A31581	200310_D00829_0326.lane1	306	618	-156			9.2	Main		
Plus	New_plates	SP10375	A31582	200310_D00829_0326.lane1	305	626	-157			9.2	Main		
Plus	New_plates	SP10376	A31583	200310_D00829_0326.lane1	306	637	-156			9.2	Main		
Plus	New_plates	SP10377	A31584	200310_D00829_0326.lane1	308	646	-157			9.2	Main		
Plus	New_seds	SP6663	A27401	191118_D00829_0295.lane6	-3.21	5.868	-4.351	17	29	20 ?	Main		
Plus	New_seds	SP6663	A27402	191118_D00829_0295.lane6	-3.21	5.868	-4.351	17	29	20 ?	Main		
Plus	New_seds	SP6666	A27403	191118_D00829_0295.lane6	-3.214	5.863	-4.021	17	26	20+19	Main		
Plus	New_seds	SP6666	A27404	191118_D00829_0295.lane6	-3.214	5.863	-4.021	17	26	20+19	Main		
Plus	New_seds	SP6673	A27405	191118_D00829_0295.lane6	-3.203	6.012	-3.954	16	25	20+19	Main		
