#Taxa	bin0	entropy	bin1	entropy	bin2	entropy	bin3	entropy	bin4	entropy	bin5	entropy	bin6	entropy	bin7	entropy	bin8	entropy	bin9	entropy	bin10	entropy	bin11	entropy	bin12	entropy	bin13	entropy	bin14	entropy	bin15	entropy	bin16	entropy	bin17	entropy	bin18	entropy	bin19	entropy	bin20	entropy
Bovidae	6669.87921	1.35745	5698.55412	1.34525	7080.62866	1.29369	7353.65122	1.32285	8479.29935	1.32622	7531.40824	1.34440	8312.95877	1.33147	8112.63262	1.36123	8167.05749	1.31896	7345.96636	1.34425	6684.21871	1.33564
Carnivora	1666.32314	1.34258	3113.66539	1.33491	1528.32163	1.35743	1404.94878	1.34382	1009.46404	1.30558	1969.28485	1.32892	1393.43481	1.32941	3365.16910	1.34791	1526.96423	1.32753	3725.95174	1.36862	4765.81271	1.32077
Cephalophus	3.00000	1.33947	2.00000	1.36115	10.00000	1.35154	3.86535	1.29261	6.43158	1.32664	11.00000	1.32732	6.00000	1.34467	12.00000	1.33134	3.00000	1.36004	8.00000	1.32593
Eulipotyphla	219.03125	1.35784	4.00000	1.33116	2.00000	1.34847	70.00000	1.33171	6.28947	1.29024	4.00000	1.32131	3.00000	1.31369	14.71429	1.34022	20.00000	1.31424	29.31681	1.35437	28.00000	1.31520
Felidae	154.00000	1.27400	144.00000	1.34178	167.80000	1.35124	196.68029	1.33640	233.67857	1.32758	175.57143	1.33234	69.09632	1.32781	267.00000	1.34501	141.88889	1.34701	178.68844	1.36553	775.95909	1.30404
Homininae	221.73055	1.38552	266.26654	1.34999	269.55998	1.35645	292.14915	1.33289	233.31764	1.29232	264.96123	1.32787	237.47990	1.31969	264.81499	1.33739	423.75663	1.33205	415.29407	1.36290	219.00709	1.33228
Mustelidae	2.37455	1.34264	63.80556	1.35092	4.00000	1.35694	29.00000	1.31654	2.00000	1.32883	25.00000	1.33507	5.73087	1.34937	9.59809	1.35066	11.89953	1.36131	56.78947	1.33831	10.00000	1.34541
Odontoceti	17.00000	1.33203	19.35945	1.35891	8.19745	1.34225	25.00000	1.28248	37.00000	1.31904	20.00000	1.32135	8.00000	1.33977	8.00000	1.32140	18.00000	1.36001	16.00000	1.31019	27.00000	1.34510
Pecora	41.00000	1.36198	60.69853	1.33245	74.60794	1.29289	83.20859	1.32191	48.92980	1.32221	35.82658	1.34564	55.00000	1.32590	42.00000	1.35834	58.00000	1.30413	35.00000	1.34747	36.00000	1.32525
Proboscidea	1029.65119	1.34945	1059.70033	1.33882	1164.93332	1.32252	988.99823	1.30921	1121.34995	1.32484	1146.19696	1.33937	1146.87350	1.34145	1196.29932	1.34432	1126.24803	1.35525	1113.72429	1.35491	933.98082	1.34111
Rhinolophus	2.00000	1.35758	18.00000	1.34721	13.43333	1.30252	14.00000	1.34280	27.00000	1.33462	11.00000	1.35097	5.00000	1.34051	7.00000	1.37275	9.00000	1.32141	7.00000	1.35944	6.00000	1.34741
Suina	2729.88576	1.31255	3940.40877	1.33396	3320.65892	1.33050	3818.31767	1.32075	3725.97801	1.31886	4110.43640	1.31759	4157.46775	1.32545	4139.49101	1.34071	3459.47842	1.34267	3365.59784	1.31813	4104.52489	1.34197
