#Taxa	detected	Number_of_reads	proportion_estimate	85%_confidence_interval_lower_bound	85%_confidence_interval_higher_bound	95%_confidence_interval_lower_bound	95%_confidence_interval_higher_bound
Bovidae	yes	1112393	0.473963	0.444359	0.504343	0.426782	0.521273	
Carnivora	yes	409217	0.174405	0.157125	0.192653	0.147756	0.204053	
Felidae	yes	38989	0.0166012	0.0147479	0.0186492	0.0137798	0.0200306	
Homininae	yes	40360	0.017179	0.0152921	0.0193231	0.0142794	0.0207302	
Proboscidea	yes	168484	0.0716839	0.064072	0.0801451	0.059853	0.0857102	
Suina	yes	572523	0.244241	0.221874	0.267895	0.209678	0.282723
