RG	ReadsRaw	ReadsFiltered	ReadsLengthfiltered	FamilyKmers	KmerCoverage	KmerDupRate	ExtractLVL	ReadsExtracted	Order	Family	Species	Reference	ReadsMapped	ProportionMapped	ReadsDeduped	DuplicationRate	CoveredBP	ReadsBedfiltered	PostBedCoveredBP	FamPercentage	Ancientness	ReadsDeam(1term)	ReadsDeam(3term)	Deam5(95ci)	Deam3(95ci)	Deam5Cond(95ci)	Deam3Cond(95ci)	RunID	MeanFragmentLength	breadth	coverage	expected_breadth	expected_breadth_prop
Cap.E.7206	2836106	2803293	1696391	190	0.002833	34.5	f	463	Carnivora	Otariidae	Arctocephalus_townsendi	best	138	0.298	62	2.2258	769	58	712	0.09	+	9	20	50.0 (21.1,78.9)	23.5 (6.8,49.9)	100.0 (2.5,100.0)	50.0 (1.3,98.7)	190312_D00829_0232.lane2	40	0.04641197416862816	0.1496771078520128	0.12380348957432319	0.3748842163351589
Cap.E.7206	2836106	2803293	1696391	200	0.002183	20.9	f	831	Rodentia	Dipodidae	Sicista_strandi	best	257	0.3092	82	3.1341	491	82	491	0.12	+	12	27	53.8 (25.1,80.8)	22.7 (7.8,45.4)	N/A (N/A,N/A)	0.0 (0.0,70.8)	190312_D00829_0232.lane2	40	0.029633653207797695	0.19796004586879112	0.16037399673739416	0.1847784167674114
Cap.E.7206	2836106	2803293	1696391	2053	0.04397	26.8	f	10396	Perissodactyla	Equidae	Equus_ovodovi	best	9488	0.9126	3141	3.0206	4540	3137	4515	4.95	++	695	1031	52.5 (49.1,56.0)	36.8 (33.5,40.3)	50.0 (37.2,62.8)	27.8 (19.9,37.0)	190312_D00829_0232.lane2	40	0.27400567324521696	7.582835415535035	0.9987637141443854	0.2743448418928099
Cap.E.7206	2836106	2803293	1696391	207	0.001827	9.37	f	165	Cingulata	Chlamyphoridae	Cabassous_tatouay	best	55	0.3333	29	1.8965	412	29	412	0.04	++	6	11	57.1 (18.4,90.1)	44.4 (13.7,78.8)	100.0 (15.8,100.0)	100.0 (15.8,100.0)	190312_D00829_0232.lane2	40	0.024865713078640835	0.07001026012432857	0.059947035121279635	0.4147947105029412
Cap.E.7206	2836106	2803293	1696391	2075	0.04393	48.2	f	11467	Proboscidea	Elephantidae	Mammuthus_columbi	best	10758	0.9381	3412	3.1529	4197	3412	4197	5.39	++	783	1216	53.3 (50.0,56.6)	40.3 (37.0,43.7)	49.4 (38.7,60.2)	39.6 (30.5,49.4)	190312_D00829_0232.lane2	40	0.25330436357052327	8.237069225662381	0.9993062036790946	0.25348022721959046
Cap.E.7206	2836106	2803293	1696391	214	0.001805	34.6	f	687	Dasyuromorphia	Dasyuridae	Sminthopsis_douglasi	best	227	0.3304	103	2.2038	257	103	257	0.16	++	24	35	72.7 (49.8,89.3)	52.2 (30.6,73.2)	100.0 (39.8,100.0)	66.7 (22.3,95.7)	190312_D00829_0232.lane2	40	0.015510893837890036	0.24865713078640836	0.19713142544731843	0.07868300958456358
Cap.E.7206	2836106	2803293	1696391	215	0.00273	67.3	f	2894	Pholidota	Manidae	Manis_pentadactyla_pentadactyla	best	600	0.2073	146	4.1095	614	146	614	0.23	++	32	63	32.6 (19.5,48.0)	60.7 (40.6,78.5)	0.0 (0.0,60.2)	0.0 (0.0,84.2)	190312_D00829_0232.lane2	40	0.03705715492787736	0.35246544752248177	0.2674524240973659	0.1385560630192184
Cap.E.7206	2836106	2803293	1696391	217	0.001381	11.4	f	402	Eulipotyphla	Talpidae	Uropsilus_soricipes	best	93	0.2313	53	1.7547	657	50	654	0.07	+	14	15	64.7 (38.3,85.8)	30.8 (9.1,61.4)	100.0 (2.5,100.0)	33.3 (0.8,90.6)	190312_D00829_0232.lane2	40	0.039652362846279196	0.12794978574446256	0.10683117374037632	0.37116846570125045
Cap.E.7206	2836106	2803293	1696391	234	0.003504	11.4	f	474	Primates	Hylobatidae	Hylobates_lar	best	82	0.1729	26	3.1538	617	19	562	0.03	-	2	6	20.0 (0.5,71.6)	20.0 (0.5,71.6)	N/A (N/A,N/A)	N/A (N/A,N/A)	190312_D00829_0232.lane2	40	0.03723821594544028	0.06276781942181182	0.05391606206610666	0.6906701735705842
Cap.E.7206	2836106	2803293	1696391	2343	0.01185	24.8	f	12639	Artiodactyla	Cervidae	Cervus_nippon_taiouanus	best	6958	0.5505	2039	3.4124	4047	2032	3974	3.21	++	408	665	53.3 (48.8,57.7)	32.8 (28.5,37.3)	36.7 (19.9,56.1)	19.6 (10.2,32.4)	190312_D00829_0232.lane2	40	0.24425131269237732	4.92244553081055	0.9870481857445812	0.24745632099827627
Cap.E.7206	2836106	2803293	1696391	240	0.001424	22.2	f	2158	Primates	Lepilemuridae	Lepilemur_otto	best	1778	0.8239	355	5.0084	790	355	790	0.56	++	96	156	69.4 (58.5,79.0)	41.2 (31.5,51.4)	83.3 (35.9,99.6)	33.3 (11.8,61.6)	190312_D00829_0232.lane2	40	0.04767940129156859	0.8570221497978152	0.5308114464957873	0.08982361176709665
Cap.E.7206	2836106	2803293	1696391	274	0.003028	15.2	f	1342	Carnivora	Phocidae	Phoca_groenlandica	best	770	0.5737	250	3.08	870	248	851	0.39	++	72	135	51.2 (35.5,66.7)	66.2 (54.8,76.4)	100.0 (29.2,100.0)	60.0 (14.7,94.7)	190312_D00829_0232.lane2	40	0.052507695093246425	0.603536725209729	0.4131129685521776	0.1271025097015673
Cap.E.7206	2836106	2803293	1696391	275	0.001389	14.6	f	1484	Primates	Cheirogaleidae	Microcebus_rufus	best	1010	0.6805	307	3.2899	777	194	740	0.3	++	38	63	62.8 (46.7,77.0)	26.2 (13.9,42.0)	0.0 (0.0,84.2)	0.0 (0.0,84.2)	190312_D00829_0232.lane2	40	0.046894803548795945	0.7411430985575472	0.4802614363400284	0.09764432452909691
Cap.E.7206	2836106	2803293	1696391	278	0.00542	7.55	f	685	Carnivora	Eupleridae	Eupleres_goudotii	best	234	0.3416	84	2.7857	641	84	641	0.13	++	41	54	90.0 (76.3,97.2)	28.1 (13.7,46.7)	100.0 (39.8,100.0)	25.0 (7.3,52.4)	190312_D00829_0232.lane2	40	0.03868670408594363	0.20278833967046894	0.1639460244520431	0.23597220008991512
Cap.E.7206	2836106	2803293	1696391	282	0.001232	12.4	f	1404	Rodentia	Echimyidae	Proechimys_mincae	best	242	0.1723	77	3.1428	825	77	825	0.12	++	13	27	53.3 (26.6,78.7)	37.5 (15.2,64.6)	100.0 (2.5,100.0)	50.0 (1.3,98.7)	190312_D00829_0232.lane2	40	0.049791779829802645	0.18588931136459655	0.15137701596961128	0.32892562659445124
Cap.E.7206	2836106	2803293	1696391	295	0.002152	37.3	f	1423	Rodentia	Spalacidae	Rhizomys_sumatrensis	best	309	0.2171	76	4.0657	499	76	499	0.12	++	16	24	71.4 (41.9,91.6)	38.9 (17.3,64.3)	100.0 (2.5,100.0)	33.3 (0.8,90.6)	190312_D00829_0232.lane2	40	0.03011648258796548	0.1834751644637576	0.14956608389802906	0.201359036775331
Cap.E.7206	2836106	2803293	1696391	3012	0.08985	374.0	f	142560	Carnivora	Hyaenidae	Crocuta_crocuta	best	138614	0.9723	28415	4.8781	8260	27782	7981	43.91	++	5269	8267	49.0 (47.8,50.2)	31.5 (30.4,32.6)	47.3 (43.0,51.5)	30.6 (27.5,33.8)	190312_D00829_0232.lane2	40	0.49852133502323615	68.5979841873378	1.0	0.49852133502323615
Cap.E.7206	2836106	2803293	1696391	362	0.004837	18.4	f	1553	Carnivora	Viverridae	Arctictis_binturong	best	1019	0.6561	425	2.3976	1202	412	1183	0.65	++	73	132	47.9 (37.6,58.4)	32.3 (23.1,42.6)	36.4 (10.9,69.2)	26.7 (7.8,55.1)	190312_D00829_0232.lane2	40	0.07254511437020943	1.0260124328565394	0.5958499173149595	0.12175064938687052
Cap.E.7206	2836106	2803293	1696391	409	0.005263	69.7	f	3666	Carnivora	Herpestidae	Herpestes_ichneumon	best	867	0.2364	327	2.6513	1239	240	1126	0.37	++	33	47	46.8 (32.1,61.9)	20.3 (11.0,32.8)	33.3 (0.8,90.6)	20.0 (0.5,71.6)	190312_D00829_0232.lane2	40	0.07477820025348543	0.7894260365743255	0.5019541760840123	0.14897415703733435
Cap.E.7206	2836106	2803293	1696391	416	0.001885	83.0	f	7924	Primates	Cebidae	Leontopithecus_rosalia	best	1422	0.1794	529	2.688	781	523	774	0.82	++	95	167	56.2 (46.9,65.2)	33.7 (24.3,44.1)	83.3 (35.9,99.6)	55.6 (21.2,86.3)	190312_D00829_0232.lane2	40	0.04713621823887983	1.2770837105437867	0.6762115525477606	0.06970631906728719
Cap.E.7206	2836106	2803293	1696391	437	0.001361	12.0	f	1409	Chiroptera	Pteropodidae	Pteropus_dasymallus	best	662	0.4698	288	2.2986	1162	269	1109	0.42	++	55	88	55.0 (41.6,67.9)	35.5 (23.7,48.7)	0.0 (0.0,60.2)	0.0 (0.0,41.0)	190312_D00829_0232.lane2	40	0.07013096746937052	0.6952743074416078	0.4587788012059104	0.15286444640648106
Cap.E.7206	2836106	2803293	1696391	517	0.00147	17.5	f	2242	Eulipotyphla	Soricidae	Crocidura_russula	best	1158	0.5165	217	5.3364	1088	217	1088	0.34	++	44	85	77.3 (62.2,88.5)	25.5 (13.9,40.3)	100.0 (15.8,100.0)	25.0 (3.2,65.1)	190312_D00829_0232.lane2	40	0.06566479570281851	0.5238698774820448	0.3703411422018047	0.17730894091976618
Cap.E.7206	2836106	2803293	1696391	5656	0.009687	21.8	f	19055	Artiodactyla	Bovidae	Bison_schoetensacki	best	13610	0.7142	4751	2.8646	5616	4346	5481	6.86	++	832	1350	50.4 (47.3,53.5)	33.9 (31.0,36.8)	47.1 (36.1,58.2)	30.5 (22.8,39.2)	190312_D00829_0232.lane2	40	0.3389462248777838	11.46961192588569	0.9999600414276004	0.338959769226263
Cap.E.7206	2836106	2803293	1696391	680	0.00258	9.86	f	1246	Carnivora	Mustelidae	Mustela_kathiah	best	394	0.3162	187	2.1069	1260	184	1208	0.29	+	22	43	17.9 (7.5,33.5)	36.6 (22.1,53.1)	0.0 (0.0,60.2)	0.0 (0.0,97.5)	190312_D00829_0232.lane2	40	0.07604562737642585	0.4514454704568773	0.32875853640270924	0.2313114914323459
Cap.E.7206	2836106	2803293	1696391	689	0.001504	70.8	f	11402	Chiroptera	Vespertilionidae	Myotis_frater	best	2573	0.2256	647	3.9768	1304	595	1251	0.94	++	126	245	66.2 (57.9,73.8)	29.8 (21.6,39.1)	50.0 (15.7,84.3)	23.5 (6.8,49.9)	190312_D00829_0232.lane2	40	0.07870118896734866	1.5619530448427787	0.7482212462958677	0.10518438143392149
Cap.E.7206	2836106	2803293	1696391	697	0.001824	22.3	f	3269	Chiroptera	Phyllostomidae	Leptonycteris_nivalis	best	1969	0.6023	434	4.5368	1221	433	1175	0.68	++	65	121	58.9 (45.0,71.9)	29.2 (21.2,38.2)	60.0 (14.7,94.7)	37.5 (8.5,75.5)	190312_D00829_0232.lane2	40	0.07369183414810791	1.0477397549640897	0.6035297227962722	0.12210141665712688
Cap.E.7206	2836106	2803293	1696391	760	0.001282	71.9	f	7858	Rodentia	Cricetidae	Microtus_cabrerae	best	5108	0.65	1181	4.3251	926	1181	926	1.86	++	211	403	52.4 (45.7,59.0)	36.3 (30.4,42.4)	29.4 (10.3,56.0)	21.7 (7.5,43.7)	190312_D00829_0232.lane2	40	0.05588750075442091	2.85110748989076	0.9193412440931997	0.060790812022739206
Cap.E.7206	2836106	2803293	1696391	962	0.001719	20.4	f	5173	Rodentia	Sciuridae	Dremomys_rufigenis	best	1771	0.3423	636	2.7845	1270	594	1230	0.93	++	124	231	41.5 (32.0,51.5)	60.8 (52.3,68.9)	41.2 (18.4,67.1)	50.0 (23.0,77.0)	190312_D00829_0232.lane2	40	0.07664916410163558	1.5353974289335506	0.7422476219007341	0.10326629798469923
Cap.E.7207	2548229	2512027	1355142	1154	0.001217	84.2	f	20382	Rodentia	Muridae	Rattus_norvegicus	best	1794	0.088	175	10.2514	1266	175	1266	2.17	++	25	43	44.7 (28.6,61.7)	25.8 (11.9,44.6)	0.0 (0.0,97.5)	0.0 (0.0,70.8)	190312_D00829_0232.lane2	40	0.07640774941155169	0.4224757076468103	0.31136647935800943	0.24539491074663178
Cap.E.7207	2548229	2512027	1355142	1233	0.002692	129.0	f	18888	Chiroptera	Vespertilionidae	Plecotus_auritus	best	15143	0.8017	867	17.4659	2930	818	2773	10.17	++	156	217	48.7 (41.6,55.9)	35.7 (28.8,43.1)	46.2 (19.2,74.9)	31.6 (12.6,56.6)	190312_D00829_0232.lane2	40	0.1768362604864506	2.0930653630273404	0.842475884090691	0.20990067944474777
Cap.E.7207	2548229	2512027	1355142	132	0.000963	521.0	f	12925	Rodentia	Spalacidae	Eospalax_fontanierii_baileyi	best	4735	0.3663	353	13.4135	608	353	608	4.39	++	32	45	30.4 (18.8,44.1)	16.9 (9.8,26.3)	0.0 (0.0,84.2)	0.0 (0.0,97.5)	190312_D00829_0232.lane2	40	0.03669503289275152	0.8521938559961374	0.528806845638032	0.06939212908349762
Cap.E.7207	2548229	2512027	1355142	155	0.001307	229.0	f	1003	Dasyuromorphia	Dasyuridae	Antechinus_arktos	best	56	0.0558	30	1.8666	393	7	176	0.08	-	0	0	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	190312_D00829_0232.lane2	40	0.023718993300742352	0.07242440702516748	0.06194880390172497	0.38288056922567787
Cap.E.7207	2548229	2512027	1355142	158	0.0007857	36.7	f	2685	Carnivora	Felidae	Panthera_onca	best	2118	0.7888	102	20.7647	473	102	473	1.26	++	39	57	54.5 (32.2,75.6)	82.9 (66.4,93.4)	33.3 (4.3,77.7)	66.7 (9.4,99.2)	190312_D00829_0232.lane2	40	0.02854728710242018	0.24624298388556945	0.1954181317017052	0.1460831032096654
Cap.E.7207	2548229	2512027	1355142	162	0.0007342	29.2	f	1645	Primates	Cebidae	Leontopithecus_rosalia	best	341	0.2072	31	11.0	306	31	306	0.38	+	5	8	40.0 (12.2,73.8)	33.3 (0.8,90.6)	N/A (N/A,N/A)	N/A (N/A,N/A)	190312_D00829_0232.lane2	40	0.018468223791417708	0.0748385539260064	0.0639463100731471	0.2888082794815247
Cap.E.7207	2548229	2512027	1355142	179	0.0005575	157.0	f	5369	Chiroptera	Pteropodidae	Rousettus_madagascariensis	best	413	0.0769	27	15.2962	359	27	359	0.33	+	11	19	90.9 (58.7,99.8)	25.0 (0.6,80.6)	N/A (N/A,N/A)	0.0 (0.0,97.5)	190312_D00829_0232.lane2	40	0.02166696843502927	0.06518196632265073	0.05593067332886803	0.3873897299184863
Cap.E.7207	2548229	2512027	1355142	182	0.003853	41.6	f	912	Proboscidea	Elephantidae	Mammuthus_columbi	best	826	0.9057	30	27.5333	694	30	694	0.37	+	9	13	87.5 (47.3,99.7)	25.0 (3.2,65.1)	N/A (N/A,N/A)	0.0 (0.0,97.5)	190312_D00829_0232.lane2	40	0.04188544872955519	0.07242440702516748	0.06194880390172497	0.6761300637216805
Cap.E.7207	2548229	2512027	1355142	187	0.0005316	36.9	f	1345	Eulipotyphla	Soricidae	Sorex_thibetanus	best	590	0.4386	70	8.4285	475	70	475	0.87	++	15	27	57.9 (33.5,79.7)	33.3 (9.9,65.1)	N/A (N/A,N/A)	0.0 (0.0,97.5)	190312_D00829_0232.lane2	40	0.02866799444746213	0.16899028305872413	0.13861904842609984	0.2068113637552888
Cap.E.7207	2548229	2512027	1355142	196	0.004243	46.0	f	1225	Perissodactyla	Rhinocerotidae	Coelodonta_antiquitatis	best	1215	0.9918	61	19.918	1035	61	1035	0.75	++	18	27	40.0 (16.3,67.7)	58.3 (36.6,77.9)	40.0 (5.3,85.3)	50.0 (6.8,93.2)	190312_D00829_0232.lane2	40	0.06246605105920695	0.1472629609511739	0.12193371655191176	0.5122951454744907
Cap.E.7207	2548229	2512027	1355142	2458	0.004146	271.0	f	82803	Rodentia	Cricetidae	Microtus_cabrerae	best	59965	0.7241	4216	14.2231	2901	4176	2826	51.95	++	686	1167	43.4 (40.2,46.6)	32.8 (29.8,35.9)	41.0 (30.3,52.3)	32.1 (23.3,41.8)	190312_D00829_0232.lane2	40	0.1750860039833424	10.17804333393687	0.9998750019303856	0.17510789213183311
Cap.E.7207	2548229	2512027	1355142	2853	0.04008	106.0	f	24291	Primates	Hominidae	Homo_sapiens	fixed	17104	0.7041	213	80.3004	6474	-	-	2.65	++	27	37	33.3 (19.6,49.5)	23.3 (13.4,36.0)	50.0 (1.3,98.7)	14.3 (0.4,57.9)	190312_D00829_0232.lane2	40	0.39072967590077856	0.5142132898786891	0.36494923281536507	1.0706411762713757
Cap.E.7207	2548229	2512027	1355142	289	0.0007562	25.6	f	1682	Chiroptera	Phyllostomidae	Artibeus_jamaicensis	best	299	0.1777	39	7.6666	346	39	346	0.48	-	2	4	25.0 (0.6,80.6)	25.0 (0.6,80.6)	N/A (N/A,N/A)	N/A (N/A,N/A)	190312_D00829_0232.lane2	40	0.020882370692256624	0.09415172913271773	0.07977399069789248	0.2617691619733436
Cap.E.7207	2548229	2512027	1355142	296	0.001497	53.6	f	4472	Artiodactyla	Cervidae	Cervus_hanglu_yarkandensis	best	2598	0.5809	123	21.1219	1097	122	1091	1.51	++	34	53	74.3 (56.7,87.5)	40.6 (23.7,59.4)	100.0 (47.8,100.0)	71.4 (29.0,96.3)	190312_D00829_0232.lane2	40	0.06620797875550727	0.2969400688031867	0.23064138652034183	0.2870602702939784
Cap.E.7207	2548229	2512027	1355142	345	0.001309	35.9	f	1455	Carnivora	Mustelidae	Martes_zibellina	best	365	0.2508	26	14.0384	629	23	570	0.28	+	5	7	80.0 (28.4,99.5)	16.7 (0.4,64.1)	N/A (N/A,N/A)	N/A (N/A,N/A)	190312_D00829_0232.lane2	40	0.03796246001569196	0.06276781942181182	0.05391606206610666	0.7041029808361385
Cap.E.7207	2548229	2512027	1355142	462	0.004988	40.4	f	3019	Carnivora	Ursidae	Ursus_spelaeus	best	1849	0.6124	105	17.6095	1541	95	1531	1.18	+	16	24	45.2 (27.3,64.0)	16.7 (3.6,41.4)	50.0 (1.3,98.7)	20.0 (0.5,71.6)	190312_D00829_0232.lane2	40	0.09300500935481924	0.2534854245880862	0.20054707573492137	0.4637564971416047
Cap.E.7207	2548229	2512027	1355142	466	0.000883	45.4	f	4748	Primates	Cercopithecidae	Macaca_fuscata	best	1066	0.2245	69	15.4492	558	69	558	0.85	++	20	24	58.8 (32.9,81.6)	50.0 (27.2,72.8)	0.0 (0.0,84.2)	0.0 (0.0,84.2)	190312_D00829_0232.lane2	40	0.03367734926670288	0.16657613615788522	0.13678089129341575	0.2462138457224983
Cap.E.7207	2548229	2512027	1355142	540	0.0009651	66.8	f	7457	Rodentia	Sciuridae	Dremomys_rufigenis	best	4231	0.5673	269	15.7286	729	265	658	3.29	++	46	91	41.0 (30.0,52.7)	32.0 (19.5,46.7)	50.0 (6.8,93.2)	66.7 (9.4,99.2)	190312_D00829_0232.lane2	40	0.043997827267789245	0.6494055163256685	0.4364082126956649	0.10081805517824138
Cap.E.7207	2548229	2512027	1355142	732	0.02184	79.1	f	7561	Carnivora	Hyaenidae	Crocuta_crocuta	best	7283	0.9632	369	19.7371	2981	366	2918	4.55	++	88	124	47.5 (37.3,57.8)	41.8 (32.5,51.6)	38.5 (13.9,68.4)	31.2 (11.0,58.7)	190312_D00829_0232.lane2	40	0.17991429778502022	0.8908202064095601	0.5446068841874794	0.33035626799584344
Cap.E.7207	2548229	2512027	1355142	772	0.0061	164.0	f	19858	Carnivora	Canidae	Canis_lupus_chanco	best	19127	0.9631	920	20.7902	2202	863	2194	10.73	++	224	351	63.2 (56.4,69.6)	39.5 (33.5,45.8)	53.1 (34.7,70.9)	37.8 (23.8,53.5)	190312_D00829_0232.lane2	40	0.13289878689118234	2.221015148771803	0.8593043702856976	0.1546585720808062
Cap.E.7207	2548229	2512027	1355142	780	0.001336	37.3	f	4835	Artiodactyla	Bovidae	Bison_schoetensacki	best	2671	0.5524	155	17.2322	1840	132	1766	1.64	++	23	39	44.0 (24.4,65.1)	39.4 (22.9,57.9)	16.7 (0.4,64.1)	25.0 (0.6,80.6)	190312_D00829_0232.lane2	40	0.11105075743859014	0.374192769630032	0.28137255706223685	0.3946751545284027
Cap.E.7209	3335667	3289267	1717771	10299	0.1447	132.0	f	75107	Primates	Hominidae	Homo_sapiens	fixed	65093	0.8666	1633	39.8609	16271	-	-	17.2	-	34	71	3.9 (2.2,6.4)	5.3 (3.3,8.1)	25.0 (0.6,80.6)	20.0 (0.5,71.6)	190312_D00829_0232.lane2	40	0.9820146055887501	3.9423018890699497	0.9692249988039956	1.0131957046099065
Cap.E.7209	3335667	3289267	1717771	136	0.001503	25.0	f	1199	Carnivora	Phocidae	Halichoerus_grypus	best	1062	0.8857	57	18.6315	332	57	332	0.6	+	5	11	40.0 (5.3,85.3)	66.7 (22.3,95.7)	100.0 (2.5,100.0)	100.0 (2.5,100.0)	190312_D00829_0232.lane2	40	0.020037419276963002	0.13760637334781822	0.11441463891645154	0.1751298563429006
Cap.E.7209	3335667	3289267	1717771	142	0.001198	19.6	f	338	Dasyuromorphia	Dasyuridae	Sminthopsis_douglasi	best	77	0.2278	15	5.1333	151	15	151	0.15	+	4	6	25.0 (0.6,80.6)	75.0 (19.4,99.4)	0.0 (0.0,97.5)	N/A (N/A,N/A)	190312_D00829_0232.lane2	40	0.009113404550666908	0.03621220351258374	0.031469568832101724	0.2895941981057724
Cap.E.7209	3335667	3289267	1717771	1451	0.04328	307.0	f	65952	Carnivora	Hyaenidae	Crocuta_crocuta	best	64020	0.9707	3997	16.017	5019	3878	5008	40.85	++	957	1446	58.0 (54.9,61.1)	43.5 (40.4,46.6)	51.9 (42.0,61.6)	40.0 (31.8,48.6)	190312_D00829_0232.lane2	40	0.302915082382763	9.649345162653148	0.9998006347081693	0.3029754851787832
Cap.E.7209	3335667	3289267	1717771	165	0.0005139	31.9	f	1657	Chiroptera	Pteropodidae	Scotonycteris_zenkeri	best	715	0.4315	66	10.8333	526	60	452	0.63	+	8	11	16.7 (3.6,41.4)	31.2 (11.0,58.7)	N/A (N/A,N/A)	0.0 (0.0,97.5)	190312_D00829_0232.lane2	40	0.031746031746031744	0.15933369545536846	0.13124285101289657	0.2418877028426655
Cap.E.7209	3335667	3289267	1717771	169	0.002175	49.3	f	1377	Carnivora	Herpestidae	Suricata_suricatta	best	233	0.1692	32	7.2812	352	32	352	0.33	+	5	7	44.4 (13.7,78.8)	33.3 (0.8,90.6)	N/A (N/A,N/A)	0.0 (0.0,97.5)	190312_D00829_0232.lane2	40	0.02124449272738246	0.07725270082684531	0.0659395627124364	0.32218128015240366
Cap.E.7209	3335667	3289267	1717771	189	0.0008565	67.5	f	3333	Primates	Cebidae	Saguinus_mystax	best	525	0.1575	56	9.375	451	55	387	0.57	+	20	25	25.0 (7.3,52.4)	64.0 (42.5,82.0)	0.0 (0.0,70.8)	N/A (N/A,N/A)	190312_D00829_0232.lane2	40	0.02721950630695878	0.13519222644697929	0.11252483041174521	0.24189777676054722
Cap.E.7209	3335667	3289267	1717771	216	0.0003644	158.0	f	5971	Rodentia	Cricetidae	Ondatra_zibethicus	best	4185	0.7008	218	19.1972	588	218	588	2.29	++	43	72	70.7 (54.5,83.9)	35.0 (20.6,51.7)	0.0 (0.0,97.5)	0.0 (0.0,52.2)	190312_D00829_0232.lane2	40	0.035487959442332066	0.5262840243828837	0.37168195116785474	0.09547937243340988
Cap.E.7209	3335667	3289267	1717771	2164	0.003706	46.9	f	15954	Artiodactyla	Bovidae	Bison_schoetensacki	best	11833	0.7416	748	15.8195	3679	700	3619	7.37	++	182	267	60.9 (53.8,67.7)	42.8 (35.3,50.5)	60.0 (38.7,78.9)	45.5 (28.1,63.6)	190312_D00829_0232.lane2	40	0.2220411612046593	1.805781881827509	0.7969910884522088	0.2785993023283019
Cap.E.7209	3335667	3289267	1717771	264	0.0007505	21.3	f	1183	Eulipotyphla	Soricidae	Sorex_tundrensis	best	504	0.426	63	8.0	800	59	782	0.62	++	17	25	75.0 (50.9,91.3)	36.4 (10.9,69.2)	100.0 (15.8,100.0)	50.0 (6.8,93.2)	190312_D00829_0232.lane2	40	0.04828293801677832	0.1520912547528517	0.12566928106228625	0.3842063677665789
Cap.E.7209	3335667	3289267	1717771	322	0.0008425	51.7	f	3888	Chiroptera	Phyllostomidae	Artibeus_jamaicensis	best	294	0.0756	41	7.1707	651	40	609	0.42	-	1	6	25.0 (0.6,80.6)	0.0 (0.0,45.9)	N/A (N/A,N/A)	N/A (N/A,N/A)	190312_D00829_0232.lane2	40	0.03929024081115336	0.09898002293439556	0.0836889156718632	0.46947962577513724
Cap.E.7209	3335667	3289267	1717771	324	0.0007073	81.5	f	7214	Chiroptera	Vespertilionidae	Myotis_frater	best	2715	0.3763	157	17.2929	659	156	647	1.64	++	29	68	56.2 (37.7,73.6)	36.4 (20.4,54.9)	100.0 (2.5,100.0)	50.0 (1.3,98.7)	190312_D00829_0232.lane2	40	0.03977307019132114	0.3790210634317098	0.2844298196204549	0.13983438953199281
Cap.E.7209	3335667	3289267	1717771	363	0.001377	14.4	f	1377	Carnivora	Mustelidae	Ictonyx_libycus	best	304	0.2207	34	8.9411	657	32	548	0.33	+	6	12	40.0 (12.2,73.8)	25.0 (3.2,65.1)	0.0 (0.0,97.5)	0.0 (0.0,97.5)	190312_D00829_0232.lane2	40	0.039652362846279196	0.08208099462852314	0.06991334360557622	0.567164446746852
Cap.E.7209	3335667	3289267	1717771	380	0.0004008	25.8	f	3009	Rodentia	Muridae	Rattus_norvegicus	best	994	0.3303	75	13.2533	518	75	518	0.79	++	21	32	73.7 (48.8,90.9)	47.1 (23.0,72.2)	100.0 (2.5,100.0)	25.0 (0.6,80.6)	190312_D00829_0232.lane2	40	0.03126320236586396	0.1810610175629187	0.14775128736009424	0.21159343464582062
Cap.E.7209	3335667	3289267	1717771	469	0.005064	31.5	f	2150	Carnivora	Ursidae	Ursus_arctos	best	1640	0.7627	143	11.4685	1599	121	1548	1.27	++	25	40	55.0 (31.5,76.9)	44.1 (27.2,62.1)	100.0 (2.5,100.0)	50.0 (1.3,98.7)	190312_D00829_0232.lane2	40	0.09650552236103567	0.345223006819965	0.2627527158288313	0.36728648857773794
Cap.E.7209	3335667	3289267	1717771	473	0.002352	36.5	f	6325	Carnivora	Felidae	Panthera_tigris_amoyensis	best	3759	0.5943	210	17.9	1377	202	1353	2.12	++	61	99	64.3 (48.0,78.4)	60.3 (47.7,72.0)	77.8 (40.0,97.2)	77.8 (40.0,97.2)	190312_D00829_0232.lane2	40	0.08310700706137969	0.5069708491761724	0.36087502188401455	0.23029304335751544
Cap.E.7209	3335667	3289267	1717771	477	0.0008525	38.3	f	4937	Rodentia	Sciuridae	Dremomys_rufigenis	best	1741	0.3526	163	10.6809	1053	149	978	1.56	++	35	66	28.6 (13.2,48.7)	57.7 (43.2,71.3)	42.9 (9.9,81.6)	100.0 (29.2,100.0)	190312_D00829_0232.lane2	40	0.06355241716458447	0.39350594483674334	0.2935237891735971	0.21651538821951505
Cap.E.7209	3335667	3289267	1717771	552	0.002792	29.8	f	4224	Artiodactyla	Cervidae	Capreolus_pygargus	best	2538	0.6008	136	18.6617	1694	133	1678	1.4	++	38	61	77.8 (60.8,89.9)	50.0 (29.9,70.1)	100.0 (29.2,100.0)	50.0 (11.8,88.2)	190312_D00829_0232.lane2	40	0.1022391212505281	0.32832397851409256	0.25166914031886023	0.40624417090229253
