DB_entry	QC	QC_comment	Comments	RunID	IndexLibID	CapLibID	IndexLibIDCoreDB	CapLibIDCoreDB	p7	p5	SampleID	ExtractID	SampleType	ExperimentType	ProbeSet	Site	Description	CC_reads	CC_percent	RawSeqs	FilteredL35	Identified	%Hominid	Mapped	%Mapped	Unique	Duplication_Rate	5'CT	3'CT	5'CT(95%CI)	3'CT(95%CI)	cond5'CT(95%CI)	cond3'CT(95%CI)	Ancient	Deaminated(term3)	H_support	H_support_deam	N-HST_support	N-HST_support_deam	N_support	N_support_deam	HST_support	HST_support_deam	D-S_support	D-S_support_deam	D_support	D_support_deam	S_support	S_support_deam	H_der	H_deam_der	N-HST_der	N-HST_deam_der	N_der	N_deam_der	HST_der	HST_deam_der	D-S_der	D-S_deam_der	D_der	D_deam_der	S_der	S_deam_der	
496	passed			160719	D5202	D2312	Lib.E.4974	Cap.H.1803	346	26	SP3876	E3412	sediment	production	AA163	Denisova Cave, Russia	Soil - Denisova Cave, east gallery, layer 14 (vial 54: DCE14-15)	0	0	584992	579974	2637	3.2	2339	88.7	1302	1.80	31.4	24.3	26.3-36.9	19.5-29.7	15.4-59.2	10.3-43.5	++	269	^^^30.4% (34 / 112)	0.0% (0 / 24)	^^^60.5% (46 / 76)	^^^100.0% (6 / 6)	^^^56.2% (36 / 64)	^^^100.0% (8 / 8)	0.0% (0 / 95)	0.0% (0 / 23)	2.3% (9 / 386)	2.3% (2 / 87)	1.6% (5 / 305)	1.8% (1 / 57)	0.5% (1 / 188)	0.0% (0 / 39)	(2056:1)(2831:5)(4904:1)(5387:2)(6641:2)(8021:1)(8065:3)(8503:1)(9325:2)(9869:5)(10307:1)(10324:2)(11590:2)(12474:1)(13359:1)(15649:2)(15667:2)		(417:2)(547:3)(3399:2)(3414:2)(4532:6)(6156:2)(6260:2)(7106:3)(7424:5)(8365:1)(8764:1)(10373:1)(10532:2)(11458:1)(11527:2)(13801:2)(15226:2)(15479:1)(15629:3)(15671:1)(15850:1)(16037:1)	(3399:1)(7106:1)(7424:1)(15226:1)(15479:1)(15850:1)	(438:3)(1406:1)(3808:1)(3918:2)(6200:3)(7127:2)(7746:4)(7861:2)(8386:1)(8986:2)(9027:1)(9456:1)(11383:2)(11950:3)(15232:2)(15789:2)(16400:4)	(1406:1)(3918:1)(7746:2)(9456:1)(11383:1)(15232:1)(16400:1)			(750:1)(2955:5)(6483:1)(8677:1)(15742:1)	(6483:1)(15742:1)	(736:1)(2402:1)(2404:1)(3888:1)(16527:1)	(3888:1)	(6614:1)		
497	passed			160719	D5203	D2313	Lib.E.4975	Cap.H.1804	347	27	SP3876	E3412	sediment	production	AA163	Denisova Cave, Russia	Soil - Denisova Cave, east gallery, layer 14 (vial 54: DCE14-15)	0	0	658314	651705	2991	2.9	2574	86.1	1211	2.13	34.7	25.6	29.0-40.7	20.3-31.5	21.3-73.4	13.9-54.9	++	240	^^^34.7% (34 / 98)	0.0% (0 / 16)	^^^58.8% (47 / 80)	^^^100.0% (20 / 20)	^^^58.0% (40 / 69)	^^^93.3% (14 / 15)	0.9% (1 / 116)	4.8% (1 / 21)	1.7% (6 / 343)	0.0% (0 / 73)	1.9% (5 / 259)	3.4% (2 / 58)	1.7% (3 / 174)	2.6% (1 / 38)	(2056:1)(2523:2)(2831:1)(5387:1)(5580:1)(5821:1)(5840:1)(6266:1)(6452:1)(7868:3)(7891:1)(8065:1)(9325:2)(9869:2)(10307:2)(10324:2)(12474:1)(13359:2)(13889:2)(15148:1)(15443:3)(15649:1)(15667:1)		(547:2)(3399:1)(4204:5)(4532:4)(6156:2)(6260:1)(6410:1)(7424:2)(10373:3)(10532:2)(11458:1)(11527:2)(12070:1)(13707:2)(13801:4)(15226:5)(15479:3)(15629:3)(15671:1)(15850:1)(16139:1)	(547:1)(3399:1)(4204:2)(4532:2)(6156:1)(7424:1)(10373:2)(11458:1)(12070:1)(13707:1)(15226:3)(15479:1)(15629:1)(15671:1)(16139:1)	(438:4)(1406:4)(3808:3)(3918:2)(6200:2)(7127:1)(7746:3)(8386:4)(8986:4)(9027:2)(9456:1)(11383:1)(11950:1)(15232:4)(15789:3)(16299:1)	(438:2)(6200:1)(8386:2)(8986:2)(9027:2)(9456:1)(11383:1)(15232:2)(15789:1)	(16083:1)	(16083:1)	(750:1)(2955:2)(13968:1)(14007:1)(15742:1)		(5447:1)(7609:1)(7621:1)(9566:1)(15403:1)	(9566:1)(15403:1)	(7774:1)(11335:1)(15326:1)	(11335:1)	
498	passed			160719	D5204	D2314	Lib.E.4976	Cap.H.1805	348	28	SP3876	E3412	sediment	production	AA163	Denisova Cave, Russia	Soil - Denisova Cave, east gallery, layer 14 (vial 54: DCE14-15)	0	0	708752	702513	3190	2.5	2801	87.8	722	3.88	29.9	16.9	22.7-38.0	11.3-23.8	8.5-75.5	6.0-61.0	++	120	^^^56.8% (46 / 81)	20.0% (2 / 10)	^^^55.4% (31 / 56)	^^^100.0% (3 / 3)	^^^56.1% (23 / 41)	^^^83.3% (5 / 6)	0.0% (0 / 70)	0.0% (0 / 10)	1.9% (4 / 213)	0.0% (0 / 37)	0.7% (1 / 149)	0.0% (0 / 22)	1.7% (2 / 117)	0.0% (0 / 18)	(2523:2)(2831:1)(4904:2)(4940:3)(5387:1)(5580:1)(6266:1)(6452:2)(6641:1)(7868:1)(7891:1)(8021:1)(8065:2)(8461:3)(8503:2)(9325:5)(10307:1)(10324:1)(10750:2)(11590:3)(13359:2)(13889:1)(15148:1)(15355:4)(15443:2)	(4904:1)(15355:1)	(417:3)(547:1)(3399:2)(3414:1)(4532:2)(6156:5)(7424:1)(8365:2)(10373:1)(10532:2)(11527:1)(12070:3)(13801:2)(15226:1)(15671:1)(15850:2)(16037:1)	(417:1)(3399:1)(15671:1)	(438:2)(1406:2)(3808:1)(3918:2)(6200:2)(7127:1)(7746:1)(7861:2)(8386:1)(8986:1)(9027:2)(9456:1)(15232:2)(15789:2)(16299:1)	(438:1)(7127:1)(7746:1)(9027:1)(9456:1)			(2955:3)(8140:1)		(4959:1)		(13365:1)(14384:1)		
499	passed			160719	D5205	D2315	Lib.E.4977	Cap.H.1806	349	29	SP3876	E3412	sediment	production	AA163	Denisova Cave, Russia	Soil - Denisova Cave, east gallery, layer 14 (vial 54: DCE14-15)	1.7	0.000267	631319	624385	2575	2.4	2196	85.3	664	3.31	34.2	29.9	26.8-42.2	22.3-38.4	15.7-84.3	13.7-78.8	++	135	^^^53.2% (33 / 62)	0.0% (0 / 8)	^^^55.8% (24 / 43)	^^^83.3% (10 / 12)	^^^60.5% (23 / 38)	^^^100.0% (10 / 10)	0.0% (0 / 65)	0.0% (0 / 14)	2.7% (6 / 219)	2.6% (1 / 38)	0.7% (1 / 146)	0.0% (0 / 26)	2.2% (2 / 91)	4.8% (1 / 21)	(2831:2)(4904:1)(4940:1)(5580:1)(5821:2)(5840:2)(6266:1)(6452:1)(6641:2)(7868:2)(7891:3)(8065:1)(9325:1)(10307:1)(10324:1)(10750:2)(12474:2)(13095:2)(13889:1)(15148:1)(15355:2)(15443:1)		(417:2)(547:2)(3414:1)(4532:3)(6156:4)(6410:1)(7424:1)(8365:1)(8764:1)(11527:1)(12070:1)(13707:3)(13801:1)(15226:1)(15671:1)	(417:1)(3414:1)(4532:1)(6156:2)(6410:1)(7424:1)(8365:1)(13707:2)	(438:1)(1406:3)(3918:1)(6200:1)(7127:3)(7746:2)(8386:2)(8986:2)(9027:3)(9456:1)(11383:2)(15232:1)(16299:1)	(438:1)(1406:1)(3918:1)(6200:1)(7127:1)(7746:1)(8386:2)(9027:1)(9456:1)			(750:1)(2955:5)	(2955:1)	(3357:1)		(6368:1)(15326:1)	(6368:1)	
500	passed			160719	D5206	D2316	Lib.E.4978	Cap.H.1807	350	30	SP3876	E3412	sediment	production	AA163	Denisova Cave, Russia	Soil - Denisova Cave, east gallery, layer 14 (vial 54: DCE14-15)	0.6	0.000086	688493	682034	2855	2.9	2438	85.4	1174	2.08	33.4	22.8	28.1-39.1	17.7-28.6	33.5-79.7	25.6-67.2	++	244	^^^49.6% (56 / 113)	0.0% (0 / 10)	^^^55.1% (49 / 89)	^^^92.3% (12 / 13)	^^^48.2% (40 / 83)	^^^90.0% (9 / 10)	0.0% (0 / 102)	0.0% (0 / 23)	0.9% (3 / 343)	1.5% (1 / 65)	2.2% (6 / 268)	3.7% (2 / 54)	0.0% (0 / 185)	0.0% (0 / 28)	(2056:2)(2831:1)(4904:2)(4940:1)(5821:1)(5840:1)(6266:1)(6452:2)(6641:2)(7868:1)(7891:2)(8021:2)(8065:3)(8461:2)(8503:1)(9325:3)(9869:1)(10307:5)(10324:5)(10750:2)(12474:5)(13359:2)(13656:1)(13889:1)(15148:2)(15443:2)(15649:2)(15667:1)		(417:1)(547:1)(3399:2)(3414:2)(4532:4)(6156:2)(6260:1)(7106:1)(7424:1)(8365:4)(8764:3)(10373:3)(10532:2)(11458:2)(12070:2)(13707:4)(13801:1)(15226:3)(15479:2)(15629:2)(15671:2)(15850:3)(16139:1)	(3399:1)(4532:2)(8764:1)(10532:1)(11458:1)(12070:1)(13707:2)(15479:1)(15671:1)(15850:1)	(1406:4)(3808:2)(3918:2)(6200:2)(7127:3)(7746:3)(7861:1)(8386:5)(8986:2)(9027:3)(9456:2)(10256:1)(11383:1)(11950:2)(15232:1)(15789:2)(16299:1)(16400:3)	(1406:3)(7127:1)(7746:1)(7861:1)(9027:1)(9456:1)(16400:1)			(750:1)(2955:1)(3277:1)	(3277:1)	(3357:1)(4659:1)(6566:1)(7741:1)(7961:1)(9932:1)	(6566:1)(9932:1)			
501	passed			160719	D5207	D2317	Lib.E.4979	Cap.H.1808	351	31	SP3876	E3412	sediment	production	AA163	Denisova Cave, Russia	Soil - Denisova Cave, east gallery, layer 14 (vial 54: DCE14-15)	0	0	551853	545765	2364	2.6	2055	86.9	767	2.68	29.6	26.2	23.0-36.9	19.7-33.5	24.7-75.3	34.9-90.1	++	147	^^^43.0% (34 / 79)	0.0% (0 / 13)	^^^52.4% (33 / 63)	^^^81.8% (9 / 11)	^^^63.3% (19 / 30)	^^^80.0% (4 / 5)	0.0% (0 / 52)	0.0% (0 / 12)	2.9% (7 / 242)	0.0% (0 / 41)	1.2% (2 / 169)	2.6% (1 / 38)	0.0% (0 / 129)	0.0% (0 / 21)	(4904:1)(4940:1)(5580:1)(6266:3)(6641:1)(8021:2)(8065:1)(9325:1)(9869:1)(10307:4)(10324:3)(10750:3)(11590:1)(12474:1)(13359:1)(13656:2)(15443:1)(15649:3)(15667:3)		(417:1)(547:3)(3399:1)(3414:3)(4204:1)(6156:1)(6260:2)(6410:1)(7424:3)(11527:2)(13707:1)(13801:4)(15226:2)(15479:1)(15629:3)(15671:2)(15850:1)(16037:1)	(417:1)(4204:1)(6156:1)(6260:2)(7424:1)(11527:1)(15479:1)(16037:1)	(1406:1)(3808:1)(3918:1)(6200:3)(7127:1)(7746:1)(8986:1)(9027:2)(9456:1)(15232:2)(15789:4)(16400:1)	(6200:2)(7746:1)(9027:1)			(750:1)(1405:1)(2955:1)(6242:1)(8140:1)(11071:1)(13968:1)		(3888:1)(5021:1)	(5021:1)			
502	passed			160719	D5208	D2318	Lib.E.4980	Cap.H.1809	352	32	SP3848	E3541	sediment	production	AA163	Chagyrskaya Cave, Russia	Soil - Chagyrskaya layer 6C1 (vial 26: CHAG14-D6)	0	0	664460	657969	1045	1.1	604	57.8	321	1.88	61.0	43.8	49.6-71.6	32.7-55.3	48.2-97.7	26.0-74.0	++	109	^^^44.4% (8 / 18)	0.0% (0 / 3)	^^^66.7% (8 / 12)	100.0% (1 / 1)	^^^75.0% (9 / 12)	^^^100.0% (3 / 3)	0.0% (0 / 17)	0.0% (0 / 4)	^13.6% (11 / 81)	^20.0% (4 / 20)	0.0% (0 / 48)	0.0% (0 / 14)	0.0% (0 / 33)	0.0% (0 / 13)	(2831:1)(5821:1)(5840:1)(6641:1)(9869:1)(11590:1)(12474:1)(15148:1)		(4532:1)(5673:1)(6260:1)(7106:1)(8365:1)(11458:1)(12070:1)(15671:1)	(8365:1)	(438:1)(1406:2)(6200:1)(7127:1)(8386:1)(8986:1)(9456:1)(15789:1)	(438:1)(1406:1)(8386:1)			(486:1)(2955:9)(9884:1)	(486:1)(2955:3)					
503	passed			160719	D5209	D2319	Lib.E.4981	Cap.H.1810	353	33	SP3848	E3541	sediment	production	AA163	Chagyrskaya Cave, Russia	Soil - Chagyrskaya layer 6C1 (vial 26: CHAG14-D6)	1.1	0.000312	352239	348613	595	1.0	337	56.6	223	1.51	53.2	35.8	38.1-67.9	24.5-48.5	28.4-99.5	18.4-90.1	++	68	^^^33.3% (5 / 15)	0.0% (0 / 5)	33.3% (1 / 3)	NA% (0 / 0)	^^50.0% (3 / 6)	NA% (0 / 0)	0.0% (0 / 10)	NA% (0 / 0)	6.6% (4 / 61)	6.2% (1 / 16)	3.2% (1 / 31)	14.3% (1 / 7)	0.0% (0 / 25)	0.0% (0 / 8)	(2523:1)(8021:1)(8065:1)(8503:1)(11590:1)		(3399:1)		(11950:2)(15789:1)				(750:1)(2955:3)	(2955:1)	(3636:1)	(3636:1)			
504	passed			160719	D5210	D2320	Lib.E.4982	Cap.H.1811	354	34	SP3848	E3541	sediment	production	AA163	Chagyrskaya Cave, Russia	Soil - Chagyrskaya layer 6C1 (vial 26: CHAG14-D6)	19.4	0.003302	588169	582145	1037	1.2	661	63.7	335	1.97	48.3	45.5	37.4-59.2	33.1-58.2	15.2-72.3	21.2-86.3	++	102	^^^56.5% (13 / 23)	20.0% (1 / 5)	^^^41.7% (10 / 24)	^^^75.0% (3 / 4)	^^^50.0% (6 / 12)	^^^100.0% (3 / 3)	0.0% (0 / 25)	0.0% (0 / 9)	^16.5% (16 / 97)	^24.0% (6 / 25)	0.0% (0 / 78)	0.0% (0 / 29)	0.0% (0 / 45)	0.0% (0 / 16)	(2056:2)(5580:1)(5840:1)(6452:1)(8021:1)(8065:1)(8461:1)(8503:1)(10750:1)(12474:1)(13889:1)(15443:1)	(5840:1)	(6260:1)(6410:2)(8764:1)(10532:1)(13707:2)(13801:1)(16037:2)	(10532:1)(13707:1)(16037:1)	(3808:2)(7746:2)(9027:1)(11950:1)	(3808:1)(7746:1)(11950:1)			(2955:15)(3747:1)	(2955:6)					
505	passed			160719	D5211	D2321	Lib.E.4983	Cap.H.1812	355	35	SP3848	E3541	sediment	production	AA163	Chagyrskaya Cave, Russia	Soil - Chagyrskaya layer 6C1 (vial 26: CHAG14-D6)	0.7	0.000109	665003	658888	1174	1.1	750	63.9	338	2.22	49.5	34.1	39.6-59.5	24.5-44.7	23.4-83.3	29.9-92.5	++	114	^^^37.5% (9 / 24)	0.0% (0 / 2)	^^^63.2% (12 / 19)	^66.7% (2 / 3)	^33.3% (4 / 12)	^^100.0% (2 / 2)	0.0% (0 / 19)	0.0% (0 / 8)	7.8% (8 / 103)	12.5% (4 / 32)	1.5% (1 / 68)	4.0% (1 / 25)	0.0% (0 / 51)	0.0% (0 / 14)	(2523:1)(4904:1)(7868:1)(7891:2)(8021:1)(12474:2)(13889:1)		(547:1)(5673:1)(6156:1)(6260:1)(6410:1)(10373:1)(11527:3)(13801:1)(15479:1)(15671:1)	(6410:1)(11527:1)	(3808:3)(15789:1)	(3808:2)			(2955:8)	(2955:4)	(9966:1)	(9966:1)			
506	passed			160719	D5212	D2322	Lib.E.4984	Cap.H.1813	356	36	SP3848	E3541	sediment	production	AA163	Chagyrskaya Cave, Russia	Soil - Chagyrskaya layer 6C1 (vial 26: CHAG14-D6)	0	0	698003	691717	1094	1.1	657	60.1	324	2.03	51.1	41.6	40.3-61.8	31.2-52.5	34.8-93.3	27.7-84.8	++	105	^^^31.6% (6 / 19)	0.0% (0 / 5)	^^^81.2% (13 / 16)	^^^100.0% (6 / 6)	^^^62.5% (5 / 8)	100.0% (1 / 1)	0.0% (0 / 23)	0.0% (0 / 7)	^^20.2% (19 / 94)	12.9% (4 / 31)	0.0% (0 / 53)	0.0% (0 / 11)	0.0% (0 / 24)	0.0% (0 / 9)	(5580:1)(8065:1)(10750:1)(12474:1)(13095:1)(15355:1)		(3399:1)(3414:1)(4532:1)(5673:1)(6260:1)(8365:1)(8764:1)(11527:1)(12070:3)(13801:1)(15226:1)	(3399:1)(3414:1)(5673:1)(12070:1)(13801:1)(15226:1)	(1406:2)(8986:2)(9456:1)	(9456:1)			(2955:19)	(2955:4)					
507	passed			160719	D5213	D2323	Lib.E.4985	Cap.H.1814	357	37	SP3848	E3541	sediment	production	AA163	Chagyrskaya Cave, Russia	Soil - Chagyrskaya layer 6C1 (vial 26: CHAG14-D6)	0	0	691128	684105	1152	1.0	664	57.6	321	2.07	49.3	31.6	37.2-61.4	21.4-43.3	0.0-84.2	0.0-41.0	++	88	^^^57.9% (11 / 19)	0.0% (0 / 4)	^^^76.9% (10 / 13)	^^^100.0% (5 / 5)	20.0% (2 / 10)	100.0% (1 / 1)	0.0% (0 / 20)	0.0% (0 / 4)	^^21.9% (16 / 73)	^20.8% (5 / 24)	0.0% (0 / 62)	0.0% (0 / 15)	2.8% (1 / 36)	0.0% (0 / 15)	(5580:4)(6641:1)(7868:1)(7891:1)(8065:1)(13656:1)(15443:2)		(3399:2)(3414:1)(4204:2)(4532:1)(10373:2)(13707:1)(13801:1)	(3399:1)(4204:2)(4532:1)(10373:1)	(7861:1)(11950:1)	(7861:1)			(2284:1)(2955:15)	(2284:1)(2955:4)			(4380:1)		
508	passed			160719	D5214	D2324	Lib.E.4986	Cap.H.1815	358	38	SP3848	E3541	sediment	production	AA163	Chagyrskaya Cave, Russia	Soil - Chagyrskaya layer 6C1 (vial 26: CHAG14-D6)	2.9	0.000535	542793	439618	157	13.3	110	70.1	4	27.50	N/A	N/A	N/A-N/A	N/A-N/A	N/A-N/A	N/A-N/A	-	0	NA% (0 / 0)	NA% (0 / 0)	0.0% (0 / 1)	NA% (0 / 0)	0.0% (0 / 1)	NA% (0 / 0)	0.0% (0 / 1)	NA% (0 / 0)	0.0% (0 / 3)	NA% (0 / 0)	0.0% (0 / 1)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)															
509	passed			160719	D5215	D2325	Lib.E.4987	Cap.H.1816	359	39	SP3833	E4031	sediment	production	AA163	Denisova Cave, Russia	Soil - Denisova cave, main gallery, layer 17  bulk eastside (vial 11: DCM14)	0	0	720813	713756	1810	1.4	1385	76.5	705	1.96	48.8	37.9	41.0-56.6	30.2-46.1	26.0-74.0	19.7-61.5	++	217	11.1% (5 / 45)	7.1% (1 / 14)	^^^83.9% (26 / 31)	^^^100.0% (7 / 7)	^^^91.7% (33 / 36)	^^^100.0% (10 / 10)	0.0% (0 / 48)	0.0% (0 / 15)	4.2% (9 / 215)	5.6% (4 / 72)	2.0% (3 / 151)	3.8% (2 / 52)	1.1% (1 / 93)	0.0% (0 / 30)	(4940:1)(6452:1)(8021:2)(13889:1)	(8021:1)	(547:2)(4204:1)(4532:1)(5673:1)(6260:1)(7106:2)(7424:2)(8365:3)(10532:1)(11527:2)(12070:1)(13707:3)(13801:3)(15226:2)(15479:1)	(547:1)(4204:1)(4532:1)(8365:3)(15226:1)	(1406:3)(3808:3)(6200:1)(7127:5)(7746:4)(8386:3)(8986:3)(9027:4)(9456:1)(11950:3)(15232:1)(15789:1)(16400:1)	(1406:1)(7127:1)(7746:1)(8386:2)(9027:1)(9456:1)(11950:1)(15232:1)(16400:1)			(750:1)(2955:4)(4991:1)(9884:1)(10172:1)(14311:1)	(750:1)(2955:1)(4991:1)(14311:1)	(736:2)(6917:1)	(736:2)	(7912:1)		
510	passed			160719	D5216	D2326	Lib.E.4988	Cap.H.1817	360	40	SP3833	E4031	sediment	production	AA163	Denisova Cave, Russia	Soil - Denisova cave, main gallery, layer 17  bulk eastside (vial 11: DCM14)	0	0	686713	679920	1697	1.3	1271	74.9	619	2.05	47.4	31.2	39.4-55.6	23.7-39.5	21.3-73.4	15.4-59.2	++	165	3.9% (2 / 51)	0.0% (0 / 12)	^^^88.2% (30 / 34)	^^^87.5% (7 / 8)	^^^64.3% (18 / 28)	^^^66.7% (6 / 9)	2.0% (1 / 49)	5.9% (1 / 17)	4.1% (8 / 195)	7.1% (4 / 56)	2.2% (3 / 135)	0.0% (0 / 38)	1.3% (1 / 77)	0.0% (0 / 12)	(7868:1)(7891:1)		(417:2)(547:2)(3399:2)(3414:1)(4204:1)(4532:1)(5673:1)(6156:1)(6410:1)(7424:2)(8365:2)(8764:1)(10373:1)(10532:1)(11527:2)(13707:3)(15226:1)(15850:2)(16037:2)(16139:1)	(3399:1)(3414:1)(4532:1)(7424:1)(13707:1)(15226:1)(15850:1)	(438:1)(1406:1)(3808:1)(3918:2)(7127:1)(7746:2)(8386:1)(8986:3)(9027:1)(9456:1)(10256:1)(11383:2)(15789:1)	(438:1)(3808:1)(3918:1)(7746:1)(10256:1)(11383:1)	(5585:1)	(5585:1)	(868:1)(1405:1)(2955:2)(3277:2)(8545:1)(12630:1)	(868:1)(1405:1)(2955:1)(3277:1)	(3888:1)(4959:1)(10196:1)		(11335:1)		
511	passed			160719	D5217	D2327	Lib.E.4989	Cap.H.1818	361	41	SP3833	E4031	sediment	production	AA163	Denisova Cave, Russia	Soil - Denisova cave, main gallery, layer 17  bulk eastside (vial 11: DCM14)	0	0	716466	709807	1796	1.4	1357	75.6	711	1.91	49.7	36.9	42.4-57.1	29.8-44.5	27.8-77.0	14.7-49.4	++	217	5.5% (3 / 55)	0.0% (0 / 14)	^^^90.2% (37 / 41)	^^^100.0% (15 / 15)	^^^75.0% (15 / 20)	^40.0% (2 / 5)	0.0% (0 / 55)	0.0% (0 / 12)	0.5% (1 / 204)	0.0% (0 / 77)	0.0% (0 / 158)	0.0% (0 / 56)	3.3% (3 / 90)	4.3% (1 / 23)	(2056:1)(5580:1)(6266:1)		(417:3)(3399:2)(3414:1)(4532:6)(5673:2)(6260:2)(7424:1)(8365:3)(8764:4)(10532:2)(11458:1)(11527:2)(13707:2)(15226:1)(15479:2)(15629:1)(15850:1)(16037:1)	(4532:3)(5673:1)(7424:1)(8365:1)(8764:1)(10532:2)(11527:1)(13707:1)(15479:2)(15629:1)(15850:1)	(1406:1)(3918:1)(7746:2)(7861:1)(8386:3)(8986:2)(9456:2)(15789:2)(16400:1)	(3918:1)(16400:1)			(11503:1)				(11335:1)(11518:1)(15326:1)	(11335:1)	
512	passed			160719	D5218	D2328	Lib.E.4990	Cap.H.1819	362	42	SP3833	E4031	sediment	production	AA163	Denisova Cave, Russia	Soil - Denisova cave, main gallery, layer 17  bulk eastside (vial 11: DCM14)	3.8	0.000715	531592	527083	1341	1.5	1027	76.6	630	1.63	56.3	29.7	48.6-63.8	22.5-37.8	22.3-95.7	6.4-47.6	++	201	12.5% (4 / 32)	0.0% (0 / 11)	^^^93.9% (31 / 33)	^^^90.0% (9 / 10)	^^^80.0% (16 / 20)	^^^100.0% (5 / 5)	0.0% (0 / 36)	0.0% (0 / 11)	1.1% (2 / 185)	0.0% (0 / 72)	0.7% (1 / 139)	0.0% (0 / 52)	3.5% (3 / 85)	0.0% (0 / 28)	(7868:1)(7891:1)(11590:2)		(547:2)(3399:2)(3414:1)(4204:1)(4532:1)(5673:1)(6156:2)(6260:2)(6410:1)(7106:1)(7424:1)(8365:1)(10373:1)(10532:2)(11527:1)(12070:1)(13707:1)(15629:4)(15671:1)(15850:2)(16037:2)	(547:1)(3399:2)(3414:1)(4532:1)(11527:1)(13707:1)(15629:1)(15671:1)	(438:1)(1406:1)(3918:3)(6200:1)(7127:1)(7861:1)(8986:1)(9027:1)(9456:2)(10256:1)(11950:1)(15232:1)(15789:1)	(438:1)(3918:1)(8986:1)(9456:1)(15232:1)			(3747:1)(14950:1)		(10742:1)		(5601:1)(13365:1)(13983:1)		
513	passed			160719	D5219	D2329	Lib.E.4991	Cap.H.1820	363	43	SP3833	E4031	sediment	production	AA163	Denisova Cave, Russia	Soil - Denisova cave, main gallery, layer 17  bulk eastside (vial 11: DCM14)	4.6	0.000723	632636	626660	1738	1.6	1368	78.7	782	1.75	42.9	39.5	35.9-50.1	32.3-47.2	27.2-72.8	22.1-63.4	++	219	6.5% (3 / 46)	0.0% (0 / 13)	^^^88.6% (39 / 44)	^^^91.7% (11 / 12)	^^^89.2% (33 / 37)	^^^100.0% (11 / 11)	0.0% (0 / 56)	0.0% (0 / 11)	2.4% (5 / 212)	0.0% (0 / 60)	0.7% (1 / 146)	0.0% (0 / 36)	1.0% (1 / 98)	0.0% (0 / 23)	(6641:1)(11590:2)		(417:1)(547:1)(3399:4)(3414:2)(4204:1)(4532:2)(6156:4)(6260:2)(8365:2)(8764:1)(10373:3)(10532:3)(11527:2)(12070:1)(13801:2)(15226:2)(15479:1)(15671:1)(15850:2)(16037:2)	(3399:1)(4204:1)(6156:3)(6260:1)(8764:1)(10532:1)(13801:1)(15226:1)(15850:1)	(438:1)(1406:2)(3808:3)(3918:2)(6200:4)(7127:2)(7861:1)(8386:3)(8986:2)(9027:1)(9456:2)(10256:1)(11383:3)(15232:2)(15789:3)(16400:1)	(3808:1)(3918:1)(6200:1)(7127:1)(7861:1)(8986:1)(9456:1)(10256:1)(15232:1)(15789:2)			(2955:2)(7789:1)(8140:1)(8152:1)		(4659:1)		(5601:1)		
514	passed			160719	D5220	D2330	Lib.E.4992	Cap.H.1821	364	44	SP3833	E4031	sediment	production	AA163	Denisova Cave, Russia	Soil - Denisova cave, main gallery, layer 17  bulk eastside (vial 11: DCM14)	0.8	0.000178	458576	382924	0	0.0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	-	0	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)															
515	passed			160719	D5221	D2331	Lib.E.4993	Cap.H.1822	365	45	SP3833	E4031	sediment	production	AA163	Denisova Cave, Russia	Soil - Denisova cave, main gallery, layer 17  bulk eastside (vial 11: DCM14)	5.4	0.000867	624091	618336	1704	1.6	1352	79.3	720	1.88	42.9	35.6	35.8-50.1	28.5-43.2	21.8-66.0	17.2-55.7	++	224	^12.9% (8 / 62)	7.7% (1 / 13)	^^^81.8% (27 / 33)	^^^88.9% (8 / 9)	^^^92.6% (25 / 27)	^^^100.0% (9 / 9)	0.0% (0 / 62)	0.0% (0 / 20)	2.5% (5 / 203)	1.6% (1 / 62)	0.5% (1 / 185)	0.0% (0 / 65)	1.3% (1 / 78)	0.0% (0 / 22)	(2523:1)(6641:1)(7868:1)(7891:1)(8021:1)(15649:2)(15667:1)	(2523:1)	(417:1)(4532:2)(5673:1)(6156:2)(6260:1)(7106:1)(10373:2)(10532:3)(11458:1)(12070:2)(13707:2)(15479:1)(15629:3)(15671:2)(16037:3)	(4532:1)(6156:1)(10532:1)(12070:2)(13707:1)(15629:1)(16037:1)	(438:2)(1406:1)(3808:1)(3918:3)(6200:1)(7127:2)(7861:2)(8986:2)(9027:2)(9456:3)(10256:1)(11383:1)(11950:1)(15789:1)(16400:2)	(3918:2)(7127:1)(7861:1)(8986:1)(9027:1)(9456:2)(10256:1)			(2955:1)(3277:1)(4991:1)(8140:1)(8152:1)	(2955:1)	(6917:1)		(4113:1)		
