DB_entry	QC	QC_comment	Comments	RunID	IndexLibID	CapLibID	IndexLibIDCoreDB	CapLibIDCoreDB	p7	p5	SampleID	ExtractID	SampleType	ExperimentType	ProbeSet	Site	Description	CC_reads	CC_percent	RawSeqs	FilteredL35	Identified	%Hominid	Mapped	%Mapped	Unique	Duplication_Rate	5'CT	3'CT	5'CT(95%CI)	3'CT(95%CI)	cond5'CT(95%CI)	cond3'CT(95%CI)	Ancient	Deaminated(term3)	H_support	H_support_deam	N-HST_support	N-HST_support_deam	N_support	N_support_deam	HST_support	HST_support_deam	D-S_support	D-S_support_deam	D_support	D_support_deam	S_support	S_support_deam	H_der	H_deam_der	N-HST_der	N-HST_deam_der	N_der	N_deam_der	HST_der	HST_deam_der	D-S_der	D-S_deam_der	D_der	D_deam_der	S_der	S_deam_der	Unnamed: 64
16162			inclDenSedEZ2021	191118_D00829_0295.lane5	A27290	B32916	Lib.G.2764	Cap.F.128	1099	1267	SP6850	E17066	sediment	verifying	AA163	Denisova Cave, Russia	Denisova Main Chamber (3/4) M196 Layer 12.2? lysate aliquot 3	0.0	0.0	2496590.0	2473211.0	118254.0	39.2	115416.0	97.6	32566.0	3.54	1.2	0.4	0.9-1.5	0.3-0.6	2.8-60.0	1.2-30.4	-	292.0	^^^99.4% (4491 / 4518)	^^^98.2% (56 / 57)	3.5% (141 / 3976)	2.4% (1 / 41)	0.0% (0 / 2461)	0.0% (0 / 23)	0.1% (3 / 3939)	3.1% (1 / 32)	1.2% (142 / 11543)	3.6% (3 / 84)	0.1% (13 / 9044)	0.0% (0 / 78)	0.1% (4 / 6125)	0.0% (0 / 32)	(2056:158)(2523:147)(2831:179)(4904:110)(4940:146)(5387:96)(5580:198)(5821:142)(5840:137)(6266:111)(6452:141)(6641:97)(7868:126)(7891:134)(8021:156)(8065:206)(8461:77)(8503:131)(9325:146)(9869:123)(10307:130)(10324:123)(10750:131)(11590:143)(12474:137)(13095:70)(13359:144)(13656:81)(13889:128)(15148:141)(15355:141)(15443:126)(15649:113)(15667:122)	(2523:3)(2831:4)(4904:2)(4940:2)(6266:1)(8021:6)(8065:7)(8461:4)(8503:1)(9325:9)(9869:1)(10307:3)(10324:4)(10750:2)(13359:1)(13656:1)(13889:2)(15148:1)(15355:1)(15443:1)	(547:1)(6260:1)(6410:2)(11527:1)(13707:1)(15226:135)	(15226:1)			(5585:1)(11233:1)(12771:1)	(12771:1)	(750:3)(868:1)(1009:1)(1405:1)(2955:5)(3714:2)(4914:1)(6483:1)(7232:1)(7316:2)(8140:2)(8152:2)(8203:3)(8545:1)(8677:1)(9168:1)(11016:1)(11147:1)(11983:1)(12528:4)(12714:1)(12801:1)(13968:2)(14311:2)(14605:100)(14956:1)	(13968:1)(14311:2)	(534:1)(928:1)(2402:1)(2404:2)(3832:1)(3870:1)(4047:1)(12921:1)(14662:1)(15562:1)(16527:2)		(7912:1)(10601:2)(14384:1)		
16163			inclDenSedEZ2021	191118_D00829_0295.lane5	A27291	B32917	Lib.G.2765	Cap.F.129	1100	1268	SP6855	E17067	sediment	verifying	AA163	Denisova Cave, Russia	Denisova Main Chamber (3/4) M201 Layer 11.3 lysate aliquot 3	0.0	0.0	3815898.0	3778180.0	2718.0	0.7	1658.0	61.0	338.0	4.91	37.2	9.8	27.0-48.3	4.6-17.8	0.0-97.5	0.0-36.9	+	67.0	^^^97.3% (36 / 37)	^^^100.0% (11 / 11)	7.7% (2 / 26)	28.6% (2 / 7)	0.0% (0 / 21)	0.0% (0 / 6)	0.0% (0 / 23)	0.0% (0 / 6)	^15.9% (14 / 88)	^28.6% (4 / 14)	^12.9% (8 / 62)	18.2% (2 / 11)	2.2% (1 / 45)	0.0% (0 / 8)	(2056:1)(2523:1)(4904:1)(4940:2)(5387:1)(5580:1)(6266:3)(6452:1)(6641:1)(7868:2)(7891:3)(8021:1)(9325:1)(9869:1)(10307:2)(10324:2)(11590:1)(13095:1)(13359:2)(13656:1)(13889:1)(15148:1)(15355:2)(15443:1)(15649:1)(15667:1)	(4940:1)(5387:1)(7868:1)(7891:2)(8021:1)(11590:1)(13889:1)(15148:1)(15355:1)(15443:1)	(3399:1)(3414:1)	(3399:1)(3414:1)					(750:1)(2955:4)(3277:1)(8140:1)(8152:1)(9060:1)(9434:1)(9527:1)(11147:1)(12801:2)	(2955:1)(8140:1)(8152:1)(11147:1)	(736:1)(3957:1)(4622:1)(4659:1)(6566:1)(7621:1)(13434:1)(14757:1)	(3957:1)(6566:1)	(15640:1)		
16166			inclDenSedEZ2021	191118_D00829_0295.lane5	A27296	B32920	Lib.G.2770	Cap.F.132	1001	1169	SP6865	E17070	sediment	verifying	AA163	Denisova Cave, Russia	Denisova Main Chamber (3/4) M211 Layer 12.2? lysate aliquot 3	0.0	0.0	2718415.0	2691792.0	1609.0	0.6	973.0	60.5	396.0	2.46	28.7	19.4	19.9-39.0	11.9-28.9	5.3-85.3	3.7-71.0	++	72.0	^^^46.9% (15 / 32)	0.0% (0 / 5)	^^^42.9% (15 / 35)	^^100.0% (2 / 2)	16.7% (3 / 18)	50.0% (1 / 2)	0.0% (0 / 25)	0.0% (0 / 7)	^^^20.5% (25 / 122)	^20.0% (4 / 20)	3.9% (3 / 76)	8.3% (1 / 12)	0.0% (0 / 52)	0.0% (0 / 7)	(2523:1)(4904:1)(4940:1)(5840:1)(6641:1)(9869:1)(10750:2)(12474:1)(15148:3)(15355:1)(15649:1)(15667:1)		(3399:1)(3414:1)(4532:1)(5673:1)(6156:1)(6260:1)(7106:1)(8764:1)(10373:1)(10532:1)(11458:1)(13707:1)(13801:1)(15629:1)(15671:1)	(4532:1)(10373:1)	(3918:1)(7127:1)(9456:1)	(3918:1)			(2955:20)(6483:1)(8545:1)(10670:1)(13968:1)(14311:1)	(2955:3)(13968:1)	(7741:1)(12193:1)(14662:1)	(14662:1)			
16167			inclDenSedEZ2021	191118_D00829_0295.lane5	A27297	B32921	Lib.G.2771	Cap.F.133	1002	1170	SP6873	E17071	sediment	verifying	AA163	Denisova Cave, Russia	Denisova Main Chamber (3/4) M219 Layer 11.2 lysate aliquot 3	0.0	0.0	3691040.0	3657296.0	1842.0	0.8	1252.0	68.0	465.0	2.69	42.2	25.0	31.9-53.1	17.2-34.3	6.8-93.2	3.7-71.0	++	87.0	^^^51.4% (18 / 35)	0.0% (0 / 5)	^^^58.1% (18 / 31)	^^^80.0% (4 / 5)	^^^37.5% (6 / 16)	^^^50.0% (3 / 6)	0.0% (0 / 29)	0.0% (0 / 5)	7.0% (9 / 128)	6.2% (2 / 32)	1.1% (1 / 89)	5.6% (1 / 18)	1.5% (1 / 67)	0.0% (0 / 12)	(2523:1)(4904:1)(4940:1)(5840:2)(7868:1)(7891:1)(8021:1)(9325:1)(9869:1)(10324:1)(11590:1)(12474:2)(13359:1)(13889:2)(15148:1)		(547:1)(3399:2)(3414:2)(4532:2)(6260:1)(10373:2)(11527:1)(13801:3)(15479:1)(15629:2)(16037:1)	(3399:1)(6260:1)(13801:1)(15629:1)	(3808:1)(7127:1)(9456:1)(16400:3)	(3808:1)(9456:1)(16400:1)			(2955:6)(8152:1)(10670:1)(14839:1)	(2955:1)(10670:1)	(10196:1)	(10196:1)	(6368:1)		
16168			inclDenSedEZ2021	191118_D00829_0295.lane5	A27298	B32922	Lib.G.2772	Cap.F.134	1003	1171	SP6889	E17072	sediment	verifying	AA163	Denisova Cave, Russia	Denisova Main Chamber (4/4) M235 Layer 14 lysate aliquot 3	0.0	0.0	888622.0	878400.0	813.0	1.7	658.0	80.9	186.0	3.54	37.8	29.2	23.8-53.5	17.0-44.1	0.6-80.6	0.5-71.6	++	46.0	18.2% (2 / 11)	0.0% (0 / 3)	^^^42.1% (8 / 19)	0.0% (0 / 3)	^^^80.0% (4 / 5)	NA% (0 / 0)	0.0% (0 / 16)	0.0% (0 / 2)	8.2% (5 / 61)	0.0% (0 / 15)	3.4% (1 / 29)	0.0% (0 / 7)	0.0% (0 / 22)	0.0% (0 / 6)	(2523:1)(4940:1)		(417:2)(5673:1)(8365:1)(13707:1)(13801:2)(15850:1)		(7127:1)(9027:1)(11950:2)				(3496:1)(6242:1)(6483:1)(6485:1)(8203:1)		(3870:1)				
16169			inclDenSedEZ2021	191118_D00829_0295.lane5	A27299	B32923	Lib.G.2773	Cap.F.135	1004	1172	SP6890	E17073	sediment	verifying	AA163	Denisova Cave, Russia	Denisova Main Chamber (4/4) M236 Layer 12.3 lysate aliquot 3	0.0	0.0	1996142.0	1981090.0	1295.0	0.5	630.0	48.6	288.0	2.19	34.4	24.5	22.9-47.3	13.8-38.3	0.0-84.2	0.0-84.2	++	58.0	0.0% (0 / 12)	0.0% (0 / 2)	^^^87.5% (14 / 16)	100.0% (1 / 1)	^^^80.0% (8 / 10)	^^100.0% (2 / 2)	0.0% (0 / 25)	0.0% (0 / 2)	7.0% (5 / 71)	11.8% (2 / 17)	3.4% (2 / 58)	0.0% (0 / 15)	0.0% (0 / 24)	0.0% (0 / 2)			(3399:3)(3414:3)(4204:1)(4532:1)(7106:1)(7424:1)(15226:2)(15850:1)(16037:1)	(4532:1)	(1406:2)(6200:1)(11383:1)(15232:2)(15789:2)	(15789:2)			(868:1)(2955:1)(3277:1)(14839:1)(15100:1)	(2955:1)(15100:1)	(5270:1)(10966:1)				
16170			inclDenSedEZ2021	191118_D00829_0295.lane5	A27300	B32924	Lib.G.2774	Cap.F.136	1005	1173	SP6903	E17074	sediment	verifying	AA163	Denisova Cave, Russia	Denisova Main Chamber (4/4) M249 Layer 12.2 lysate aliquot 3	0.0	0.0	1556384.0	1542045.0	489.0	0.2	168.0	34.4	82.0	2.05	33.3	27.3	7.5-70.1	6.0-61.0	0.0-97.5	N/A-N/A	-	18.0	0.0% (0 / 4)	NA% (0 / 0)	25.0% (1 / 4)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	0.0% (0 / 4)	NA% (0 / 0)	^^^53.3% (8 / 15)	0.0% (0 / 2)	^^^60.0% (3 / 5)	100.0% (1 / 1)	0.0% (0 / 13)	NA% (0 / 0)			(13707:1)						(2955:6)(3496:1)(7789:1)		(5447:1)(7609:1)(7621:1)	(5447:1)			
16171			inclDenSedEZ2021	191118_D00829_0295.lane5	A27301	B32925	Lib.G.2775	Cap.F.137	1006	1174	SP6905	E17075	sediment	verifying	AA163	Denisova Cave, Russia	Denisova Main Chamber (4/4) M251 Layer 11.4 lysate aliquot 3	0.0	0.0	870741.0	860065.0	2330.0	3.2	2170.0	93.1	516.0	4.21	30.4	19.5	22.5-39.3	13.2-27.3	2.5-55.6	2.3-51.8	++	98.0	^^^100.0% (50 / 50)	^^^100.0% (12 / 12)	0.0% (0 / 58)	0.0% (0 / 14)	7.7% (2 / 26)	0.0% (0 / 2)	0.0% (0 / 50)	0.0% (0 / 12)	1.9% (3 / 156)	0.0% (0 / 32)	0.8% (1 / 118)	0.0% (0 / 33)	1.3% (1 / 77)	0.0% (0 / 16)	(2523:1)(2831:2)(4940:1)(5387:1)(5580:2)(5821:1)(5840:2)(6266:5)(6452:1)(7868:4)(7891:2)(8021:1)(8065:1)(8461:1)(9325:1)(9869:1)(10307:3)(10324:1)(10750:2)(11590:1)(12474:2)(13095:1)(13359:2)(13656:2)(15148:2)(15355:1)(15443:3)(15649:2)(15667:1)	(2831:1)(5580:1)(5821:1)(5840:1)(6266:1)(9869:1)(10307:2)(10324:1)(13656:1)(15355:1)(15443:1)			(1406:1)(7746:1)				(2955:3)		(13923:1)		(15640:1)		
16172			inclDenSedEZ2021	191118_D00829_0295.lane5	A27302	B32926	Lib.G.2776	Cap.F.138	1007	1175	SP6912	E17076	sediment	verifying	AA163	Denisova Cave, Russia	Denisova Main Chamber (4/4) M258 Layer 11.2 lysate aliquot 3	0.0	0.0	1504171.0	1484218.0	3265.0	2.3	2851.0	87.3	431.0	6.61	32.3	19.7	23.3-42.5	12.9-28.0	0.0-41.0	0.0-24.7	++	88.0	^^^100.0% (49 / 49)	^^^100.0% (10 / 10)	0.0% (0 / 36)	0.0% (0 / 8)	0.0% (0 / 29)	0.0% (0 / 6)	0.0% (0 / 28)	0.0% (0 / 5)	2.3% (3 / 133)	0.0% (0 / 35)	0.0% (0 / 131)	0.0% (0 / 24)	0.0% (0 / 79)	0.0% (0 / 15)	(2056:2)(2523:1)(2831:4)(4904:1)(4940:5)(5387:1)(5580:2)(5821:2)(5840:2)(6266:1)(6452:3)(6641:1)(7868:2)(7891:1)(8021:2)(8065:3)(9325:1)(9869:2)(10307:1)(10750:3)(12474:1)(13656:2)(13889:1)(15148:3)(15443:1)(15667:1)	(2056:1)(2831:1)(4940:2)(5387:1)(6452:1)(7868:1)(8021:1)(10750:1)(15148:1)							(2955:3)						
16173			inclDenSedEZ2021	191118_D00829_0295.lane5	A27303	B32927	Lib.G.2777	Cap.F.139	1008	1176	SP6917	E17077	sediment	verifying	AA163	Denisova Cave, Russia	Denisova Main Chamber (4/4) M263 Layer 12.2 lysate aliquot 3	0.0	0.0	6754089.0	6679940.0	2200.0	0.2	480.0	21.8	169.0	2.84	50.0	21.4	32.9-67.1	10.3-36.8	2.5-100.0	0.6-80.6	++	41.0	0.0% (0 / 3)	NA% (0 / 0)	0.0% (0 / 2)	NA% (0 / 0)	0.0% (0 / 1)	0.0% (0 / 1)	0.0% (0 / 3)	0.0% (0 / 1)	^^53.1% (17 / 32)	^^57.1% (4 / 7)	0.0% (0 / 8)	0.0% (0 / 1)	0.0% (0 / 7)	0.0% (0 / 1)									(2955:16)(6242:1)	(2955:4)					
18354			inclDenSedEZ2021	200316_D00829_0327.lane1	A32271	B38363	Lib.G.5379	Cap.F.2689	1056	1080	SP6850	E19249	sediment	screening	AA163	Denisova Cave, Russia	Denisova Cave, Russia_Denisova Main Chamber (3/4) M196 Layer 12.2?, New Sed Aliquot 1, Lys9888 Aliquot 1	0.0	0.0	345481.0	342212.0	181.0	0.3	63.0	34.8	53.0	1.19	55.6	23.1	21.2-86.3	5.0-53.8	2.5-100.0	2.5-100.0	+	14.0	NA% (0 / 0)	NA% (0 / 0)	0.0% (0 / 3)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	0.0% (0 / 2)	NA% (0 / 0)	^^88.9% (8 / 9)	^^100.0% (2 / 2)	0.0% (0 / 2)	0.0% (0 / 1)	NA% (0 / 0)	NA% (0 / 0)									(1009:1)(2955:7)	(1009:1)(2955:1)					
18355			inclDenSedEZ2021	200316_D00829_0327.lane1	A32272	B38364	Lib.G.5380	Cap.F.2690	1305	1329	SP6850	E19250	sediment	screening	AA163	Denisova Cave, Russia	Denisova Cave, Russia_Denisova Main Chamber (3/4) M196 Layer 12.2?, New Sed Aliquot 2, Lys9889 Aliquot 1	0.0	0.0	1249304.0	1239538.0	932.0	0.5	321.0	34.4	207.0	1.55	50.0	26.0	34.9-65.1	14.6-40.3	19.4-99.4	11.8-88.2	++	49.0	^25.0% (3 / 12)	^66.7% (2 / 3)	8.3% (1 / 12)	NA% (0 / 0)	0.0% (0 / 7)	0.0% (0 / 3)	0.0% (0 / 10)	NA% (0 / 0)	^^^57.6% (19 / 33)	^^100.0% (6 / 6)	^^^41.7% (10 / 24)	^^^55.6% (5 / 9)	0.0% (0 / 24)	0.0% (0 / 7)	(6641:1)(8065:1)(15148:1)	(6641:1)(15148:1)	(8764:1)						(868:1)(2284:1)(2955:6)(3714:1)(3747:1)(7232:2)(9254:1)(10670:1)(11147:2)(13968:1)(14073:1)(14950:1)	(2955:4)(7232:2)	(534:1)(3636:1)(3957:1)(4622:2)(8008:1)(9566:1)(10966:1)(12561:1)(14954:1)	(3636:1)(3957:1)(4622:1)(8008:1)(9566:1)			
18356			inclDenSedEZ2021	200316_D00829_0327.lane1	A32273	B38365	Lib.G.5381	Cap.F.2691	1306	1330	SP6850	E19251	sediment	screening	AA163	Denisova Cave, Russia	Denisova Cave, Russia_Denisova Main Chamber (3/4) M196 Layer 12.2?, New Sed Aliquot 3, Lys9890 Aliquot 1	0.0	0.0	1673914.0	1662033.0	1135.0	0.6	551.0	48.5	312.0	1.77	50.0	27.8	37.0-63.0	17.9-39.6	0.5-71.6	0.3-48.2	++	79.0	15.4% (2 / 13)	0.0% (0 / 2)	0.0% (0 / 17)	0.0% (0 / 2)	7.1% (1 / 14)	0.0% (0 / 5)	0.0% (0 / 21)	0.0% (0 / 3)	^^^78.1% (57 / 73)	^^^71.4% (10 / 14)	^^^67.4% (29 / 43)	^^^100.0% (4 / 4)	0.0% (0 / 21)	0.0% (0 / 1)	(2523:1)(15667:1)				(7127:1)				(486:1)(750:2)(1761:1)(2955:16)(3714:1)(3978:2)(4991:1)(5474:1)(7789:1)(8203:2)(9060:1)(9168:1)(9254:2)(9434:1)(9839:1)(9884:1)(9899:1)(10172:4)(10670:1)(11503:1)(11983:1)(12001:1)(12064:2)(12756:2)(12801:2)(14020:1)(14073:1)(15100:3)(15250:1)(15742:1)	(2955:5)(3978:1)(10172:3)(10670:1)	(534:2)(736:1)(928:2)(3832:1)(3870:1)(3957:1)(4659:1)(5021:1)(5270:1)(5447:2)(5516:1)(5539:2)(6566:2)(9566:1)(9932:1)(9966:1)(10742:1)(10966:1)(12561:1)(13528:1)(13896:1)(13923:1)(14662:1)(16527:1)	(534:1)(3957:1)(10742:1)(10966:1)			
18357			inclDenSedEZ2021	200316_D00829_0327.lane1	A32274	B38366	Lib.G.5382	Cap.F.2692	1307	1331	SP6850	E19252	sediment	screening	AA163	Denisova Cave, Russia	Denisova Cave, Russia_Denisova Main Chamber (3/4) M196 Layer 12.2?, New Sed Aliquot 4, Lys9891 Aliquot 1	0.0	0.0	3081039.0	3063625.0	2127.0	0.3	501.0	23.6	275.0	1.82	50.8	23.5	37.7-63.9	14.1-35.4	29.2-100.0	8.5-75.5	++	77.0	^^^62.5% (5 / 8)	NA% (0 / 0)	12.5% (2 / 16)	33.3% (1 / 3)	0.0% (0 / 7)	0.0% (0 / 1)	0.0% (0 / 10)	0.0% (0 / 3)	^^^49.2% (32 / 65)	^27.8% (5 / 18)	^^^39.5% (15 / 38)	^^^44.4% (4 / 9)	4.8% (1 / 21)	0.0% (0 / 3)	(5840:1)(11590:1)(15148:3)		(5673:1)(11458:1)	(5673:1)					(750:1)(868:1)(1761:1)(2955:12)(3277:1)(3714:2)(7232:1)(9060:1)(9168:1)(9434:3)(10172:1)(11016:1)(11147:1)(12001:1)(12064:1)(12420:1)(12630:1)(16070:1)	(2955:2)(7232:1)(9434:1)(12630:1)	(736:2)(928:1)(3357:1)(3636:1)(5539:1)(6566:1)(8784:1)(10196:1)(10966:1)(11549:1)(11551:1)(12375:1)(13923:1)(16487:1)	(3636:1)(5539:1)(8784:1)(10966:1)	(6368:1)		
18358			inclDenSedEZ2021	200316_D00829_0327.lane1	A32275	B38367	Lib.G.5383	Cap.F.2693	1308	1332	SP6850	E19253	sediment	screening	AA163	Denisova Cave, Russia	Denisova Cave, Russia_Denisova Main Chamber (3/4) M196 Layer 12.2?, New Sed Aliquot 5, Lys9892 Aliquot 1	0.0	0.0	3881043.0	3848031.0	2418.0	0.3	557.0	23.0	275.0	2.03	42.9	22.8	30.5-56.0	14.1-33.6	9.4-99.2	3.7-71.0	++	76.0	^^36.4% (4 / 11)	50.0% (1 / 2)	0.0% (0 / 9)	0.0% (0 / 3)	^30.0% (3 / 10)	0.0% (0 / 2)	0.0% (0 / 14)	0.0% (0 / 1)	^^^35.5% (22 / 62)	^22.2% (4 / 18)	^^^28.2% (11 / 39)	^^^36.4% (4 / 11)	0.0% (0 / 17)	0.0% (0 / 3)	(5580:1)(15148:3)	(15148:1)			(3918:1)(7861:1)(16400:1)				(2284:1)(2955:9)(6242:1)(7232:1)(8203:1)(9060:1)(9168:1)(10223:1)(11147:1)(12064:1)(12630:1)(14605:1)(15100:1)(15490:1)	(2955:3)(6242:1)	(928:2)(3636:1)(4622:1)(4659:1)(5270:1)(7609:1)(10196:1)(12921:1)(15562:1)(16487:1)	(928:1)(4622:1)(4659:1)(7609:1)			
18359			inclDenSedEZ2021	200316_D00829_0327.lane1	A32276	B38368	Lib.G.5384	Cap.F.2694	1309	1333	SP6864	E19254	sediment	screening	AA163	Denisova Cave, Russia	Denisova Cave, Russia_Denisova Main Chamber (3/4) M210 Layer 12.2?, New Sed Aliquot 1, Lys9893 Aliquot 1	0.0	0.0	982379.0	973495.0	844.0	0.7	392.0	46.4	238.0	1.65	35.3	29.3	22.4-49.9	19.4-41.0	14.7-94.7	8.5-75.5	++	55.0	^^^62.5% (5 / 8)	0.0% (0 / 1)	^42.9% (3 / 7)	NA% (0 / 0)	0.0% (0 / 7)	NA% (0 / 0)	0.0% (0 / 19)	0.0% (0 / 6)	^^26.9% (18 / 67)	16.7% (2 / 12)	2.9% (1 / 34)	0.0% (0 / 1)	0.0% (0 / 28)	0.0% (0 / 6)	(2056:1)(2523:1)(6266:2)(15443:1)		(5673:1)(13801:1)(16139:1)						(2955:17)(4991:1)	(2955:2)	(15562:1)				
18360			inclDenSedEZ2021	200316_D00829_0327.lane1	A32277	B38369	Lib.G.5385	Cap.F.2695	1310	1334	SP6864	E19255	sediment	screening	AA163	Denisova Cave, Russia	Denisova Cave, Russia_Denisova Main Chamber (3/4) M210 Layer 12.2?, New Sed Aliquot 2, Lys9894 Aliquot 1	0.0	0.0	2974043.0	2948471.0	2936.0	0.9	1631.0	55.6	911.0	1.79	43.2	30.8	36.4-50.1	24.9-37.3	15.2-64.6	8.3-41.0	++	242.0	13.0% (6 / 46)	11.1% (1 / 9)	^^^83.0% (44 / 53)	^^^73.3% (11 / 15)	^^^86.7% (26 / 30)	^^^90.0% (9 / 10)	0.0% (0 / 56)	0.0% (0 / 13)	^^^15.4% (44 / 285)	6.7% (5 / 75)	2.6% (4 / 156)	0.0% (0 / 45)	1.0% (1 / 100)	0.0% (0 / 32)	(2056:1)(10307:1)(10324:1)(10750:1)(11590:2)	(11590:1)	(547:2)(3399:1)(3414:1)(4204:2)(4532:1)(5673:2)(6156:5)(6260:3)(7106:2)(7424:1)(8365:1)(8764:1)(10373:2)(10532:3)(11458:2)(11527:1)(13707:3)(13801:4)(15226:2)(15479:3)(15671:2)	(5673:1)(6156:1)(6260:1)(7106:1)(7424:1)(13707:1)(13801:3)(15479:2)	(1406:1)(3808:3)(3918:2)(6200:1)(7127:2)(7746:2)(8386:1)(8986:2)(9027:3)(9456:1)(10256:1)(11950:1)(15232:1)(15789:2)(16400:3)	(3918:2)(7127:1)(7746:1)(8986:1)(9027:2)(11950:1)(16400:1)			(750:1)(2955:40)(7789:1)(8152:1)(10670:1)	(2955:4)(10670:1)	(3636:1)(6917:1)(13528:1)(13923:1)		(11518:1)		
18362			inclDenSedEZ2021	200316_D00829_0327.lane1	A32279	B38371	Lib.G.5387	Cap.F.2697	1312	1336	SP6864	E19257	sediment	screening	AA163	Denisova Cave, Russia	Denisova Cave, Russia_Denisova Main Chamber (3/4) M210 Layer 12.2?, New Sed Aliquot 3, Lys9896 Aliquot 1	0.0	0.0	1022452.0	1014233.0	651.0	0.5	291.0	44.7	190.0	1.53	47.1	32.6	29.8-64.9	19.1-48.5	1.3-98.7	0.6-80.6	++	48.0	^^^38.5% (5 / 13)	0.0% (0 / 2)	^^^54.5% (6 / 11)	100.0% (1 / 1)	25.0% (1 / 4)	100.0% (1 / 1)	0.0% (0 / 12)	NA% (0 / 0)	7.3% (3 / 41)	0.0% (0 / 7)	3.2% (1 / 31)	0.0% (0 / 6)	0.0% (0 / 19)	0.0% (0 / 4)	(4904:1)(5840:1)(10324:1)(13359:1)(15148:1)		(3399:1)(3414:1)(6156:1)(10373:2)(13707:1)	(6156:1)	(11950:1)	(11950:1)			(2955:2)(6483:1)		(12193:1)				
18363			inclDenSedEZ2021	200316_D00829_0327.lane1	A32280	B38372	Lib.G.5388	Cap.F.2698	1217	1241	SP6864	E19258	sediment	screening	AA163	Denisova Cave, Russia	Denisova Cave, Russia_Denisova Main Chamber (3/4) M210 Layer 12.2?, New Sed Aliquot 4, Lys9897 Aliquot 1	0.0	0.0	1932661.0	1920646.0	1194.0	0.4	400.0	33.5	220.0	1.82	18.2	9.1	8.2-32.7	2.5-21.7	0.0-97.5	0.0-70.8	-	30.0	^^^40.0% (4 / 10)	0.0% (0 / 2)	^^^54.5% (6 / 11)	NA% (0 / 0)	14.3% (1 / 7)	NA% (0 / 0)	0.0% (0 / 9)	NA% (0 / 0)	^^^34.3% (23 / 67)	^33.3% (4 / 12)	3.3% (1 / 30)	0.0% (0 / 2)	12.5% (2 / 16)	0.0% (0 / 1)	(2056:1)(8021:1)(8461:1)(9325:1)		(417:1)(4204:1)(5673:1)(10532:2)(15479:1)		(438:1)				(2955:21)(6935:1)(8203:1)	(2955:3)(8203:1)	(15562:1)		(7912:1)(14384:1)		
18364			inclDenSedEZ2021	200316_D00829_0327.lane1	A32281	B38373	Lib.G.5389	Cap.F.2699	1218	1242	SP6864	E19259	sediment	screening	AA163	Denisova Cave, Russia	Denisova Cave, Russia_Denisova Main Chamber (3/4) M210 Layer 12.2?, New Sed Aliquot 5, Lys9898 Aliquot 1	0.0	0.0	1545233.0	1534870.0	1086.0	0.4	377.0	34.7	173.0	2.18	33.3	27.8	20.0-49.0	16.5-41.6	0.0-97.5	0.0-84.2	++	41.0	50.0% (1 / 2)	NA% (0 / 0)	^40.0% (2 / 5)	50.0% (1 / 2)	0.0% (0 / 1)	NA% (0 / 0)	0.0% (0 / 14)	0.0% (0 / 2)	^^^37.3% (19 / 51)	^26.3% (5 / 19)	0.0% (0 / 30)	0.0% (0 / 6)	0.0% (0 / 11)	0.0% (0 / 2)	(8021:1)		(3414:1)(11527:1)	(3414:1)					(2955:17)(3277:1)(8140:1)	(2955:5)					
18366			inclDenSedEZ2021	200316_D00829_0327.lane1	A32285	B38375	Lib.G.5393	Cap.F.2701	1222	1246	SP6865	E19261	sediment	screening	AA163	Denisova Cave, Russia	Denisova Cave, Russia_Denisova Main Chamber (3/4) M211 Layer 12.2?, New Sed Aliquot 1, Lys9899 Aliquot 1	0.0	0.0	3279581.0	3259053.0	2142.0	0.5	825.0	38.5	514.0	1.61	37.2	20.6	28.9-46.2	14.2-28.2	0.0-70.8	0.0-21.8	++	127.0	^26.3% (5 / 19)	25.0% (2 / 8)	^^^41.2% (14 / 34)	^28.6% (4 / 14)	^^^61.9% (13 / 21)	^^^50.0% (3 / 6)	0.0% (0 / 52)	0.0% (0 / 16)	^^^39.1% (52 / 133)	^^^42.9% (12 / 28)	^^^23.6% (25 / 106)	21.4% (3 / 14)	0.0% (0 / 49)	0.0% (0 / 17)	(2056:1)(6266:1)(8021:1)(12474:2)	(6266:1)(12474:1)	(417:1)(3399:1)(5673:2)(6260:2)(11458:1)(11527:2)(13707:1)(16037:4)	(417:1)(11458:1)(11527:1)(16037:1)	(438:1)(1406:1)(3808:1)(3918:1)(7746:1)(8986:1)(9027:1)(9456:1)(10256:1)(11383:1)(11950:1)(15789:1)(16400:1)	(438:1)(3918:1)(10256:1)			(750:1)(2284:1)(2955:27)(3714:1)(5474:1)(6935:1)(6938:1)(7232:2)(7705:1)(8203:3)(8545:1)(9060:1)(9075:1)(10223:1)(11503:1)(12311:1)(14950:1)(14956:1)(15100:2)(15490:2)(16070:1)	(2955:8)(8203:1)(8545:1)(15100:1)(15490:1)	(534:1)(736:1)(928:1)(2404:1)(4659:1)(5270:1)(5447:1)(5539:1)(6917:1)(7609:1)(7741:1)(7961:3)(9080:1)(9566:2)(10196:1)(10966:1)(12921:1)(13528:1)(14662:1)(14954:1)(14971:1)(16081:1)	(5539:1)(12921:1)(13528:1)			
