RG	ReadsRaw	ReadsFiltered	ReadsLengthfiltered	SpeciesKmers	KmerCoverage	KmerDupRate	ExtractLVL	ReadsExtracted	Order	Family	Species	Reference	ReadsMapped	ProportionMapped	ReadsDeduped	DuplicationRate	CoveredBP	ReadsBedfiltered	PostBedCoveredBP	FamPercentage	Ancientness	ReadsDeam(1term)	ReadsDeam(3term)	Deam5(95ci)	Deam3(95ci)	Deam5Cond(95ci)	Deam3Cond(95ci)	MeanFragmentLength	MeanFragmentLength(3term)	Coverage	Breadth	ExpectedBreadth	ProportionExpectedBreadth
rl10_rep19_simadna_neanderthals	10	10	10	17	0.009295	1.0	f	5	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	5	1.0000	5	1.0000	245	3	151	100.00	-	1	2	N/A (N/A,N/A)	100.0 (2.5,100.0)	N/A (N/A,N/A)	N/A (N/A,N/A)	50.3	56.0	0.01	0.014	0.012	1.139
rl10_rep1_simadna_neanderthals	10	10	10	4	0.002187	1.0	f	8	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	8	1.0000	8	1.0000	431	8	431	100.00	-	0	1	0.0 (0.0,84.2)	0.0 (0.0,70.8)	N/A (N/A,N/A)	N/A (N/A,N/A)	53.9	45.0	0.02	0.026	0.022	1.145
rl10_rep20_simadna_neanderthals	10	10	10	3	0.00164	1.0	f	9	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	9	1.0000	9	1.0000	462	9	462	100.00	-	0	0	N/A (N/A,N/A)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	51.3	N/A	0.02	0.027	0.024	1.146
rl10_rep21_simadna_neanderthals	10	10	10	13	0.007108	1.0	f	7	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	6	0.8571	6	1.0000	374	6	374	100.00	-	0	0	0.0 (0.0,97.5)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	62.3	N/A	0.02	0.022	0.019	1.143
rl10_rep22_simadna_neanderthals	10	10	10	39	0.004499	1.0	f	8	Primates	Hominidae	Homo_sapiens	best	8	1.0000	8	1.0000	384	7	337	100.00	-	0	0	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	48.1	N/A	0.02	0.023	0.02	1.144
rl10_rep23_simadna_neanderthals	10	10	10	10	0.005467	1.0	f	6	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	5	0.8333	5	1.0000	264	5	264	100.00	-	1	2	50.0 (1.3,98.7)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	52.8	69.0	0.01	0.015	0.013	1.14
rl10_rep24_simadna_neanderthals	10	10	10	15	0.001731	1.0	f	4	Primates	Hominidae	Homo_sapiens_subsp._'Denisova'	best	4	1.0000	4	1.0000	200	4	200	100.00	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	50.0	N/A	0.01	0.012	0.01	1.138
rl10_rep25_simadna_neanderthals	10	10	10	17	0.009295	1.0	f	7	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	5	0.7142	5	1.0000	247	5	247	100.00	-	0	1	0.0 (0.0,84.2)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	49.4	64.0	0.01	0.014	0.013	1.139
rl10_rep26_simadna_neanderthals	10	10	10	17	0.009295	1.0	f	6	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	6	1.0000	6	1.0000	379	5	338	100.00	-	0	0	0.0 (0.0,84.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	67.6	N/A	0.02	0.022	0.019	1.143
rl10_rep27_simadna_neanderthals	10	10	10	15	0.008201	1.0	f	6	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	6	1.0000	6	1.0000	283	6	283	100.00	-	1	1	0.0 (0.0,84.2)	100.0 (2.5,100.0)	0.0 (0.0,97.5)	N/A (N/A,N/A)	47.2	46.0	0.01	0.017	0.014	1.141
rl10_rep28_simadna_neanderthals	10	10	10	44	0.002711	1.0	f	4	Primates	Hominidae	Homo_sapiens	best	4	1.0000	4	1.0000	185	4	185	100.00	-	1	2	50.0 (1.3,98.7)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	46.2	49.0	0.01	0.011	0.009	1.138
rl10_rep29_simadna_neanderthals	10	10	10	25	0.01367	1.0	f	8	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	8	1.0000	8	1.0000	425	8	425	100.00	-	0	0	N/A (N/A,N/A)	0.0 (0.0,84.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	54.4	N/A	0.02	0.025	0.022	1.119
rl10_rep2_simadna_neanderthals	10	10	10	14	0.007654	1.0	f	8	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	6	0.7500	6	1.0000	370	6	370	100.00	-	2	2	0.0 (0.0,84.2)	100.0 (15.8,100.0)	0.0 (0.0,97.5)	N/A (N/A,N/A)	61.7	42.0	0.02	0.022	0.019	1.143
rl10_rep30_simadna_neanderthals	10	10	10	17	0.009295	1.0	f	9	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	8	0.8888	8	1.0000	444	8	444	100.00	-	0	0	0.0 (0.0,84.2)	0.0 (0.0,84.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	55.5	N/A	0.02	0.026	0.023	1.145
rl10_rep31_simadna_neanderthals	10	10	10	13	0.007108	1.0	f	8	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	7	0.8750	7	1.0000	339	7	339	100.00	+	4	5	50.0 (1.3,98.7)	75.0 (19.4,99.4)	0.0 (0.0,97.5)	N/A (N/A,N/A)	48.4	45.8	0.02	0.02	0.017	1.142
rl10_rep32_simadna_neanderthals	10	10	10	53	0.02898	1.0	f	8	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	8	1.0000	8	1.0000	449	7	412	100.00	-	1	1	0.0 (0.0,97.5)	100.0 (2.5,100.0)	N/A (N/A,N/A)	N/A (N/A,N/A)	58.9	50.0	0.02	0.027	0.023	1.146
rl10_rep33_simadna_neanderthals	10	10	10	17	0.001961	1.0	f	6	Primates	Hominidae	Homo_sapiens	best	6	1.0000	6	1.0000	300	6	300	100.00	-	1	2	50.0 (1.3,98.7)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	50.0	42.5	0.01	0.018	0.015	1.141
rl10_rep34_simadna_neanderthals	10	10	10	15	0.008201	1.0	f	7	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	7	1.0000	7	1.0000	350	7	350	100.00	-	0	1	N/A (N/A,N/A)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	50.0	58.0	0.02	0.021	0.018	1.143
rl10_rep35_simadna_neanderthals	10	10	10	15	0.008201	1.0	f	7	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	6	0.8571	6	1.0000	346	6	346	100.00	-	1	2	0.0 (0.0,70.8)	50.0 (1.3,98.7)	N/A (N/A,N/A)	N/A (N/A,N/A)	57.7	59.5	0.02	0.02	0.018	1.142
rl10_rep36_simadna_neanderthals	10	10	10	10	0.001154	1.0	f	8	Primates	Hominidae	Homo_sapiens	best	8	1.0000	8	1.0000	416	8	416	100.00	-	1	3	50.0 (1.3,98.7)	0.0 (0.0,97.5)	N/A (N/A,N/A)	0.0 (0.0,97.5)	52.0	49.7	0.02	0.025	0.021	1.145
rl10_rep37_simadna_neanderthals	10	10	10	7	0.003827	1.0	f	7	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	6	0.8571	6	1.0000	316	6	316	100.00	-	2	2	33.3 (0.8,90.6)	66.7 (9.4,99.2)	100.0 (2.5,100.0)	100.0 (2.5,100.0)	52.7	59.5	0.01	0.019	0.016	1.142
rl10_rep38_simadna_neanderthals	10	10	10	43	0.00265	1.0	f	8	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	8	1.0000	8	1.0000	385	8	385	100.00	-	1	4	100.0 (2.5,100.0)	0.0 (0.0,84.2)	N/A (N/A,N/A)	0.0 (0.0,97.5)	48.1	44.5	0.02	0.023	0.02	1.144
rl10_rep39_simadna_neanderthals	10	10	10	31	0.01695	1.0	f	7	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	7	1.0000	7	1.0000	376	7	376	100.00	-	0	1	0.0 (0.0,97.5)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	53.7	57.0	0.02	0.022	0.019	1.143
rl10_rep3_simadna_neanderthals	10	10	10	23	0.01258	1.0	f	7	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	7	1.0000	7	1.0000	432	7	432	100.00	-	0	1	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	61.7	78.0	0.02	0.026	0.022	1.145
rl10_rep40_simadna_neanderthals	10	10	10	21	0.01148	1.0	f	4	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	4	1.0000	4	1.0000	244	4	244	100.00	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	61.0	N/A	0.01	0.014	0.012	1.139
rl10_rep41_simadna_neanderthals	10	10	10	10	0.005467	1.0	f	7	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	6	0.8571	6	1.0000	357	6	357	100.00	-	1	1	0.0 (0.0,84.2)	33.3 (0.8,90.6)	N/A (N/A,N/A)	N/A (N/A,N/A)	59.5	77.0	0.02	0.021	0.018	1.143
rl10_rep42_simadna_neanderthals	10	10	10	8	0.004374	1.0	f	6	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	5	0.8333	5	1.0000	263	5	263	100.00	-	0	1	N/A (N/A,N/A)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	52.6	39.0	0.01	0.015	0.013	1.14
rl10_rep43_simadna_neanderthals	10	10	10	25	0.01367	1.0	f	7	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	7	1.0000	7	1.0000	336	7	336	100.00	-	1	2	100.0 (2.5,100.0)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	48.0	46.0	0.02	0.02	0.017	1.142
rl10_rep44_simadna_neanderthals	10	10	10	33	0.01804	1.0	f	6	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	6	1.0000	6	1.0000	277	6	277	100.00	-	0	2	0.0 (0.0,97.5)	0.0 (0.0,84.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	46.2	51.5	0.01	0.016	0.014	1.14
rl10_rep45_simadna_neanderthals	10	10	10	1	0.0005467	1.0	f	7	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	7	1.0000	7	1.0000	325	7	325	100.00	-	2	4	100.0 (2.5,100.0)	100.0 (2.5,100.0)	N/A (N/A,N/A)	N/A (N/A,N/A)	46.4	47.5	0.01	0.019	0.017	1.142
rl10_rep46_simadna_neanderthals	10	10	10	33	0.003807	1.0	f	5	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	4	0.8000	4	1.0000	259	4	259	100.00	-	0	1	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	64.8	78.0	0.01	0.015	0.013	1.14
rl10_rep47_simadna_neanderthals	10	10	10	24	0.00921	1.0	f	8	Primates	Hominidae	Homo_sapiens_subsp._'Denisova'	best	8	1.0000	8	1.0000	382	8	382	100.00	-	0	1	0.0 (0.0,84.2)	0.0 (0.0,70.8)	N/A (N/A,N/A)	N/A (N/A,N/A)	47.8	39.0	0.02	0.023	0.02	1.144
rl10_rep48_simadna_neanderthals	10	10	10	3	0.00164	1.0	f	8	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	7	0.8750	7	1.0000	337	7	337	100.00	-	0	0	N/A (N/A,N/A)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	48.1	N/A	0.02	0.02	0.017	1.142
rl10_rep49_simadna_neanderthals	10	10	10	13	0.01183	1.0	f	6	Primates	Hominidae	Homo_heidelbergensis	best	4	0.6666	4	1.0000	207	4	207	100.00	-	0	0	N/A (N/A,N/A)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	59.8	N/A	0.01	0.012	0.012	0.987
rl10_rep4_simadna_neanderthals	10	10	10	77	0.004745	1.0	f	9	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	8	0.8888	8	1.0000	430	7	365	100.00	-	1	2	50.0 (1.3,98.7)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	52.1	48.0	0.02	0.025	0.022	1.145
rl10_rep50_simadna_neanderthals	10	10	10	1	0.0005467	1.0	f	4	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	4	1.0000	4	1.0000	220	3	172	100.00	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	57.3	N/A	0.01	0.013	0.011	1.139
rl10_rep51_simadna_neanderthals	10	10	10	16	0.001846	1.0	f	8	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	7	0.8750	7	1.0000	405	7	405	100.00	-	2	3	0.0 (0.0,97.5)	66.7 (9.4,99.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	57.9	69.0	0.02	0.024	0.021	1.144
rl10_rep52_simadna_neanderthals	10	10	10	15	0.008201	1.0	f	7	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	7	1.0000	7	1.0000	356	7	356	100.00	-	0	0	0.0 (0.0,97.5)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	50.9	N/A	0.02	0.021	0.018	1.143
rl10_rep53_simadna_neanderthals	10	10	10	8	0.004374	1.0	f	7	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	6	0.8571	6	1.0000	388	6	388	100.00	-	0	1	N/A (N/A,N/A)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	64.7	53.0	0.02	0.023	0.02	1.144
rl10_rep54_simadna_neanderthals	10	10	10	10	0.005467	1.0	f	8	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	7	0.8750	7	1.0000	354	7	354	100.00	-	1	2	N/A (N/A,N/A)	33.3 (0.8,90.6)	N/A (N/A,N/A)	N/A (N/A,N/A)	50.6	58.5	0.02	0.021	0.018	1.143
rl10_rep55_simadna_neanderthals	10	10	10	13	0.007108	1.0	f	9	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	9	1.0000	9	1.0000	463	9	463	100.00	-	1	3	0.0 (0.0,97.5)	50.0 (1.3,98.7)	N/A (N/A,N/A)	N/A (N/A,N/A)	51.4	46.7	0.02	0.027	0.024	1.146
rl10_rep56_simadna_neanderthals	10	10	10	14	0.001615	1.0	f	8	Primates	Hominidae	Homo_sapiens_subsp._'Denisova'	best	8	1.0000	8	1.0000	337	7	289	100.00	-	2	3	100.0 (15.8,100.0)	0.0 (0.0,97.5)	N/A (N/A,N/A)	0.0 (0.0,97.5)	41.3	41.0	0.02	0.02	0.017	1.142
rl10_rep57_simadna_neanderthals	10	10	10	4	0.0004615	1.0	f	6	Primates	Hominidae	Homo_sapiens	best	6	1.0000	6	1.0000	281	6	281	100.00	-	1	1	0.0 (0.0,97.5)	50.0 (1.3,98.7)	N/A (N/A,N/A)	N/A (N/A,N/A)	46.8	48.0	0.01	0.016	0.014	1.141
rl10_rep58_simadna_neanderthals	10	10	10	14	0.007654	1.0	f	8	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	7	0.8750	7	1.0000	328	7	328	100.00	-	0	1	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	53.4	38.0	0.02	0.019	0.019	1.003
rl10_rep59_simadna_neanderthals	10	10	10	4	0.002187	1.0	f	7	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	7	1.0000	7	1.0000	380	7	380	100.00	+	2	2	100.0 (15.8,100.0)	33.3 (0.8,90.6)	100.0 (2.5,100.0)	100.0 (2.5,100.0)	54.3	48.0	0.02	0.022	0.02	1.144
rl10_rep5_simadna_neanderthals	10	10	10	37	0.02023	1.0	f	7	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	7	1.0000	7	1.0000	435	7	435	100.00	-	1	1	N/A (N/A,N/A)	100.0 (2.5,100.0)	N/A (N/A,N/A)	N/A (N/A,N/A)	62.1	74.0	0.02	0.026	0.022	1.145
rl10_rep60_simadna_neanderthals	10	10	10	6	0.00328	1.0	f	9	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	9	1.0000	9	1.0000	438	9	438	100.00	-	1	1	0.0 (0.0,97.5)	50.0 (1.3,98.7)	N/A (N/A,N/A)	N/A (N/A,N/A)	48.7	61.0	0.02	0.026	0.023	1.145
rl10_rep61_simadna_neanderthals	10	10	10	26	0.01422	1.0	f	6	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	6	1.0000	6	1.0000	288	6	288	100.00	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	48.0	N/A	0.01	0.017	0.015	1.141
rl10_rep62_simadna_neanderthals	10	10	10	8	0.00307	1.0	f	7	Primates	Hominidae	Homo_sapiens_subsp._'Denisova'	best	6	0.8571	6	1.0000	309	5	265	100.00	-	0	1	0.0 (0.0,97.5)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	53.0	41.0	0.01	0.018	0.016	1.141
rl10_rep63_simadna_neanderthals	10	10	10	4	0.002187	1.0	f	7	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	7	1.0000	7	1.0000	417	6	370	100.00	-	1	1	50.0 (1.3,98.7)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	61.7	46.0	0.02	0.025	0.021	1.145
rl10_rep64_simadna_neanderthals	10	10	10	19	0.002192	1.0	f	9	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	9	1.0000	9	1.0000	371	8	336	100.00	-	2	3	25.0 (0.6,80.6)	100.0 (2.5,100.0)	0.0 (0.0,97.5)	N/A (N/A,N/A)	42.0	38.3	0.02	0.022	0.019	1.143
rl10_rep65_simadna_neanderthals	10	10	10	12	0.001384	1.0	f	8	Primates	Hominidae	Homo_sapiens	best	8	1.0000	8	1.0000	454	8	454	100.00	-	1	2	50.0 (1.3,98.7)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	56.8	49.0	0.02	0.027	0.023	1.146
rl10_rep66_simadna_neanderthals	10	10	10	23	0.01258	1.0	f	7	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	7	1.0000	7	1.0000	354	7	354	100.00	-	0	1	0.0 (0.0,97.5)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	50.6	75.0	0.02	0.021	0.018	1.143
rl10_rep67_simadna_neanderthals	10	10	10	9	0.001038	1.0	f	5	Primates	Hominidae	Homo_sapiens_subsp._'Denisova'	best	5	1.0000	5	1.0000	247	4	197	100.00	-	1	2	100.0 (2.5,100.0)	0.0 (0.0,70.8)	N/A (N/A,N/A)	0.0 (0.0,97.5)	49.2	38.0	0.01	0.014	0.013	1.139
rl10_rep68_simadna_neanderthals	10	10	10	9	0.001038	1.0	f	4	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	4	1.0000	4	1.0000	220	4	220	100.00	-	0	1	0.0 (0.0,97.5)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	55.0	41.0	0.01	0.013	0.011	1.139
rl10_rep69_simadna_neanderthals	10	10	10	7	0.0008076	1.0	f	9	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	9	1.0000	9	1.0000	511	8	460	100.00	-	2	3	66.7 (9.4,99.2)	0.0 (0.0,70.8)	N/A (N/A,N/A)	0.0 (0.0,97.5)	57.5	49.7	0.03	0.03	0.026	1.147
rl10_rep6_simadna_neanderthals	10	10	10	2	0.001093	1.0	f	7	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	7	1.0000	7	1.0000	380	7	380	100.00	-	2	3	66.7 (9.4,99.2)	0.0 (0.0,97.5)	N/A (N/A,N/A)	0.0 (0.0,97.5)	60.3	67.3	0.02	0.022	0.022	1.031
rl10_rep70_simadna_neanderthals	10	10	10	7	0.003827	1.0	f	4	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	4	1.0000	4	1.0000	151	4	151	100.00	-	0	0	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	37.8	N/A	0.0	0.009	0.008	1.137
rl10_rep71_simadna_neanderthals	10	10	10	17	0.009295	1.0	f	8	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	8	1.0000	8	1.0000	349	8	349	100.00	-	0	1	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	43.6	46.0	0.02	0.021	0.018	1.143
rl10_rep72_simadna_neanderthals	10	10	10	26	0.01422	1.0	f	9	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	9	1.0000	9	1.0000	431	9	431	100.00	-	0	1	N/A (N/A,N/A)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	47.9	86.0	0.02	0.026	0.022	1.145
rl10_rep73_simadna_neanderthals	10	10	10	17	0.001961	1.0	f	7	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	7	1.0000	7	1.0000	322	7	322	100.00	-	0	2	0.0 (0.0,84.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	51.7	52.5	0.02	0.019	0.019	1.017
rl10_rep74_simadna_neanderthals	10	10	10	4	0.001535	1.0	f	7	Primates	Hominidae	Homo_sapiens_subsp._'Denisova'	best	7	1.0000	7	1.0000	385	6	338	100.00	-	0	1	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	56.3	68.0	0.02	0.023	0.02	1.144
rl10_rep75_simadna_neanderthals	10	10	10	19	0.01039	1.0	f	4	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	4	1.0000	4	1.0000	178	4	178	100.00	-	0	0	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	44.5	N/A	0.01	0.01	0.009	1.137
rl10_rep76_simadna_neanderthals	10	10	10	47	0.005422	1.0	f	6	Primates	Hominidae	Homo_sapiens_subsp._'Denisova'	best	6	1.0000	6	1.0000	307	6	307	100.00	-	0	2	N/A (N/A,N/A)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	51.2	42.0	0.01	0.018	0.016	1.141
rl10_rep77_simadna_neanderthals	10	10	10	8	0.00307	1.0	f	10	Primates	Hominidae	Homo_sapiens_subsp._'Denisova'	best	8	0.8000	8	1.0000	402	7	345	100.00	-	1	1	100.0 (2.5,100.0)	0.0 (0.0,97.5)	N/A (N/A,N/A)	0.0 (0.0,97.5)	49.3	42.0	0.02	0.024	0.021	1.144
rl10_rep78_simadna_neanderthals	10	10	10	10	0.003837	1.0	f	6	Primates	Hominidae	Homo_sapiens_subsp._'Denisova'	best	5	0.8333	5	1.0000	285	5	285	100.00	-	0	1	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	57.0	44.0	0.01	0.017	0.015	1.141
