RG	RawReads	ReadsL35	FinalNoPCRDups	AvrgTimesSeen	Family	Species	ReadsMapped	ReadsDeduped	Ancientness	ReadsDeam1Term	ReadsDeam3Term	Deam5_95CI	Deam3_95CI	Deam5Cond_95CI	Deam3Cond_95CI	MeanFragmentLength	MeanFragmentLength_Deam
simadna_md.fq	499895	499895	499884	 1.0	Suidae	Phacochoerus_africanus	144	143	-	5	14	11.1 (3.1,26.1)	5.3 (0.1,26.0)	0.0 (0.0,97.5)	0.0 (0.0,84.2)	47.9	47.6
simadna_md.fq	499895	499895	499884	 1.0	Suidae	Porcula_salvania	220	217	-	6	12	9.3 (2.6,22.1)	7.4 (0.9,24.3)	0.0 (0.0,97.5)	0.0 (0.0,97.5)	49.0	43.2
simadna_md.fq	499895	499895	499884	 1.0	Suidae	Potamochoerus_porcus	125	123	-	4	12	9.1 (1.1,29.2)	10.5 (1.3,33.1)	0.0 (0.0,97.5)	0.0 (0.0,97.5)	48.6	46.0
simadna_md.fq	499895	499895	499884	 1.0	Suidae	Sus_barbatus	549	542	-	28	47	15.3 (8.8,24.0)	16.7 (9.2,26.8)	0.0 (0.0,60.2)	0.0 (0.0,45.9)	51.6	51.5
simadna_md.fq	499895	499895	499884	 1.0	Suidae	Sus_cebifrons	515	510	-	24	41	14.7 (8.3,23.5)	13.5 (6.7,23.5)	0.0 (0.0,70.8)	0.0 (0.0,60.2)	51.7	51.6
simadna_md.fq	499895	499895	499884	 1.0	Suidae	Sus_celebensis	544	537	+	30	53	16.0 (9.4,24.7)	17.5 (9.9,27.6)	0.0 (0.0,60.2)	0.0 (0.0,70.8)	51.4	50.6
simadna_md.fq	499895	499895	499884	 1.0	Suidae	Sus_scrofa	600	592	+	32	51	14.8 (8.7,22.9)	17.4 (10.3,26.7)	0.0 (0.0,52.2)	0.0 (0.0,70.8)	52.0	53.3
simadna_md.fq	499895	499895	499884	 1.0	Suidae	Sus_scrofa_cristatus	561	554	-	28	46	15.6 (9.0,24.5)	16.2 (8.9,26.2)	0.0 (0.0,60.2)	0.0 (0.0,70.8)	51.7	51.2
simadna_md.fq	499895	499895	499884	 1.0	Suidae	Sus_scrofa_domesticus	604	596	-	31	50	14.7 (8.6,22.7)	16.5 (9.5,25.7)	0.0 (0.0,60.2)	0.0 (0.0,70.8)	51.9	53.4
simadna_md.fq	499895	499895	499884	 1.0	Suidae	Sus_scrofa_taivanus	612	604	+	32	48	17.0 (10.5,25.2)	14.3 (7.8,23.2)	0.0 (0.0,60.2)	0.0 (0.0,70.8)	51.9	53.1
simadna_md.fq	499895	499895	499884	 1.0	Suidae	Sus_verrucosus	543	536	++	29	47	17.0 (10.1,26.2)	17.3 (9.6,27.8)	0.0 (0.0,60.2)	0.0 (0.0,45.9)	51.4	51.2
