#Taxa	detected	Number_of_reads	proportion_estimate	85%_confidence_interval_lower_bound	85%_confidence_interval_higher_bound	95%_confidence_interval_lower_bound	95%_confidence_interval_higher_bound
Bovidae	yes	784	0.495692	0.466119	0.526359	0.448842	0.543707	
Carnivora	yes	230	0.14541	0.13039	0.161062	0.122348	0.171045	
Homininae	yes	27	0.0170911	0.0151296	0.0191555	0.0140994	0.0205592	
Proboscidea	yes	121	0.0765462	0.0681882	0.0856535	0.0637569	0.0910084	
Suina	yes	417	0.263574	0.239353	0.28881	0.226373	0.303988
