RG	ReadsRaw	ReadsFiltered	ReadsLengthfiltered	SpeciesKmers	KmerCoverage	KmerDupRate	ExtractLVL	ReadsExtracted	Order	Family	Species	Reference	ReadsMapped	ProportionMapped	ReadsDeduped	DuplicationRate	CoveredBP	ReadsBedfiltered	PostBedCoveredBP	FamPercentage	Ancientness	ReadsDeam(1term)	ReadsDeam(3term)	Deam5(95ci)	Deam3(95ci)	Deam5Cond(95ci)	Deam3Cond(95ci)	MeanFragmentLength	MeanFragmentLength(3term)	Coverage	Breadth	ExpectedBreadth	ProportionExpectedBreadth
Cap.E.6858	2608898	2574474	1385615	30	0.02629	1.1	f	832	Proboscidea	Elephantidae	Mammuthus_columbi	best	464	0.5576	80	5.8000	2440	80	2440	0.48	++	17	22	57.1 (28.9,82.3)	58.8 (32.9,81.6)	100.0 (2.5,100.0)	100.0 (2.5,100.0)	41.3	39.1	0.2	0.148	0.162	0.912
Cap.E.6858	2608898	2574474	1385615	33	0.005806	17.6	f	13609	Carnivora	Viverridae	Genetta_servalina	best	335	0.0246	22	15.2272	327	22	327	0.13	+	4	6	11.1 (0.3,48.2)	50.0 (11.8,88.2)	0.0 (0.0,97.5)	N/A (N/A,N/A)	46.8	43.3	0.06	0.019	0.052	0.369
Cap.E.6858	2608898	2574474	1385615	38	0.004925	36.7	f	1253	Chiroptera	Rhinolophidae	Rhinolophus_formosae	best	584	0.4660	50	11.6800	277	50	277	0.30	+	8	11	70.0 (34.8,93.3)	20.0 (2.5,55.6)	100.0 (2.5,100.0)	50.0 (1.3,98.7)	42.3	42.7	0.12	0.016	0.103	0.158
Cap.E.6858	2608898	2574474	1385615	5	0.0009022	2.6	f	642	Primates	Cebidae	Saguinus_mystax	best	206	0.3208	8	25.7500	317	8	317	0.04	-	2	3	66.7 (9.4,99.2)	0.0 (0.0,84.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	39.6	41.3	0.01	0.019	0.016	1.142
Cap.E.6858	2608898	2574474	1385615	5	0.001917	10.4	f	709	Primates	Hominidae	Homo_sapiens	fixed	348	0.4908	30	11.6000	1092	-	-	0.18	-	1	1	12.5 (0.3,52.7)	0.0 (0.0,28.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	44.9	36.0	0.08	0.065	0.069	0.951
Cap.E.6858	2608898	2574474	1385615	53	0.008662	234.0	f	3770	Primates	Lemuridae	Eulemur_rubriventer	best	600	0.1591	55	10.9090	257	6	139	0.03	+	3	3	100.0 (15.8,100.0)	50.0 (6.8,93.2)	100.0 (2.5,100.0)	100.0 (2.5,100.0)	38.5	39.3	0.13	0.014	0.114	0.128
Cap.E.6858	2608898	2574474	1385615	568	0.1987	53.6	f	143455	Carnivora	Canidae	Canis_lupus_chanco	best	135679	0.9457	13117	10.3437	15984	12807	15764	77.92	++	2985	4672	65.1 (63.3,66.9)	50.1 (48.3,52.0)	64.9 (59.3,70.3)	51.4 (46.3,56.5)	43.4	43.5	33.97	0.952	0.999	0.952
Cap.E.6858	2608898	2574474	1385615	67	0.006684	33.1	f	1618	Rodentia	Anomaluridae	Anomalurus_derbianus	best	150	0.0927	14	10.7142	262	5	127	0.03	+	3	5	100.0 (2.5,100.0)	100.0 (15.8,100.0)	N/A (N/A,N/A)	N/A (N/A,N/A)	38.8	38.8	0.03	0.015	0.03	0.504
Cap.E.6858	2608898	2574474	1385615	70	0.005893	163.0	f	10784	Dasyuromorphia	Dasyuridae	Phascolosorex_doriae	best	79	0.0073	52	1.5192	197	2	77	0.01	-	0	1	N/A (N/A,N/A)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	38.5	42.0	0.12	0.011	0.102	0.109
Cap.E.6858	2608898	2574474	1385615	80	0.009683	8.56	f	458	Carnivora	Hyaenidae	Crocuta_crocuta	best	283	0.6179	32	8.8437	1041	30	958	0.18	+	8	13	85.7 (42.1,99.6)	37.5 (8.5,75.5)	100.0 (2.5,100.0)	100.0 (2.5,100.0)	44.8	43.6	0.08	0.06	0.07	0.857
Cap.E.6858	2608898	2574474	1385615	932	0.2744	19.5	f	18212	Carnivora	Ursidae	Ursus_arctos	best	16400	0.9005	1346	12.1842	13798	1284	13520	7.81	++	325	501	62.9 (57.1,68.4)	57.4 (51.4,63.2)	59.1 (43.2,73.7)	55.3 (40.1,69.8)	45.1	45.7	3.56	0.81	0.957	0.846
Cap.E.6858	2608898	2574474	1385615	99	0.008893	257.0	f	2773	Macroscelidea	Macroscelididae	Elephantulus_edwardii	best	400	0.1442	55	7.2727	381	7	157	0.04	-	1	1	50.0 (1.3,98.7)	0.0 (0.0,84.2)	N/A (N/A,N/A)	0.0 (0.0,97.5)	37.7	40.0	0.13	0.023	0.116	0.197
Cap.E.6859	2468123	2436732	1329970	10	0.003834	14.1	f	1360	Primates	Hominidae	Homo_sapiens	fixed	452	0.3323	38	11.8947	1407	-	-	0.16	-	4	4	37.5 (8.5,75.5)	12.5 (0.3,52.7)	N/A (N/A,N/A)	0.0 (0.0,97.5)	51.1	50.2	0.11	0.084	0.098	0.864
Cap.E.6859	2468123	2436732	1329970	13	0.002346	1.31	f	1114	Primates	Cebidae	Saguinus_mystax	best	330	0.2962	30	11.0000	422	30	422	0.12	++	10	14	55.6 (21.2,86.3)	63.6 (30.8,89.1)	66.7 (9.4,99.2)	66.7 (9.4,99.2)	45.4	45.2	0.08	0.025	0.07	0.363
Cap.E.6859	2468123	2436732	1329970	1356	0.3992	14.2	f	19219	Carnivora	Ursidae	Ursus_arctos	best	16787	0.8734	2330	7.2047	15125	2264	14753	9.59	++	520	852	59.4 (55.2,63.5)	47.6 (43.0,52.3)	53.5 (41.3,65.5)	50.7 (38.9,62.4)	47.4	47.2	6.49	0.888	0.996	0.891
Cap.E.6859	2468123	2436732	1329970	144	0.1235	2.72	f	4549	Proboscidea	Elephantidae	Mammuthus_primigenius	best	4318	0.9492	842	5.1282	11121	828	10984	3.50	++	196	329	62.6 (55.2,69.7)	54.4 (46.9,61.8)	68.0 (46.5,85.1)	48.6 (31.4,66.0)	45.8	46.6	2.29	0.663	0.868	0.763
Cap.E.6859	2468123	2436732	1329970	15	0.002621	8.4	f	764	Artiodactyla	Ziphiidae	Mesoplodon_europaeus	best	434	0.5680	36	12.0555	640	35	626	0.14	+	10	15	100.0 (59.0,100.0)	27.3 (6.0,61.0)	N/A (N/A,N/A)	0.0 (0.0,70.8)	44.5	44.4	0.09	0.039	0.084	0.465
Cap.E.6859	2468123	2436732	1329970	16	0.002716	3.88	f	2411	Chiroptera	Pteropodidae	Pteropus_dasymallus	best	783	0.3247	79	9.9113	715	78	672	0.33	++	16	33	40.0 (16.3,67.7)	52.6 (28.9,75.6)	0.0 (0.0,97.5)	0.0 (0.0,70.8)	47.7	47.9	0.22	0.042	0.18	0.237
Cap.E.6859	2468123	2436732	1329970	16	0.003403	82.2	f	536	Primates	Atelidae	Alouatta_caraya	best	245	0.4570	19	12.8947	256	19	256	0.08	-	2	6	100.0 (2.5,100.0)	20.0 (0.5,71.6)	N/A (N/A,N/A)	N/A (N/A,N/A)	46.7	46.7	0.05	0.015	0.046	0.335
Cap.E.6859	2468123	2436732	1329970	18	0.002147	25.7	f	382	Cingulata	Chlamyphoridae	Cabassous_tatouay	best	95	0.2486	15	6.3333	450	15	450	0.06	-	3	6	0.0 (0.0,52.2)	60.0 (14.7,94.7)	N/A (N/A,N/A)	N/A (N/A,N/A)	49.1	51.5	0.04	0.027	0.038	0.706
Cap.E.6859	2468123	2436732	1329970	18	0.002318	2.56	f	554	Eulipotyphla	Talpidae	Uropsilus_investigator	best	174	0.3140	23	7.5652	490	23	490	0.09	+	4	11	20.0 (0.5,71.6)	75.0 (19.4,99.4)	N/A (N/A,N/A)	N/A (N/A,N/A)	43.0	42.0	0.05	0.029	0.051	0.576
Cap.E.6859	2468123	2436732	1329970	18	0.004729	9.44	f	1117	Primates	Lepilemuridae	Lepilemur_otto	best	759	0.6794	54	14.0555	618	54	618	0.22	++	11	20	62.5 (24.5,91.5)	33.3 (14.6,57.0)	100.0 (2.5,100.0)	50.0 (1.3,98.7)	43.3	43.3	0.13	0.036	0.115	0.318
Cap.E.6859	2468123	2436732	1329970	20	0.003754	2.2	f	680	Primates	Cheirogaleidae	Microcebus_danfossi	best	309	0.4544	27	11.4444	654	25	624	0.10	++	12	14	44.4 (13.7,78.8)	83.3 (51.6,97.9)	50.0 (6.8,93.2)	66.7 (9.4,99.2)	41.7	42.0	0.06	0.038	0.057	0.675
Cap.E.6859	2468123	2436732	1329970	21	0.002381	6.24	f	658	Rodentia	Echimyidae	Proechimys_goeldii	best	196	0.2978	15	13.0666	287	15	287	0.06	+	4	6	100.0 (2.5,100.0)	75.0 (19.4,99.4)	N/A (N/A,N/A)	N/A (N/A,N/A)	40.1	41.8	0.03	0.017	0.031	0.548
Cap.E.6859	2468123	2436732	1329970	21	0.002668	11.2	f	3002	Primates	Cercopithecidae	Macaca_sylvanus	best	1142	0.3804	74	15.4324	707	73	701	0.30	++	18	41	50.0 (23.0,77.0)	70.6 (44.0,89.7)	33.3 (0.8,90.6)	50.0 (1.3,98.7)	47.7	48.0	0.21	0.042	0.17	0.249
Cap.E.6859	2468123	2436732	1329970	23	0.002552	2.04	f	5885	Chiroptera	Vespertilionidae	Myotis_horsfieldii	best	1941	0.3298	113	17.1769	743	108	719	0.45	++	23	45	55.2 (35.7,73.6)	33.3 (14.6,57.0)	0.0 (0.0,84.2)	0.0 (0.0,97.5)	42.9	43.6	0.28	0.043	0.221	0.195
Cap.E.6859	2468123	2436732	1329970	23	0.00298	109.0	f	4031	Rodentia	Cricetidae	Cricetulus_sokolovi	best	1631	0.4046	99	16.4747	730	99	730	0.41	++	21	36	64.3 (35.1,87.2)	48.1 (28.7,68.1)	50.0 (1.3,98.7)	50.0 (1.3,98.7)	43.1	42.8	0.26	0.044	0.206	0.217
Cap.E.6859	2468123	2436732	1329970	24	0.002689	5.0	f	925	Pholidota	Manidae	Manis_crassicaudata	best	221	0.2389	32	6.9062	587	32	587	0.13	+	4	8	50.0 (6.8,93.2)	60.0 (14.7,94.7)	100.0 (2.5,100.0)	100.0 (2.5,100.0)	45.0	43.5	0.08	0.035	0.073	0.48
Cap.E.6859	2468123	2436732	1329970	29	0.002897	3.38	f	216	Rodentia	Spalacidae	Rhizomys_sumatrensis	best	8	0.0370	6	1.3333	216	6	216	0.02	-	0	0	N/A (N/A,N/A)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	39.5	N/A	0.01	0.012	0.012	1.043
Cap.E.6859	2468123	2436732	1329970	29	0.005581	11.1	f	848	Carnivora	Otariidae	Arctocephalus_townsendi	best	206	0.2429	27	7.6296	538	25	532	0.10	-	3	9	50.0 (6.8,93.2)	100.0 (2.5,100.0)	N/A (N/A,N/A)	N/A (N/A,N/A)	44.4	44.7	0.07	0.032	0.061	0.527
Cap.E.6859	2468123	2436732	1329970	30	0.002474	10.7	f	638	Rodentia	Dipodidae	Sicista_concolor	best	99	0.1551	12	8.2500	346	12	346	0.05	-	1	3	25.0 (0.6,80.6)	0.0 (0.0,70.8)	N/A (N/A,N/A)	N/A (N/A,N/A)	40.5	37.0	0.02	0.02	0.025	0.816
Cap.E.6859	2468123	2436732	1329970	33	0.005893	13.8	f	3454	Carnivora	Phocidae	Phoca_groenlandica	best	1545	0.4473	121	12.7685	1284	120	1235	0.50	++	27	51	44.4 (21.5,69.2)	58.8 (40.7,75.4)	100.0 (2.5,100.0)	100.0 (2.5,100.0)	44.8	46.0	0.32	0.077	0.251	0.308
Cap.E.6859	2468123	2436732	1329970	3410	0.4127	71.1	f	59761	Carnivora	Hyaenidae	Crocuta_crocuta	best	57462	0.9615	7153	8.0332	13155	6927	12662	29.35	++	1593	2497	54.0 (51.7,56.4)	44.5 (42.0,46.9)	52.7 (45.3,60.0)	40.7 (34.4,47.2)	50.9	51.1	21.28	0.767	0.999	0.767
Cap.E.6859	2468123	2436732	1329970	35	0.004068	3.29	f	5671	Rodentia	Sciuridae	Dremomys_rufigenis	best	2194	0.3868	149	14.7248	1054	138	996	0.58	++	30	53	30.0 (11.9,54.3)	63.2 (46.0,78.2)	0.0 (0.0,60.2)	N/A (N/A,N/A)	42.3	41.5	0.39	0.063	0.292	0.217
Cap.E.6859	2468123	2436732	1329970	36	0.01024	214.0	f	1988	Chiroptera	Rhinolophidae	Rhinolophus_macrotis	best	1162	0.5845	99	11.7373	635	99	635	0.41	++	16	31	69.2 (38.6,90.9)	52.9 (27.8,77.0)	66.7 (9.4,99.2)	66.7 (9.4,99.2)	43.4	42.9	0.25	0.037	0.201	0.187
Cap.E.6859	2468123	2436732	1329970	37	0.003408	18.3	f	3757	Dasyuromorphia	Dasyuridae	Antechinus_flavipes	best	258	0.0686	170	1.5176	259	3	79	0.01	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	37.0	N/A	0.47	0.014	0.344	0.043
Cap.E.6859	2468123	2436732	1329970	38	0.005462	6080.0	f	15417	Eulipotyphla	Soricidae	Sorex_gracillimus	best	913	0.0592	90	10.1444	889	52	844	0.22	++	13	21	57.1 (28.9,82.3)	36.8 (16.3,61.6)	50.0 (6.8,93.2)	66.7 (9.4,99.2)	42.8	41.7	0.21	0.052	0.172	0.303
Cap.E.6859	2468123	2436732	1329970	38	0.02311	28.4	f	710	Artiodactyla	Camelidae	Vicugna_pacos	best	246	0.3464	31	7.9354	352	31	352	0.13	-	5	11	28.6 (3.7,71.0)	33.3 (7.5,70.1)	0.0 (0.0,97.5)	N/A (N/A,N/A)	42.1	40.7	0.07	0.021	0.066	0.316
Cap.E.6859	2468123	2436732	1329970	4	0.002026	6.25	f	527	Artiodactyla	Suidae	Sus_scrofa_cristatus	best	359	0.6812	46	7.8043	619	40	525	0.16	++	9	15	41.7 (15.2,72.3)	36.4 (10.9,69.2)	N/A (N/A,N/A)	0.0 (0.0,97.5)	43.5	43.3	0.12	0.036	0.103	0.357
Cap.E.6859	2468123	2436732	1329970	401	0.2033	10.1	f	32638	Artiodactyla	Bovidae	Bison_schoetensacki	best	18990	0.5818	2437	7.7923	13578	2365	13246	10.02	++	514	852	59.4 (55.2,63.5)	42.5 (38.2,47.0)	61.0 (47.4,73.5)	45.0 (33.8,56.5)	45.4	45.6	6.78	0.831	0.997	0.833
Cap.E.6859	2468123	2436732	1329970	4047	0.5757	10.7	f	10641	Perissodactyla	Rhinocerotidae	Coelodonta_antiquitatis	best	10108	0.9499	1570	6.4382	13575	1543	13268	6.53	++	380	577	62.2 (57.0,67.3)	55.4 (49.7,60.9)	43.2 (28.3,59.0)	34.5 (22.2,48.6)	46.2	45.8	4.42	0.825	0.979	0.842
Cap.E.6859	2468123	2436732	1329970	411	0.07089	5.54	f	6358	Carnivora	Felidae	Panthera_uncia	best	4276	0.6725	600	7.1266	9048	582	8738	2.46	++	143	242	61.6 (52.9,69.7)	46.1 (37.7,54.7)	50.0 (23.0,77.0)	30.4 (13.2,52.9)	45.5	44.4	1.62	0.539	0.762	0.707
Cap.E.6859	2468123	2436732	1329970	42	0.006864	173.0	f	3621	Primates	Lemuridae	Eulemur_rubriventer	best	816	0.2253	77	10.5974	567	33	458	0.13	++	6	8	60.0 (14.7,94.7)	57.1 (18.4,90.1)	50.0 (1.3,98.7)	100.0 (2.5,100.0)	43.3	44.1	0.18	0.032	0.153	0.21
Cap.E.6859	2468123	2436732	1329970	437	0.1529	18.0	f	40078	Carnivora	Canidae	Canis_lupus_chanco	best	36323	0.9063	6626	5.4818	15756	6466	15529	27.40	++	1527	2426	64.0 (61.5,66.5)	51.3 (48.6,54.0)	56.0 (48.1,63.7)	46.5 (39.4,53.7)	44.2	44.4	17.46	0.939	0.999	0.939
Cap.E.6859	2468123	2436732	1329970	49	0.02647	13.0	f	3151	Artiodactyla	Cervidae	Cervus_nippon_yakushimae	best	2032	0.6448	258	7.8759	5791	251	5601	1.06	++	50	84	56.4 (42.3,69.7)	48.8 (33.3,64.5)	33.3 (4.3,77.7)	50.0 (6.8,93.2)	45.0	44.0	0.7	0.352	0.463	0.759
Cap.E.6859	2468123	2436732	1329970	50	0.00436	1.0	f	677	Eulipotyphla	Erinaceidae	Neohylomys_hainanensis	best	94	0.1388	9	10.4444	231	9	231	0.03	-	2	3	66.7 (9.4,99.2)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	46.2	40.7	0.02	0.013	0.02	0.637
Cap.E.6859	2468123	2436732	1329970	54	0.008786	15.9	f	3144	Carnivora	Eupleridae	Galidictis_fasciata	best	2524	0.8027	126	20.0317	892	125	849	0.52	+	24	29	63.3 (43.9,80.1)	21.7 (7.5,43.7)	0.0 (0.0,84.2)	0.0 (0.0,97.5)	49.7	52.3	0.37	0.053	0.282	0.189
Cap.E.6859	2468123	2436732	1329970	59	0.007747	28.3	f	2906	Rodentia	Muridae	Rattus_norvegicus	best	919	0.3162	69	13.3188	743	69	743	0.29	++	16	31	75.0 (47.6,92.7)	31.2 (11.0,58.7)	100.0 (2.5,100.0)	25.0 (0.6,80.6)	42.0	41.5	0.17	0.045	0.145	0.313
Cap.E.6859	2468123	2436732	1329970	60	0.008379	50.5	f	3482	Chiroptera	Phyllostomidae	Artibeus_jamaicensis	best	359	0.1031	57	6.2982	1004	57	1004	0.24	+	7	16	20.0 (2.5,55.6)	60.0 (26.2,87.8)	100.0 (2.5,100.0)	100.0 (2.5,100.0)	41.4	41.6	0.14	0.06	0.117	0.512
Cap.E.6859	2468123	2436732	1329970	657	0.2062	5.1	f	4749	Perissodactyla	Equidae	Equus_ovodovi	best	3955	0.8328	670	5.9029	10812	663	10597	2.80	++	169	241	59.1 (50.4,67.4)	53.7 (46.0,61.2)	53.8 (25.1,80.8)	33.3 (14.6,57.0)	46.7	47.8	1.9	0.658	0.814	0.808
Cap.E.6859	2468123	2436732	1329970	67	0.006684	17.7	f	1670	Rodentia	Anomaluridae	Anomalurus_derbianus	best	434	0.2598	31	14.0000	344	23	194	0.09	-	3	9	33.3 (4.3,77.7)	16.7 (0.4,64.1)	0.0 (0.0,97.5)	N/A (N/A,N/A)	47.3	50.0	0.08	0.02	0.071	0.283
Cap.E.6859	2468123	2436732	1329970	68	0.008763	19.5	f	1903	Carnivora	Herpestidae	Suricata_suricatta	best	414	0.2175	62	6.6774	1150	62	1150	0.26	+	11	18	53.3 (26.6,78.7)	37.5 (8.5,75.5)	N/A (N/A,N/A)	0.0 (0.0,84.2)	44.8	46.2	0.16	0.067	0.135	0.503
Cap.E.6859	2468123	2436732	1329970	72	0.0103	7.81	f	6119	Carnivora	Viverridae	Civettictis_civetta	best	690	0.1127	86	8.0232	1298	76	1271	0.32	++	14	30	55.6 (30.8,78.5)	45.5 (16.7,76.6)	100.0 (2.5,100.0)	100.0 (2.5,100.0)	45.4	43.4	0.23	0.078	0.188	0.414
Cap.E.6859	2468123	2436732	1329970	81	0.01243	40.0	f	8272	Carnivora	Mustelidae	Mustela_kathiah	best	966	0.1167	104	9.2884	1630	82	1477	0.34	+	9	21	27.3 (6.0,61.0)	37.5 (15.2,64.6)	N/A (N/A,N/A)	N/A (N/A,N/A)	46.6	47.2	0.28	0.098	0.221	0.443
Cap.E.6859	2468123	2436732	1329970	92	0.008264	114.0	f	1043	Macroscelidea	Macroscelididae	Elephantulus_edwardii	best	205	0.1965	32	6.4062	279	3	52	0.01	-	0	1	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	40.0	38.0	0.08	0.016	0.073	0.229
Cap.E.6860	2627650	2597407	1448257	103	0.009253	98.1	f	985	Macroscelidea	Macroscelididae	Elephantulus_edwardii	best	216	0.2192	123	1.7560	326	13	90	0.02	-	3	5	75.0 (19.4,99.4)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	38.5	39.6	0.31	0.019	0.245	0.08
Cap.E.6860	2627650	2597407	1448257	1037	0.5259	21.7	f	70498	Artiodactyla	Bovidae	Bison_schoetensacki	best	47552	0.6745	16829	2.8255	15292	16267	14986	28.55	++	3528	5460	57.3 (55.7,58.9)	44.3 (42.7,45.9)	55.2 (50.4,59.9)	46.4 (42.1,50.8)	47.3	47.6	48.8	0.936	1.0	0.936
