RG	ReadsRaw	ReadsFiltered	ReadsLengthfiltered	SpeciesKmers	KmerCoverage	KmerDupRate	ExtractLVL	ReadsExtracted	Order	Family	Species	Reference	ReadsMapped	ProportionMapped	ReadsDeduped	DuplicationRate	CoveredBP	ReadsBedfiltered	PostBedCoveredBP	FamPercentage	Ancientness	ReadsDeam(1term)	ReadsDeam(3term)	Deam5(95ci)	Deam3(95ci)	Deam5Cond(95ci)	Deam3Cond(95ci)	MeanFragmentLength	MeanFragmentLength(3term)	Coverage	Breadth	ExpectedBreadth	ProportionExpectedBreadth
Cap.E.7233	2283161	2257703	1306529	1913	0.6004	12.5	f	18380	Perissodactyla	Equidae	Equus_ovodovi	best	16724	0.9099	7196	2.3240	14727	7122	14575	11.30	++	1702	2654	59.3 (56.9,61.6)	45.5 (43.1,47.9)	56.2 (48.6,63.6)	40.8 (34.6,47.3)	47.6	47.5	20.88	0.897	0.999	0.897
Cap.E.7233	2283161	2257703	1306529	2	0.001013	5.0	f	830	Artiodactyla	Suidae	Sus_scrofa_cristatus	best	544	0.6554	221	2.4615	1211	176	1145	0.27	++	39	70	56.8 (41.0,71.7)	37.2 (23.0,53.3)	50.0 (6.8,93.2)	50.0 (6.8,93.2)	47.5	48.1	0.63	0.072	0.428	0.168
Cap.E.7233	2283161	2257703	1306529	21	0.004671	7.95	f	155	Artiodactyla	Balaenopteridae	Balaenoptera_musculus	best	60	0.3870	26	2.3076	464	26	464	0.04	++	6	10	60.0 (14.7,94.7)	57.1 (18.4,90.1)	100.0 (2.5,100.0)	50.0 (1.3,98.7)	42.8	43.9	0.06	0.028	0.058	0.485
Cap.E.7233	2283161	2257703	1306529	22	0.002387	3.5	f	172	Lagomorpha	Ochotonidae	Ochotona_koslowi	best	67	0.3895	19	3.5263	434	19	434	0.03	-	2	4	33.3 (0.8,90.6)	25.0 (0.6,80.6)	N/A (N/A,N/A)	N/A (N/A,N/A)	41.2	40.2	0.04	0.025	0.04	0.641
Cap.E.7233	2283161	2257703	1306529	23	0.003904	3.26	f	3650	Chiroptera	Pteropodidae	Pteropus_dasymallus	best	1317	0.3608	337	3.9080	1346	328	1156	0.52	++	74	98	50.0 (40.0,60.0)	33.8 (23.2,45.7)	42.9 (9.9,81.6)	27.3 (6.0,61.0)	49.4	49.1	0.99	0.08	0.586	0.137
Cap.E.7233	2283161	2257703	1306529	23	0.03338	3.26	f	5500	Carnivora	Felidae	Panthera_leo_persica	best	2967	0.5394	932	3.1834	7842	907	7672	1.44	++	243	405	58.7 (51.9,65.2)	48.8 (42.4,55.2)	43.5 (23.2,65.5)	29.4 (15.1,47.5)	46.8	45.4	2.59	0.466	0.899	0.518
Cap.E.7233	2283161	2257703	1306529	239	0.2095	7.92	f	8179	Proboscidea	Elephantidae	Mammuthus_columbi	best	7669	0.9376	3755	2.0423	14056	3711	13902	5.89	++	826	1329	61.2 (57.9,64.5)	44.2 (40.7,47.8)	62.8 (51.1,73.5)	45.0 (35.4,54.8)	47.0	47.3	10.71	0.854	0.999	0.854
Cap.E.7233	2283161	2257703	1306529	24	0.002863	29.8	f	258	Cingulata	Chlamyphoridae	Cabassous_tatouay	best	90	0.3488	36	2.5000	534	36	534	0.05	+	6	9	28.6 (3.7,71.0)	57.1 (18.4,90.1)	0.0 (0.0,97.5)	N/A (N/A,N/A)	51.2	45.3	0.11	0.032	0.093	0.344
Cap.E.7233	2283161	2257703	1306529	27	0.003061	5.3	f	919	Rodentia	Echimyidae	Proechimys_goeldii	best	326	0.3547	55	5.9272	658	55	658	0.08	+	11	18	33.3 (7.5,70.1)	47.1 (23.0,72.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	42.3	40.1	0.13	0.039	0.115	0.34
Cap.E.7233	2283161	2257703	1306529	28	0.003819	6.36	f	1362	Primates	Lepilemuridae	Lepilemur_septentrionalis	best	928	0.6813	187	4.9625	1063	187	1063	0.29	++	46	90	74.4 (58.8,86.5)	37.8 (23.8,53.5)	75.0 (19.4,99.4)	42.9 (9.9,81.6)	44.1	43.7	0.48	0.062	0.349	0.179
Cap.E.7233	2283161	2257703	1306529	28	0.004536	10.1	f	587	Artiodactyla	Ziphiidae	Mesoplodon_stejnegeri	best	289	0.4923	95	3.0421	816	94	808	0.14	++	19	29	63.6 (40.7,82.8)	40.0 (16.3,67.7)	100.0 (2.5,100.0)	16.7 (0.4,64.1)	44.0	44.2	0.25	0.049	0.202	0.246
Cap.E.7233	2283161	2257703	1306529	29	0.003812	4.76	f	7324	Chiroptera	Vespertilionidae	Myotis_martiniquensis	best	2092	0.2856	364	5.7472	1409	355	1267	0.56	++	97	164	67.0 (56.7,76.2)	48.6 (36.9,60.6)	44.4 (13.7,78.8)	33.3 (9.9,65.1)	43.0	42.5	0.91	0.082	0.553	0.148
Cap.E.7233	2283161	2257703	1306529	29	0.006054	3.52	f	353	Primates	Tarsiidae	Tarsius_dentatus	best	80	0.2266	32	2.5000	705	32	705	0.05	-	4	8	100.0 (39.8,100.0)	0.0 (0.0,41.0)	N/A (N/A,N/A)	0.0 (0.0,84.2)	45.3	47.9	0.08	0.041	0.072	0.571
Cap.E.7233	2283161	2257703	1306529	30	0.004918	1.07	f	419	Lagomorpha	Leporidae	Lepus_hainanus	best	144	0.3436	38	3.7894	485	38	485	0.06	+	9	15	25.0 (0.6,80.6)	66.7 (34.9,90.1)	0.0 (0.0,97.5)	N/A (N/A,N/A)	44.6	45.7	0.1	0.029	0.085	0.338
Cap.E.7233	2283161	2257703	1306529	31	0.003939	21.7	f	3749	Primates	Cercopithecidae	Macaca_sylvanus	best	1262	0.3366	314	4.0191	1307	310	1293	0.49	++	69	125	47.6 (36.6,58.8)	39.5 (28.4,51.4)	33.3 (0.8,90.6)	10.0 (0.3,44.5)	46.1	46.3	0.87	0.078	0.537	0.146
Cap.E.7233	2283161	2257703	1306529	32	0.006159	13.0	f	834	Carnivora	Otariidae	Arctocephalus_townsendi	best	144	0.1726	62	2.3225	1119	61	1107	0.09	++	8	18	38.5 (13.9,68.4)	36.4 (10.9,69.2)	50.0 (1.3,98.7)	100.0 (2.5,100.0)	45.7	47.5	0.17	0.067	0.14	0.482
Cap.E.7233	2283161	2257703	1306529	32	0.01729	13.5	f	3933	Artiodactyla	Cervidae	Cervus_nippon_yakushimae	best	2364	0.6010	654	3.6146	8799	636	8507	1.00	++	157	252	65.7 (58.0,72.8)	41.3 (32.4,50.6)	36.4 (10.9,69.2)	17.4 (5.0,38.8)	45.2	44.8	1.79	0.535	0.795	0.672
Cap.E.7233	2283161	2257703	1306529	33	0.003292	2.48	f	94	Primates	Lorisidae	Nycticebus_pygmaeus	best	26	0.2765	15	1.7333	414	15	414	0.02	-	1	3	N/A (N/A,N/A)	50.0 (1.3,98.7)	N/A (N/A,N/A)	N/A (N/A,N/A)	40.1	38.7	0.03	0.024	0.03	0.793
Cap.E.7233	2283161	2257703	1306529	34	0.003247	4.65	f	426	Rodentia	Spalacidae	Rhizomys_sinensis	best	32	0.0751	11	2.9090	303	11	303	0.01	-	1	1	33.3 (0.8,90.6)	0.0 (0.0,60.2)	N/A (N/A,N/A)	0.0 (0.0,97.5)	40.8	49.0	0.02	0.018	0.023	0.775
Cap.E.7233	2283161	2257703	1306529	35	0.004241	30.6	f	997	Artiodactyla	Camelidae	Camelus_dromedarius	best	375	0.3761	118	3.1779	615	108	524	0.17	++	22	38	52.6 (28.9,75.6)	48.3 (29.4,67.5)	40.0 (5.3,85.3)	100.0 (15.8,100.0)	44.6	44.8	0.31	0.036	0.242	0.152
Cap.E.7233	2283161	2257703	1306529	35	0.00625	8.6	f	3026	Carnivora	Phocidae	Phoca_groenlandica	best	1022	0.3377	242	4.2231	1288	241	1246	0.38	++	73	123	44.8 (32.6,57.4)	59.8 (48.3,70.4)	50.0 (21.1,78.9)	60.0 (26.2,87.8)	45.0	45.2	0.65	0.077	0.44	0.176
Cap.E.7233	2283161	2257703	1306529	37	0.004765	3.68	f	830	Eulipotyphla	Talpidae	Uropsilus_investigator	best	294	0.3542	97	3.0309	940	96	936	0.15	++	26	51	82.6 (61.2,95.0)	45.8 (25.6,67.2)	100.0 (39.8,100.0)	57.1 (18.4,90.1)	44.5	44.8	0.26	0.056	0.205	0.276
Cap.E.7233	2283161	2257703	1306529	3765	0.5356	7.04	f	6947	Perissodactyla	Rhinocerotidae	Coelodonta_antiquitatis	best	6235	0.8975	2731	2.2830	13359	2697	13216	4.28	++	641	993	59.5 (55.7,63.2)	46.8 (42.6,51.0)	50.0 (37.6,62.4)	40.5 (29.9,51.7)	46.4	46.7	7.71	0.812	0.998	0.813
Cap.E.7233	2283161	2257703	1306529	3780	0.4575	79.1	f	75726	Carnivora	Hyaenidae	Crocuta_crocuta	best	71688	0.9466	23787	3.0137	14522	22887	13912	36.34	++	5081	8113	54.4 (53.1,55.7)	41.9 (40.5,43.2)	50.7 (46.5,54.9)	37.0 (33.6,40.4)	54.1	54.5	75.19	0.847	1.0	0.847
Cap.E.7233	2283161	2257703	1306529	38	0.003133	4.74	f	717	Rodentia	Dipodidae	Sicista_concolor	best	82	0.1143	26	3.1538	545	26	545	0.04	+	8	13	33.3 (4.3,77.7)	54.5 (23.4,83.3)	0.0 (0.0,97.5)	N/A (N/A,N/A)	42.0	42.4	0.06	0.033	0.056	0.582
Cap.E.7233	2283161	2257703	1306529	4	0.001534	1.5	f	1100	Primates	Hominidae	Homo_sapiens	fixed	323	0.2936	104	3.1057	3421	-	-	0.16	-	10	13	17.6 (3.8,43.4)	18.4 (7.7,34.3)	0.0 (0.0,97.5)	N/A (N/A,N/A)	51.1	41.2	0.32	0.206	0.246	0.837
Cap.E.7233	2283161	2257703	1306529	41	0.005383	45.1	f	3108	Rodentia	Muridae	Rattus_norvegicus	best	1071	0.3445	214	5.0046	1618	214	1618	0.33	++	52	99	57.1 (39.4,73.7)	56.9 (43.2,69.8)	33.3 (0.8,90.6)	33.3 (0.8,90.6)	43.1	42.7	0.56	0.099	0.392	0.252
Cap.E.7233	2283161	2257703	1306529	42	0.00342	7.33	f	910	Eulipotyphla	Erinaceidae	Hemiechinus_auritus	best	142	0.1560	44	3.2272	582	43	540	0.06	-	5	7	41.7 (15.2,72.3)	0.0 (0.0,41.0)	N/A (N/A,N/A)	0.0 (0.0,97.5)	44.0	40.0	0.11	0.033	0.093	0.358
Cap.E.7233	2283161	2257703	1306529	444	0.1553	9.27	f	19955	Carnivora	Canidae	Canis_lupus_chanco	best	17126	0.8582	8145	2.1026	15697	7953	15460	12.62	++	1737	2797	55.7 (53.5,57.9)	43.5 (41.2,45.9)	54.1 (47.1,61.1)	43.9 (37.7,50.2)	47.0	47.2	22.85	0.935	0.999	0.935
Cap.E.7233	2283161	2257703	1306529	46	0.01309	265.0	f	2502	Chiroptera	Rhinolophidae	Rhinolophus_macrotis	best	1640	0.6554	353	4.6458	952	353	952	0.56	++	61	102	78.3 (65.8,87.9)	21.1 (12.5,31.9)	100.0 (15.8,100.0)	14.3 (1.8,42.8)	45.1	43.7	0.94	0.056	0.565	0.099
Cap.E.7233	2283161	2257703	1306529	47	0.005266	4.74	f	1505	Pholidota	Manidae	Manis_crassicaudata	best	578	0.3840	232	2.4913	944	232	944	0.36	++	31	63	37.2 (23.0,53.3)	34.8 (21.4,50.2)	25.0 (0.6,80.6)	33.3 (0.8,90.6)	47.9	46.8	0.66	0.056	0.446	0.127
Cap.E.7233	2283161	2257703	1306529	51	0.006612	2.16	f	290	Chiroptera	Hipposideridae	Hipposideros_larvatus	best	172	0.5931	33	5.2121	502	33	502	0.05	+	11	18	72.7 (39.0,94.0)	37.5 (8.5,75.5)	0.0 (0.0,97.5)	0.0 (0.0,97.5)	47.0	46.9	0.09	0.029	0.078	0.381
Cap.E.7233	2283161	2257703	1306529	52	0.007262	21.2	f	4377	Chiroptera	Phyllostomidae	Artibeus_jamaicensis	best	405	0.0925	113	3.5840	1211	112	1129	0.17	++	20	40	52.9 (27.8,77.0)	34.4 (18.6,53.2)	0.0 (0.0,97.5)	0.0 (0.0,84.2)	43.7	42.1	0.29	0.072	0.231	0.313
Cap.E.7233	2283161	2257703	1306529	53	0.006129	7.91	f	708	Artiodactyla	Tragulidae	Tragulus_napu	best	373	0.5268	75	4.9733	349	75	349	0.11	++	29	49	55.6 (35.3,74.5)	81.0 (58.1,94.6)	50.0 (11.8,88.2)	100.0 (29.2,100.0)	43.0	43.5	0.2	0.022	0.165	0.133
Cap.E.7233	2283161	2257703	1306529	54	0.009032	3.87	f	2579	Carnivora	Herpestidae	Herpestes_ichneumon	best	398	0.1543	172	2.3139	1874	144	1800	0.22	++	37	50	65.6 (46.8,81.4)	52.9 (35.1,70.2)	50.0 (6.8,93.2)	66.7 (9.4,99.2)	49.6	50.8	0.5	0.111	0.356	0.312
Cap.E.7233	2283161	2257703	1306529	57	0.005453	2.09	f	263	Scandentia	Tupaiidae	Tupaia_belangeri	best	160	0.6083	56	2.8571	665	52	520	0.08	++	11	17	53.8 (25.1,80.8)	41.7 (15.2,72.3)	100.0 (2.5,100.0)	33.3 (0.8,90.6)	44.9	48.6	0.15	0.039	0.126	0.314
Cap.E.7233	2283161	2257703	1306529	58	0.004959	26.3	f	3236	Dasyuromorphia	Dasyuridae	Sminthopsis_crassicaudata	best	106	0.0327	41	2.5853	408	39	318	0.06	-	4	12	50.0 (6.8,93.2)	20.0 (2.5,55.6)	N/A (N/A,N/A)	N/A (N/A,N/A)	45.8	44.2	0.1	0.023	0.09	0.259
Cap.E.7233	2283161	2257703	1306529	59	0.008462	3.14	f	5914	Eulipotyphla	Soricidae	Sorex_minutissimus	best	529	0.0894	129	4.1007	1427	127	1420	0.20	++	38	59	67.5 (50.9,81.4)	31.8 (18.6,47.6)	50.0 (11.8,88.2)	27.3 (6.0,61.0)	45.5	45.2	0.34	0.083	0.261	0.32
Cap.E.7233	2283161	2257703	1306529	65	0.006049	15.4	f	241	Didelphimorphia	Didelphidae	Tlacuatzin_canescens	best	124	0.5145	32	3.8750	396	32	396	0.05	+	8	10	50.0 (6.8,93.2)	54.5 (23.4,83.3)	N/A (N/A,N/A)	0.0 (0.0,97.5)	41.7	40.8	0.08	0.024	0.069	0.348
Cap.E.7233	2283161	2257703	1306529	7	0.0008945	1.57	f	155	Primates	Pitheciidae	Plecturocebus_donacophilus	best	29	0.1870	9	3.2222	254	8	213	0.01	-	2	3	0.0 (0.0,97.5)	66.7 (9.4,99.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	47.9	45.7	0.02	0.015	0.022	0.687
Cap.E.7233	2283161	2257703	1306529	70	0.01144	34.6	f	2465	Primates	Lemuridae	Eulemur_rubriventer	best	832	0.3375	191	4.3560	604	136	485	0.21	++	27	50	33.3 (16.5,54.0)	69.0 (49.2,84.7)	50.0 (6.8,93.2)	100.0 (15.8,100.0)	42.9	43.8	0.47	0.034	0.339	0.101
Cap.E.7233	2283161	2257703	1306529	71	0.007255	14.7	f	331	Carnivora	Procyonidae	Nasua_nasua	best	66	0.1993	30	2.2000	565	21	490	0.03	-	1	5	33.3 (0.8,90.6)	0.0 (0.0,70.8)	N/A (N/A,N/A)	N/A (N/A,N/A)	45.8	40.6	0.08	0.034	0.071	0.481
Cap.E.7233	2283161	2257703	1306529	91	0.01079	3.27	f	3446	Carnivora	Eupleridae	Cryptoprocta_ferox	best	2524	0.7324	451	5.5964	1702	449	1661	0.71	++	84	135	60.2 (49.8,70.0)	30.9 (21.7,41.2)	66.7 (22.3,95.7)	20.0 (5.7,43.7)	50.7	51.7	1.35	0.1	0.698	0.144
Cap.E.7233	2283161	2257703	1306529	92	0.009178	7.66	f	1109	Rodentia	Anomaluridae	Anomalurus_derbianus	best	287	0.2587	76	3.7763	441	68	331	0.10	+	17	24	68.2 (45.1,86.1)	20.0 (2.5,55.6)	N/A (N/A,N/A)	N/A (N/A,N/A)	43.8	43.2	0.19	0.026	0.158	0.165
Cap.E.7233	2283161	2257703	1306529	99	0.008893	72.9	f	739	Macroscelidea	Macroscelididae	Elephantulus_edwardii	best	136	0.1840	64	2.1250	360	12	141	0.01	-	2	3	50.0 (1.3,98.7)	100.0 (2.5,100.0)	N/A (N/A,N/A)	N/A (N/A,N/A)	38.7	38.3	0.16	0.021	0.134	0.161
Cap.E.7234	1933209	1901221	1106325	105	0.09005	5.48	f	1382	Proboscidea	Elephantidae	Mammuthus_primigenius	best	1190	0.8610	295	4.0338	7271	286	7092	0.70	++	42	79	33.3 (22.4,45.7)	32.3 (20.9,45.3)	50.0 (1.3,98.7)	20.0 (0.5,71.6)	50.5	49.2	0.89	0.433	0.544	0.796
Cap.E.7234	1933209	1901221	1106325	12	0.001491	1.25	f	373	Lagomorpha	Leporidae	Lepus_americanus	best	79	0.2117	7	11.2857	176	7	176	0.01	-	2	2	50.0 (6.8,93.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	55.9	60.5	0.02	0.01	0.02	0.516
Cap.E.7234	1933209	1901221	1106325	1415	0.4441	11.7	f	7858	Perissodactyla	Equidae	Equus_ovodovi	best	7399	0.9415	1595	4.6388	13453	1574	13288	3.85	++	274	462	44.7 (39.6,49.9)	31.6 (27.0,36.5)	39.0 (24.2,55.5)	38.1 (23.6,54.4)	52.2	53.0	5.08	0.819	0.988	0.828
Cap.E.7234	1933209	1901221	1106325	15	0.02177	5.67	f	2431	Carnivora	Felidae	Panthera_leo_persica	best	1191	0.4899	222	5.3648	4638	216	4428	0.52	++	33	70	30.9 (19.1,44.8)	29.0 (18.2,41.9)	40.0 (5.3,85.3)	50.0 (6.8,93.2)	51.3	47.4	0.67	0.275	0.45	0.612
Cap.E.7234	1933209	1901221	1106325	16	0.001297	3.62	f	234	Primates	Pitheciidae	Cacajao_calvus_novaesi	best	35	0.1495	7	5.0000	130	7	130	0.01	-	0	0	N/A (N/A,N/A)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	50.9	N/A	0.02	0.007	0.018	0.418
Cap.E.7234	1933209	1901221	1106325	16	0.001539	3.69	f	294	Pholidota	Manidae	Manis_pentadactyla_pentadactyla	best	147	0.5000	11	13.3636	289	11	289	0.02	-	1	3	33.3 (0.8,90.6)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	53.0	57.0	0.03	0.017	0.03	0.57
Cap.E.7234	1933209	1901221	1106325	16	0.002296	5.31	f	553	Rodentia	Echimyidae	Proechimys_gardneri	best	83	0.1500	12	6.9166	264	12	264	0.02	-	2	3	50.0 (1.3,98.7)	25.0 (0.6,80.6)	N/A (N/A,N/A)	0.0 (0.0,97.5)	46.0	42.3	0.03	0.015	0.028	0.549
Cap.E.7234	1933209	1901221	1106325	18	0.002258	3.44	f	2190	Rodentia	Cricetidae	Microtus_thomasi	best	1029	0.4698	112	9.1875	1030	112	1030	0.27	++	25	36	50.0 (32.4,67.6)	29.6 (13.8,50.2)	0.0 (0.0,84.2)	0.0 (0.0,70.8)	46.3	45.8	0.31	0.063	0.244	0.258
Cap.E.7234	1933209	1901221	1106325	18	0.002581	2.11	f	4476	Chiroptera	Vespertilionidae	Myotis_ikonnikovi	best	964	0.2153	102	9.4509	934	87	797	0.21	++	17	32	50.0 (28.2,71.8)	42.9 (17.7,71.1)	0.0 (0.0,70.8)	0.0 (0.0,84.2)	44.6	45.0	0.27	0.056	0.218	0.257
Cap.E.7234	1933209	1901221	1106325	18	0.01491	3.0	f	601	Artiodactyla	Suidae	Sus_scrofa_taivanus	best	435	0.7237	81	5.3703	1853	70	1826	0.17	+	7	17	63.6 (30.8,89.1)	8.3 (0.2,38.5)	100.0 (2.5,100.0)	33.3 (0.8,90.6)	58.8	48.2	0.28	0.112	0.225	0.499
Cap.E.7234	1933209	1901221	1106325	19	0.002202	5.0	f	2922	Rodentia	Sciuridae	Sundasciurus_lowii	best	920	0.3148	104	8.8461	904	101	864	0.24	++	29	39	52.0 (31.3,72.2)	55.2 (35.7,73.6)	0.0 (0.0,60.2)	0.0 (0.0,70.8)	44.0	43.1	0.27	0.055	0.218	0.253
Cap.E.7234	1933209	1901221	1106325	19	0.003152	4.95	f	626	Chiroptera	Pteropodidae	Pteropus_vampyrus	best	93	0.1485	32	2.9062	972	32	972	0.07	+	5	6	40.0 (12.2,73.8)	25.0 (0.6,80.6)	N/A (N/A,N/A)	0.0 (0.0,97.5)	44.7	45.8	0.08	0.058	0.073	0.799
Cap.E.7234	1933209	1901221	1106325	19	0.01131	19.5	f	164	Artiodactyla	Delphinidae	Sousa_chinensis	best	24	0.1463	5	4.8000	141	5	141	0.01	-	0	2	0.0 (0.0,97.5)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	46.0	42.0	0.01	0.008	0.012	0.698
Cap.E.7234	1933209	1901221	1106325	20	0.0108	8.45	f	4641	Artiodactyla	Cervidae	Cervus_nippon_yakushimae	best	2355	0.5074	369	6.3821	6722	361	6515	0.88	++	51	86	43.0 (32.4,54.2)	17.0 (9.9,26.6)	100.0 (2.5,100.0)	7.7 (0.2,36.0)	48.8	49.8	1.09	0.408	0.619	0.659
Cap.E.7234	1933209	1901221	1106325	21	0.002668	29.5	f	1744	Primates	Cercopithecidae	Macaca_sylvanus	best	640	0.3669	81	7.9012	710	79	702	0.19	-	7	19	15.8 (3.4,39.6)	14.8 (4.2,33.7)	N/A (N/A,N/A)	0.0 (0.0,70.8)	51.8	51.2	0.25	0.042	0.2	0.213
Cap.E.7234	1933209	1901221	1106325	21	0.004042	11.1	f	672	Carnivora	Otariidae	Arctocephalus_townsendi	best	97	0.1443	22	4.4090	445	22	445	0.05	-	1	8	0.0 (0.0,60.2)	14.3 (0.4,57.9)	N/A (N/A,N/A)	N/A (N/A,N/A)	45.1	44.9	0.05	0.026	0.051	0.523
Cap.E.7234	1933209	1901221	1106325	22	0.007695	4.5	f	2100	Carnivora	Canidae	Canis_lupus_chanco	best	1346	0.6409	333	4.0420	8058	313	7705	0.76	++	45	79	50.9 (36.8,64.9)	25.0 (15.5,36.6)	N/A (N/A,N/A)	0.0 (0.0,45.9)	47.6	47.2	0.95	0.48	0.567	0.846
Cap.E.7234	1933209	1901221	1106325	23	0.003511	2.39	f	1458	Chiroptera	Phyllostomidae	Leptonycteris_yerbabuenae	best	328	0.2249	43	7.6279	918	42	877	0.10	-	4	14	33.3 (4.3,77.7)	20.0 (2.5,55.6)	N/A (N/A,N/A)	0.0 (0.0,97.5)	50.9	47.4	0.13	0.054	0.108	0.505
Cap.E.7234	1933209	1901221	1106325	25	0.002061	5.04	f	423	Rodentia	Dipodidae	Sicista_concolor	best	10	0.0236	8	1.2500	284	8	284	0.01	-	0	0	N/A (N/A,N/A)	0.0 (0.0,60.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	42.8	N/A	0.02	0.017	0.018	0.949
Cap.E.7234	1933209	1901221	1106325	25	0.003927	13.8	f	1291	Primates	Cebidae	Leontopithecus_rosalia	best	626	0.4848	78	8.0256	657	78	657	0.19	-	7	15	23.5 (6.8,49.9)	15.8 (3.4,39.6)	N/A (N/A,N/A)	N/A (N/A,N/A)	49.2	49.1	0.22	0.038	0.181	0.213
Cap.E.7234	1933209	1901221	1106325	27	0.003683	4.89	f	636	Primates	Lepilemuridae	Lepilemur_septentrionalis	best	460	0.7232	45	10.2222	406	45	406	0.11	++	12	18	73.3 (44.9,92.2)	36.4 (10.9,69.2)	100.0 (29.2,100.0)	60.0 (14.7,94.7)	46.6	41.9	0.12	0.023	0.103	0.231
Cap.E.7234	1933209	1901221	1106325	28	0.004969	6.14	f	337	Artiodactyla	Ziphiidae	Mesoplodon_bidens	best	150	0.4451	26	5.7692	510	26	510	0.06	-	3	7	8.3 (0.2,38.5)	28.6 (3.7,71.0)	N/A (N/A,N/A)	0.0 (0.0,97.5)	45.8	44.9	0.07	0.031	0.062	0.5
Cap.E.7234	1933209	1901221	1106325	29	0.006054	5.28	f	158	Primates	Tarsiidae	Tarsius_dentatus	best	45	0.2848	16	2.8125	485	16	485	0.03	-	2	5	0.0 (0.0,84.2)	66.7 (9.4,99.2)	0.0 (0.0,97.5)	N/A (N/A,N/A)	50.7	52.8	0.04	0.028	0.041	0.691
Cap.E.7234	1933209	1901221	1106325	31	0.002961	6.55	f	185	Rodentia	Spalacidae	Rhizomys_sinensis	best	11	0.0594	4	2.7500	178	4	178	0.00	-	0	0	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	46.2	N/A	0.01	0.01	0.009	1.095
Cap.E.7234	1933209	1901221	1106325	32	0.002931	23.1	f	103	Didelphimorphia	Didelphidae	Thylamys_elegans	best	19	0.1844	6	3.1666	142	6	142	0.01	-	0	1	0.0 (0.0,84.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	42.7	46.0	0.01	0.009	0.014	0.635
Cap.E.7234	1933209	1901221	1106325	32	0.004651	8.31	f	380	Eulipotyphla	Talpidae	Uropsilus_gracilis	best	90	0.2368	23	3.9130	672	16	489	0.03	-	2	6	33.3 (0.8,90.6)	16.7 (0.4,64.1)	N/A (N/A,N/A)	N/A (N/A,N/A)	48.3	48.3	0.06	0.04	0.059	0.68
Cap.E.7234	1933209	1901221	1106325	32	0.005559	11.8	f	5376	Eulipotyphla	Soricidae	Sorex_araneus	best	442	0.0822	59	7.4915	1072	59	1072	0.14	++	13	18	60.0 (26.2,87.8)	41.2 (18.4,67.1)	0.0 (0.0,97.5)	0.0 (0.0,70.8)	46.8	47.2	0.16	0.063	0.134	0.472
Cap.E.7234	1933209	1901221	1106325	3607	0.5131	9.62	f	6684	Perissodactyla	Rhinocerotidae	Coelodonta_antiquitatis	best	6183	0.9250	1393	4.4386	12839	1365	12680	3.34	++	263	424	51.2 (45.7,56.7)	32.1 (27.0,37.7)	36.4 (17.2,59.3)	22.9 (10.4,40.1)	52.0	52.6	4.41	0.781	0.979	0.797
Cap.E.7234	1933209	1901221	1106325	38	0.01081	90.9	f	1424	Chiroptera	Rhinolophidae	Rhinolophus_macrotis	best	752	0.5280	83	9.0602	642	83	642	0.20	+	6	17	38.5 (13.9,68.4)	5.9 (0.1,28.7)	N/A (N/A,N/A)	0.0 (0.0,97.5)	49.0	47.8	0.24	0.038	0.191	0.198
Cap.E.7234	1933209	1901221	1106325	39	0.02372	40.5	f	796	Artiodactyla	Camelidae	Vicugna_pacos	best	388	0.4874	58	6.6896	602	58	602	0.14	++	12	14	31.6 (12.6,56.6)	50.0 (21.1,78.9)	0.0 (0.0,97.5)	N/A (N/A,N/A)	49.6	46.4	0.17	0.036	0.141	0.255
Cap.E.7234	1933209	1901221	1106325	40	0.004626	8.9	f	357	Artiodactyla	Tragulidae	Tragulus_napu	best	156	0.4369	29	5.3793	476	29	476	0.07	-	4	5	50.0 (6.8,93.2)	33.3 (7.5,70.1)	100.0 (2.5,100.0)	100.0 (2.5,100.0)	46.2	43.4	0.08	0.03	0.072	0.417
Cap.E.7234	1933209	1901221	1106325	41	0.005277	5.8	f	619	Primates	Cheirogaleidae	Microcebus_griseorufus	best	114	0.1841	19	6.0000	419	15	389	0.03	-	3	6	0.0 (0.0,97.5)	42.9 (9.9,81.6)	0.0 (0.0,97.5)	N/A (N/A,N/A)	47.9	48.5	0.05	0.025	0.048	0.52
Cap.E.7234	1933209	1901221	1106325	45	0.004145	10.5	f	2345	Dasyuromorphia	Dasyuridae	Antechinus_flavipes	best	168	0.0716	99	1.6969	241	5	61	0.01	-	0	0	N/A (N/A,N/A)	0.0 (0.0,70.8)	N/A (N/A,N/A)	N/A (N/A,N/A)	46.2	N/A	0.27	0.013	0.218	0.063
