Bovidae	68	45	40	42	61	72	66	43	62	71	42	52	70	52	42	54	57	42	42	44	61	35	91	56	37	46	39	52	39	49	82	53	46	51	45	47	48	35	47	68	69	56	64	38	50	46	55	53	37	50	49	59	65	38	43	43	56	47	84	65	44	39	39	50	38	79	43	52	44	75	38	70	42	36	45	62	36	45	48	52	48	38	47	38	59	44	41	43	53	51	43	42	37	71	71	67	60	48	41	61	44	38	52	59	60	63	37	36	40
Suina	55	88	67	37	52	52	40	65	49	54	36	67	48	38	42	36	38	80	43	48	38	35	45	48	73	63	83	47	41	49	38	43	42	35	35	52	54	43	77	45	38	61	57	49	40	37	74	65	98	59	73	78	50	36
