sample	id	taxid	name	rank	nalign	nreads	mean_rlen	var_rlen	mean_gc	var_gc	lca	taxa_path	A	q	c	phi	llh	ncall	sigmaD	Zfit	A_b	q_b	c_b	phi_b	A_CI_l	A_CI_h	q_CI_l	q_CI_h	c_CI_l	c_CI_h	phi_CI_l	phi_CI_h	fwK0	fwN0	fwf0	fwdx0	fwdxConf0	fwK1	fwN1	fwf1	fwdx1	fwdxConf1	fwK2	fwN2	fwf2	fwdx2	fwdxConf2	fwK3	fwN3	fwf3	fwdx3	fwdxConf3	fwK4	fwN4	fwf4	fwdx4	fwdxConf4	bwK0	bwN0	bwf0	bwdx0	bwdxConf0	bwK1	bwN1	bwf1	bwdx1	bwdxConf1	bwK2	bwN2	bwf2	bwdx2	bwdxConf2	bwK3	bwN3	bwf3	bwdx3	bwdxConf3	bwK4	bwN4	bwf4	bwdx4	bwdxConf4
simadna_md.fq	simadna_md.fq	1	"root"	"no rank"	8791	2421	53.586248	164.331218	0.416037	0.006252	1:"root":"no rank"	1:"root":"no rank"	0.149031	0.767969	0.032088	245.293116	-46.957830	1135.000000	0.024130	6.176038	0.148292	0.764181	0.031825	227.388111	0.138044	0.159755	0.716948	0.813185	0.028013	0.035961	160.042210	303.360993	442	1875	0.235733	0.181119	0.026095	122	1810	0.067403	0.066668	0.016937	62	1757	0.035287	0.040111	0.013347	77	1764	0.043651	0.033949	0.012316	49	1695	0.028909	0.032520	0.012093	258	1907	0.135291	0.181119	0.026070	112	1975	0.056709	0.066668	0.016853	88	1723	0.051074	0.040111	0.013363	38	1547	0.024564	0.033949	0.012421	44	1639	0.026846	0.032520	0.012119
simadna_md.fq	simadna_md.fq	2759	"Eukaryota"	"domain"	8791	2421	53.811510	166.032279	0.412927	0.006183	2759:"Eukaryota":"domain"	2759:"Eukaryota":"domain";131567:"cellular organisms":"cellular root";1:"root":"no rank"	0.149031	0.767969	0.032088	245.293178	-46.957830	4271.000000	0.024130	6.176037	0.148292	0.764181	0.031825	227.388019	0.138044	0.159755	0.716948	0.813186	0.028013	0.035961	160.041572	303.361200	442	1875	0.235733	0.181119	0.026095	122	1810	0.067403	0.066668	0.016937	62	1757	0.035287	0.040111	0.013347	77	1764	0.043651	0.033949	0.012316	49	1695	0.028909	0.032520	0.012093	258	1907	0.135291	0.181119	0.026070	112	1975	0.056709	0.066668	0.016853	88	1723	0.051074	0.040111	0.013363	38	1547	0.024564	0.033949	0.012421	44	1639	0.026846	0.032520	0.012119
simadna_md.fq	simadna_md.fq	6072	"Eumetazoa"	"clade"	8791	2421	53.881664	167.061556	0.407762	0.006058	6072:"Eumetazoa":"clade"	6072:"Eumetazoa":"clade";33208:"Metazoa":"kingdom";33154:"Opisthokonta":"clade";2759:"Eukaryota":"domain";131567:"cellular organisms":"cellular root";1:"root":"no rank"	0.149031	0.767969	0.032088	245.292164	-46.957830	4992.000000	0.024131	6.176026	0.148292	0.764181	0.031825	227.388075	0.138044	0.159755	0.716947	0.813186	0.028013	0.035961	160.042214	303.360858	442	1875	0.235733	0.181119	0.026095	122	1810	0.067403	0.066668	0.016937	62	1757	0.035287	0.040111	0.013347	77	1764	0.043651	0.033949	0.012316	49	1695	0.028909	0.032520	0.012093	258	1907	0.135291	0.181119	0.026070	112	1975	0.056709	0.066668	0.016853	88	1723	0.051074	0.040111	0.013364	38	1547	0.024564	0.033949	0.012421	44	1639	0.026846	0.032520	0.012119
simadna_md.fq	simadna_md.fq	7711	"Chordata"	"phylum"	8791	2421	53.652822	166.423530	0.402226	0.005926	7711:"Chordata":"phylum"	7711:"Chordata":"phylum";33511:"Deuterostomia":"clade";33213:"Bilateria":"clade";6072:"Eumetazoa":"clade";33208:"Metazoa":"kingdom";33154:"Opisthokonta":"clade";2759:"Eukaryota":"domain";131567:"cellular organisms":"cellular root";1:"root":"no rank"	0.149031	0.767969	0.032088	245.292074	-46.957830	3074.000000	0.024131	6.176025	0.148292	0.764181	0.031825	227.388051	0.138044	0.159755	0.716948	0.813186	0.028013	0.035961	160.041921	303.361932	442	1875	0.235733	0.181119	0.026095	122	1810	0.067403	0.066668	0.016937	62	1757	0.035287	0.040111	0.013347	77	1764	0.043651	0.033950	0.012316	49	1695	0.028909	0.032520	0.012093	258	1907	0.135291	0.181119	0.026070	112	1975	0.056709	0.066668	0.016853	88	1723	0.051074	0.040111	0.013364	38	1547	0.024564	0.033950	0.012421	44	1639	0.026846	0.032520	0.012119
simadna_md.fq	simadna_md.fq	7742	"Vertebrata"	"clade"	8791	2421	53.402644	165.522592	0.398759	0.005847	7742:"Vertebrata":"clade"	7742:"Vertebrata":"clade";89593:"Craniata":"subphylum";7711:"Chordata":"phylum";33511:"Deuterostomia":"clade";33213:"Bilateria":"clade";6072:"Eumetazoa":"clade";33208:"Metazoa":"kingdom";33154:"Opisthokonta":"clade";2759:"Eukaryota":"domain";131567:"cellular organisms":"cellular root";1:"root":"no rank"	0.149031	0.767969	0.032088	245.293388	-46.957830	3474.000000	0.024130	6.176039	0.148292	0.764181	0.031825	227.388261	0.138044	0.159755	0.716948	0.813186	0.028013	0.035961	160.041976	303.361440	442	1875	0.235733	0.181119	0.026095	122	1810	0.067403	0.066668	0.016937	62	1757	0.035287	0.040111	0.013347	77	1764	0.043651	0.033949	0.012316	49	1695	0.028909	0.032520	0.012093	258	1907	0.135291	0.181119	0.026070	112	1975	0.056709	0.066668	0.016853	88	1723	0.051074	0.040111	0.013363	38	1547	0.024564	0.033949	0.012421	44	1639	0.026846	0.032520	0.012119
simadna_md.fq	simadna_md.fq	7776	"Gnathostomata"	"clade"	8791	2421	53.274558	165.082815	0.397257	0.005813	7776:"Gnathostomata":"clade"	7776:"Gnathostomata":"clade";7742:"Vertebrata":"clade";89593:"Craniata":"subphylum";7711:"Chordata":"phylum";33511:"Deuterostomia":"clade";33213:"Bilateria":"clade";6072:"Eumetazoa":"clade";33208:"Metazoa":"kingdom";33154:"Opisthokonta":"clade";2759:"Eukaryota":"domain";131567:"cellular organisms":"cellular root";1:"root":"no rank"	0.149031	0.767969	0.032088	245.292729	-46.957830	2609.000000	0.024130	6.176031	0.148292	0.764181	0.031825	227.388227	0.138044	0.159755	0.716948	0.813186	0.028013	0.035961	160.041856	303.361642	442	1875	0.235733	0.181118	0.026095	122	1810	0.067403	0.066668	0.016937	62	1757	0.035287	0.040111	0.013347	77	1764	0.043651	0.033950	0.012316	49	1695	0.028909	0.032520	0.012093	258	1907	0.135291	0.181118	0.026070	112	1975	0.056709	0.066668	0.016853	88	1723	0.051074	0.040111	0.013364	38	1547	0.024564	0.033950	0.012421	44	1639	0.026846	0.032520	0.012119
simadna_md.fq	simadna_md.fq	8287	"Sarcopterygii"	"superclass"	8791	2421	52.997002	164.396067	0.394360	0.005745	8287:"Sarcopterygii":"superclass"	8287:"Sarcopterygii":"superclass";117571:"Euteleostomi":"clade";117570:"Teleostomi":"clade";7776:"Gnathostomata":"clade";7742:"Vertebrata":"clade";89593:"Craniata":"subphylum";7711:"Chordata":"phylum";33511:"Deuterostomia":"clade";33213:"Bilateria":"clade";6072:"Eumetazoa":"clade";33208:"Metazoa":"kingdom";33154:"Opisthokonta":"clade";2759:"Eukaryota":"domain";131567:"cellular organisms":"cellular root";1:"root":"no rank"	0.149031	0.767969	0.032088	245.292515	-46.957830	3973.000000	0.024131	6.176030	0.148292	0.764181	0.031825	227.388183	0.138044	0.159755	0.716948	0.813186	0.028013	0.035961	160.041852	303.361560	442	1875	0.235733	0.181119	0.026095	122	1810	0.067403	0.066668	0.016937	62	1757	0.035287	0.040111	0.013347	77	1764	0.043651	0.033949	0.012316	49	1695	0.028909	0.032520	0.012093	258	1907	0.135291	0.181119	0.026070	112	1975	0.056709	0.066668	0.016853	88	1723	0.051074	0.040111	0.013364	38	1547	0.024564	0.033949	0.012421	44	1639	0.026846	0.032520	0.012119
simadna_md.fq	simadna_md.fq	9347	"Eutheria"	"clade"	8791	2421	52.916585	166.660377	0.393495	0.005632	9347:"Eutheria":"clade"	9347:"Eutheria":"clade";32525:"Theria":"clade";40674:"Mammalia":"class";32524:"Amniota":"clade";32523:"Tetrapoda":"clade";1338369:"Dipnotetrapodomorpha":"clade";8287:"Sarcopterygii":"superclass";117571:"Euteleostomi":"clade";117570:"Teleostomi":"clade";7776:"Gnathostomata":"clade";7742:"Vertebrata":"clade";89593:"Craniata":"subphylum";7711:"Chordata":"phylum";33511:"Deuterostomia":"clade";33213:"Bilateria":"clade";6072:"Eumetazoa":"clade";33208:"Metazoa":"kingdom";33154:"Opisthokonta":"clade";2759:"Eukaryota":"domain";131567:"cellular organisms":"cellular root";1:"root":"no rank"	0.149031	0.767969	0.032088	245.292283	-46.957830	674.000000	0.024131	6.176027	0.148292	0.764181	0.031825	227.388164	0.138044	0.159755	0.716948	0.813186	0.028013	0.035961	160.041811	303.361281	442	1875	0.235733	0.181119	0.026095	122	1810	0.067403	0.066668	0.016937	62	1757	0.035287	0.040111	0.013347	77	1764	0.043651	0.033949	0.012316	49	1695	0.028909	0.032520	0.012093	258	1907	0.135291	0.181119	0.026070	112	1975	0.056709	0.066668	0.016853	88	1723	0.051074	0.040111	0.013364	38	1547	0.024564	0.033949	0.012421	44	1639	0.026846	0.032520	0.012119
simadna_md.fq	simadna_md.fq	9443	"Primates"	"order"	139	36	49.578684	150.708525	0.454917	0.006128	9443:"Primates":"order"	9443:"Primates":"order";314146:"Euarchontoglires":"superorder";1437010:"Boreoeutheria":"clade";9347:"Eutheria":"clade";32525:"Theria":"clade";40674:"Mammalia":"class";32524:"Amniota":"clade";32523:"Tetrapoda":"clade";1338369:"Dipnotetrapodomorpha":"clade";8287:"Sarcopterygii":"superclass";117571:"Euteleostomi":"clade";117570:"Teleostomi":"clade";7776:"Gnathostomata":"clade";7742:"Vertebrata":"clade";89593:"Craniata":"subphylum";7711:"Chordata":"phylum";33511:"Deuterostomia":"clade";33213:"Bilateria":"clade";6072:"Eumetazoa":"clade";33208:"Metazoa":"kingdom";33154:"Opisthokonta":"clade";2759:"Eukaryota":"domain";131567:"cellular organisms":"cellular root";1:"root":"no rank"	0.076735	0.610731	0.000000	19.186273	-9.431584	1292.000000	0.075378	1.018006	0.079853	0.738755	0.000649	18428.950605	0.040421	0.134461	0.502574	1.000000	0.000000	0.000000	3.847514	139242.432163	0	31	0.000000	0.076735	0.075378	1	53	0.018868	0.029871	0.044218	1	30	0.033333	0.011628	0.030552	0	47	0.000000	0.004526	0.017729	0	26	0.000000	0.001762	0.012306	5	24	0.208333	0.076735	0.079469	0	29	0.000000	0.029871	0.048840	0	32	0.000000	0.011628	0.030177	0	27	0.000000	0.004526	0.019540	0	29	0.000000	0.001762	0.012032
simadna_md.fq	simadna_md.fq	9526	"Catarrhini"	"parvorder"	139	36	51.321500	186.965615	0.457228	0.006285	9526:"Catarrhini":"parvorder"	9526:"Catarrhini":"parvorder";314293:"Simiiformes":"infraorder";376913:"Haplorrhini":"suborder";9443:"Primates":"order";314146:"Euarchontoglires":"superorder";1437010:"Boreoeutheria":"clade";9347:"Eutheria":"clade";32525:"Theria":"clade";40674:"Mammalia":"class";32524:"Amniota":"clade";32523:"Tetrapoda":"clade";1338369:"Dipnotetrapodomorpha":"clade";8287:"Sarcopterygii":"superclass";117571:"Euteleostomi":"clade";117570:"Teleostomi":"clade";7776:"Gnathostomata":"clade";7742:"Vertebrata":"clade";89593:"Craniata":"subphylum";7711:"Chordata":"phylum";33511:"Deuterostomia":"clade";33213:"Bilateria":"clade";6072:"Eumetazoa":"clade";33208:"Metazoa":"kingdom";33154:"Opisthokonta":"clade";2759:"Eukaryota":"domain";131567:"cellular organisms":"cellular root";1:"root":"no rank"	0.076735	0.610731	0.000000	19.186265	-9.431584	426.000000	0.075378	1.018006	0.079858	0.738741	0.000649	19314.390650	0.040421	0.134461	0.502574	1.000000	0.000000	0.000000	3.847517	128396.655865	0	31	0.000000	0.076735	0.075378	1	53	0.018868	0.029871	0.044218	1	30	0.033333	0.011628	0.030552	0	47	0.000000	0.004526	0.017729	0	26	0.000000	0.001762	0.012306	5	24	0.208333	0.076735	0.079469	0	29	0.000000	0.029871	0.048840	0	32	0.000000	0.011628	0.030177	0	27	0.000000	0.004526	0.019540	0	29	0.000000	0.001762	0.012032
