RG	ReadsRaw	ReadsFiltered	ReadsLengthfiltered	SpeciesKmers	KmerCoverage	KmerDupRate	ExtractLVL	ReadsExtracted	Order	Family	Species	Reference	ReadsMapped	ProportionMapped	ReadsDeduped	DuplicationRate	CoveredBP	ReadsBedfiltered	PostBedCoveredBP	FamPercentage	Ancientness	ReadsDeam(1term)	ReadsDeam(3term)	Deam5(95ci)	Deam3(95ci)	Deam5Cond(95ci)	Deam3Cond(95ci)	MeanFragmentLength	MeanFragmentLength(3term)	Coverage	Breadth	ExpectedBreadth	ProportionExpectedBreadth
hyaena_1000_human_11	2499629	2499629	2499629	24	0.002131	22.7	f	56	Diprotodontia	Acrobatidae	Distoechurus_pennatus	best	65	1.1607	23	2.8260	124	23	124	0.05	-	2	3	28.6 (3.7,71.0)	0.0 (0.0,84.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	41.2	38.3	0.05	0.007	0.048	0.152
hyaena_1000_human_11	2499629	2499629	2499629	24	0.002232	89.7	f	420	Rodentia	Heteromyidae	Dipodomys_spectabilis	best	112	0.2666	50	2.2400	395	50	395	0.11	-	1	5	10.0 (0.3,44.5)	8.3 (0.2,38.5)	100.0 (2.5,100.0)	100.0 (2.5,100.0)	42.1	48.6	0.12	0.024	0.107	0.224
hyaena_1000_human_11	2499629	2499629	2499629	24	0.002699	86.4	f	2205	Pholidota	Manidae	Manis_crassicaudata	best	832	0.3773	180	4.6222	979	180	979	0.40	-	12	21	21.2 (9.0,38.9)	18.5 (6.3,38.1)	0.0 (0.0,97.5)	0.0 (0.0,84.2)	46.1	47.1	0.5	0.059	0.356	0.165
hyaena_1000_human_11	2499629	2499629	2499629	24	0.002834	67.5	f	329	Diprotodontia	Phalangeridae	Phalanger_vestitus	best	107	0.3252	24	4.4583	158	24	158	0.05	-	1	2	0.0 (0.0,45.9)	25.0 (0.6,80.6)	N/A (N/A,N/A)	N/A (N/A,N/A)	39.8	35.5	0.06	0.01	0.053	0.192
hyaena_1000_human_11	2499629	2499629	2499629	24	0.004587	62.9	f	5300	Carnivora	Otariidae	Arctocephalus_pusillus	best	1396	0.2633	254	5.4960	1257	229	1144	0.51	+	17	42	14.0 (5.3,27.9)	19.3 (10.0,31.9)	0.0 (0.0,60.2)	0.0 (0.0,84.2)	45.4	45.3	0.69	0.075	0.457	0.165
hyaena_1000_human_11	2499629	2499629	2499629	24	0.007036	29.8	f	5137	Artiodactyla	Cervidae	Mazama_temama	best	575	0.1119	160	3.5937	1259	158	1211	0.35	-	14	25	20.5 (9.3,36.5)	17.6 (6.8,34.5)	0.0 (0.0,70.8)	N/A (N/A,N/A)	45.2	50.9	0.43	0.076	0.321	0.239
hyaena_1000_human_11	2499629	2499629	2499629	25	0.002341	65.5	f	243	Diprotodontia	Pseudocheiridae	Pseudocheirus_peregrinus	best	265	1.0905	37	7.1621	133	37	133	0.08	-	6	8	0.0 (0.0,41.0)	33.3 (13.3,59.0)	0.0 (0.0,97.5)	N/A (N/A,N/A)	41.1	39.1	0.09	0.008	0.08	0.103
hyaena_1000_human_11	2499629	2499629	2499629	25	0.002911	45.0	f	6397	Rodentia	Sciuridae	Sundasciurus_lowii	best	2236	0.3495	361	6.1939	1667	337	1621	0.76	-	17	37	18.5 (9.3,31.4)	8.5 (3.5,16.8)	0.0 (0.0,84.2)	0.0 (0.0,60.2)	44.6	49.0	1.0	0.102	0.589	0.173
hyaena_1000_human_11	2499629	2499629	2499629	25	0.005097	9.28	f	807	Primates	Tarsiidae	Tarsius_wallacei	best	161	0.1995	50	3.2200	534	50	534	0.11	-	5	10	25.0 (3.2,65.1)	18.8 (4.0,45.6)	0.0 (0.0,97.5)	0.0 (0.0,84.2)	48.6	48.1	0.14	0.031	0.118	0.265
hyaena_1000_human_11	2499629	2499629	2499629	25	0.006983	85.7	f	533	Artiodactyla	Giraffidae	Giraffa_camelopardalis	best	106	0.1988	44	2.4090	373	44	373	0.09	-	4	10	11.1 (0.3,48.2)	20.0 (4.3,48.1)	N/A (N/A,N/A)	N/A (N/A,N/A)	42.6	43.9	0.11	0.022	0.095	0.237
hyaena_1000_human_11	2499629	2499629	2499629	25	0.01094	16.4	f	912	Artiodactyla	Camelidae	Lama_guanicoe	best	569	0.6239	122	4.6639	707	122	707	0.27	-	6	18	13.3 (3.8,30.7)	10.5 (1.3,33.1)	0.0 (0.0,97.5)	0.0 (0.0,97.5)	47.0	43.2	0.34	0.042	0.262	0.161
hyaena_1000_human_11	2499629	2499629	2499629	26	0.003027	13.6	f	298	Artiodactyla	Physeteridae	Kogia_sima	best	70	0.2348	29	2.4137	425	29	425	0.06	-	2	4	0.0 (0.0,52.2)	28.6 (3.7,71.0)	N/A (N/A,N/A)	N/A (N/A,N/A)	48.1	54.8	0.08	0.025	0.072	0.358
hyaena_1000_human_11	2499629	2499629	2499629	26	0.004676	28.3	f	2629	Rodentia	Echimyidae	Proechimys_brevicauda	best	457	0.1738	140	3.2642	1353	122	1324	0.27	+	10	13	11.1 (2.4,29.2)	31.8 (13.9,54.9)	0.0 (0.0,97.5)	0.0 (0.0,97.5)	43.8	45.1	0.36	0.081	0.277	0.294
hyaena_1000_human_11	2499629	2499629	2499629	27	0.002186	46.6	f	188	Rodentia	Geomyidae	Geomys_pinetis	best	27	0.1436	15	1.8000	166	15	166	0.03	-	1	1	14.3 (0.4,57.9)	0.0 (0.0,60.2)	N/A (N/A,N/A)	0.0 (0.0,97.5)	41.9	46.0	0.03	0.009	0.032	0.303
hyaena_1000_human_11	2499629	2499629	2499629	27	0.002328	52.2	f	190	Rodentia	Erethizontidae	Coendou_insidiosus	best	30	0.1578	15	2.0000	101	15	101	0.03	-	2	4	0.0 (0.0,84.2)	50.0 (6.8,93.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	39.9	39.2	0.03	0.006	0.031	0.194
hyaena_1000_human_11	2499629	2499629	2499629	27	0.002421	119.0	f	540	Primates	Daubentoniidae	Daubentonia_madagascariensis	best	223	0.4129	77	2.8961	349	77	349	0.17	-	5	16	22.2 (6.4,47.6)	5.9 (0.1,28.7)	N/A (N/A,N/A)	0.0 (0.0,97.5)	44.6	43.0	0.2	0.02	0.166	0.125
hyaena_1000_human_11	2499629	2499629	2499629	27	0.003044	104.0	f	466	Pilosa	Megalonychidae	Parocnus_serus	best	93	0.1995	29	3.2068	189	29	189	0.06	-	1	2	25.0 (0.6,80.6)	0.0 (0.0,60.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	39.8	41.0	0.07	0.012	0.063	0.191
hyaena_1000_human_11	2499629	2499629	2499629	27	0.003346	23.2	f	1279	Rodentia	Spalacidae	Eospalax_rufescens	best	85	0.0664	36	2.3611	423	33	337	0.07	-	2	2	0.0 (0.0,41.0)	14.3 (1.8,42.8)	0.0 (0.0,97.5)	N/A (N/A,N/A)	42.2	40.5	0.09	0.025	0.078	0.331
hyaena_1000_human_11	2499629	2499629	2499629	27	0.003349	30.0	f	273	Chiroptera	Mormoopidae	Pteronotus_rubiginosus	best	66	0.2417	26	2.5384	249	22	236	0.04	-	1	4	0.0 (0.0,52.2)	20.0 (0.5,71.6)	N/A (N/A,N/A)	N/A (N/A,N/A)	41.9	38.0	0.06	0.014	0.056	0.265
hyaena_1000_human_11	2499629	2499629	2499629	27	0.00351	186.0	f	4683	Rodentia	Cricetidae	Cricetulus_sokolovi	best	1945	0.4153	250	7.7800	1090	250	1090	0.56	-	12	23	12.0 (4.5,24.3)	12.2 (4.6,24.8)	0.0 (0.0,84.2)	N/A (N/A,N/A)	45.5	46.3	0.69	0.066	0.459	0.145
hyaena_1000_human_11	2499629	2499629	2499629	27	0.003558	48.3	f	12602	Rodentia	Muridae	Rattus_norvegicus	best	1766	0.1401	325	5.4338	1934	310	1912	0.70	-	14	35	10.9 (4.5,21.2)	10.8 (4.4,20.9)	0.0 (0.0,97.5)	0.0 (0.0,84.2)	44.7	45.5	0.89	0.118	0.547	0.216
hyaena_1000_human_11	2499629	2499629	2499629	27	0.004886	39.5	f	2845	Primates	Cebidae	Saguinus_mystax	best	1366	0.4801	218	6.2660	999	217	957	0.49	-	16	33	10.9 (3.6,23.6)	15.9 (8.2,26.7)	0.0 (0.0,84.2)	N/A (N/A,N/A)	48.3	49.7	0.63	0.06	0.429	0.14
hyaena_1000_human_11	2499629	2499629	2499629	28	0.00382	49.4	f	155	Artiodactyla	Neobalaenidae	Caperea_marginata	best	146	0.9419	30	4.8666	169	30	169	0.06	-	2	6	28.6 (3.7,71.0)	0.0 (0.0,41.0)	N/A (N/A,N/A)	N/A (N/A,N/A)	42.2	38.3	0.07	0.01	0.065	0.156
hyaena_1000_human_11	2499629	2499629	2499629	29	0.002589	24.5	f	62	Diprotodontia	Vombatidae	Vombatus_ursinus	best	38	0.6129	22	1.7272	149	22	149	0.04	-	2	5	40.0 (5.3,85.3)	0.0 (0.0,45.9)	N/A (N/A,N/A)	0.0 (0.0,97.5)	41.9	41.8	0.05	0.008	0.046	0.187
hyaena_1000_human_11	2499629	2499629	2499629	29	0.002809	46.0	f	660	Scandentia	Tupaiidae	Tupaia_glis	best	134	0.2030	41	3.2682	343	36	279	0.08	-	1	2	0.0 (0.0,52.2)	50.0 (1.3,98.7)	N/A (N/A,N/A)	N/A (N/A,N/A)	41.7	39.5	0.1	0.02	0.086	0.235
hyaena_1000_human_11	2499629	2499629	2499629	3	0.001036	142.0	f	419	Primates	Galagidae	Galago_moholi	best	271	0.6467	58	4.6724	236	58	236	0.13	-	3	7	0.0 (0.0,36.9)	16.7 (3.6,41.4)	0.0 (0.0,97.5)	N/A (N/A,N/A)	42.8	41.1	0.14	0.014	0.123	0.114
hyaena_1000_human_11	2499629	2499629	2499629	30	0.002737	43.7	f	923	Dasyuromorphia	Dasyuridae	Sminthopsis_douglasi	best	485	0.5254	70	6.9285	490	70	490	0.15	-	7	11	16.7 (3.6,41.4)	15.4 (4.4,34.9)	0.0 (0.0,84.2)	0.0 (0.0,97.5)	42.3	41.5	0.17	0.029	0.145	0.203
hyaena_1000_human_11	2499629	2499629	2499629	30	0.002843	229.0	f	1164	Hyracoidea	Procaviidae	Procavia_capensis	best	1191	1.0231	83	14.3493	436	83	436	0.18	-	4	9	8.3 (1.0,27.0)	28.6 (3.7,71.0)	N/A (N/A,N/A)	N/A (N/A,N/A)	44.0	47.4	0.21	0.026	0.175	0.148
hyaena_1000_human_11	2499629	2499629	2499629	30	0.002944	16.9	f	53	Chiroptera	Emballonuridae	Saccopteryx_leptura	best	8	0.1509	7	1.1428	186	7	186	0.01	-	2	2	100.0 (2.5,100.0)	100.0 (2.5,100.0)	N/A (N/A,N/A)	N/A (N/A,N/A)	41.6	45.5	0.01	0.011	0.015	0.729
hyaena_1000_human_11	2499629	2499629	2499629	31	0.003139	23.4	f	119	Pilosa	Mylodontidae	Mylodon_darwinii	best	77	0.6470	27	2.8518	132	27	132	0.06	-	4	10	37.5 (8.5,75.5)	25.0 (3.2,65.1)	50.0 (1.3,98.7)	100.0 (2.5,100.0)	43.9	45.1	0.07	0.008	0.061	0.13
hyaena_1000_human_11	2499629	2499629	2499629	31	0.00357	21.2	f	215	Pilosa	Megatheriidae	Megatherium_americanum	best	39	0.1813	17	2.2941	172	17	172	0.03	-	0	2	0.0 (0.0,60.2)	0.0 (0.0,60.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	44.3	51.0	0.04	0.011	0.042	0.264
hyaena_1000_human_11	2499629	2499629	2499629	31	0.003902	364.0	f	7128	Chiroptera	Pteropodidae	Rousettus_lanosus	best	1699	0.2383	257	6.6108	1509	257	1509	0.58	-	12	22	7.0 (1.9,17.0)	14.8 (6.6,27.1)	0.0 (0.0,97.5)	N/A (N/A,N/A)	44.2	44.3	0.67	0.089	0.449	0.199
hyaena_1000_human_11	2499629	2499629	2499629	32	0.002658	67.3	f	428	Rodentia	Laonastidae	Laonastes_aenigmamus	best	128	0.2990	38	3.3684	271	38	271	0.08	-	3	5	11.1 (0.3,48.2)	33.3 (4.3,77.7)	N/A (N/A,N/A)	0.0 (0.0,97.5)	40.1	43.0	0.09	0.016	0.078	0.21
hyaena_1000_human_11	2499629	2499629	2499629	32	0.005464	25.2	f	2077	Artiodactyla	Ziphiidae	Mesoplodon_mirus	best	530	0.2551	133	3.9849	823	124	820	0.28	-	4	11	7.4 (0.9,24.3)	8.3 (1.0,27.0)	N/A (N/A,N/A)	0.0 (0.0,97.5)	44.0	41.9	0.35	0.05	0.271	0.185
hyaena_1000_human_11	2499629	2499629	2499629	32	0.006221	44.1	f	508	Primates	Lorisidae	Loris_lydekkerianus	best	139	0.2736	57	2.4385	460	56	424	0.12	-	6	11	6.7 (0.2,31.9)	22.7 (7.8,45.4)	0.0 (0.0,97.5)	0.0 (0.0,97.5)	42.5	40.2	0.14	0.027	0.119	0.229
hyaena_1000_human_11	2499629	2499629	2499629	33	0.002743	239.0	f	344	Diprotodontia	Phascolarctidae	Phascolarctos_cinereus	best	219	0.6366	46	4.7608	196	46	196	0.10	-	0	0	0.0 (0.0,30.8)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	40.2	N/A	0.11	0.011	0.094	0.126
hyaena_1000_human_11	2499629	2499629	2499629	34	0.0231	171.0	f	31688	Carnivora	Felidae	Panthera_tigris_amoyensis	best	11575	0.3652	1852	6.2500	6308	1813	6149	4.10	++	100	248	12.9 (9.7,16.6)	13.5 (10.2,17.3)	16.7 (2.1,48.4)	16.7 (2.1,48.4)	46.4	46.1	5.06	0.371	0.988	0.375
hyaena_1000_human_11	2499629	2499629	2499629	35	0.003025	106.0	f	434	Rodentia	Thryonomyidae	Thryonomys_swinderianus	best	248	0.5714	51	4.8627	190	51	190	0.11	-	7	12	23.1 (5.0,53.8)	20.0 (5.7,43.7)	0.0 (0.0,97.5)	0.0 (0.0,97.5)	46.9	45.0	0.14	0.011	0.119	0.095
hyaena_1000_human_11	2499629	2499629	2499629	35	0.003654	55.4	f	365	Rodentia	Octodontidae	Octodon_degus	best	47	0.1287	29	1.6206	218	29	218	0.06	-	1	1	8.3 (0.2,38.5)	0.0 (0.0,84.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	41.4	43.0	0.07	0.012	0.061	0.212
hyaena_1000_human_11	2499629	2499629	2499629	35	0.003843	81.1	f	533	Chiroptera	Hipposideridae	Hipposideros_pomona	best	406	0.7617	51	7.9607	318	50	275	0.11	-	2	4	16.7 (0.4,64.1)	12.5 (0.3,52.7)	N/A (N/A,N/A)	0.0 (0.0,97.5)	43.8	44.0	0.13	0.018	0.11	0.171
hyaena_1000_human_11	2499629	2499629	2499629	36	0.002807	20.3	f	44	Monotremata	Ornithorhynchidae	Ornithorhynchus_anatinus	best	16	0.3636	10	1.6000	130	10	130	0.02	-	0	1	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	39.9	40.0	0.02	0.007	0.02	0.372
hyaena_1000_human_11	2499629	2499629	2499629	36	0.005358	45.3	f	9729	Chiroptera	Vespertilionidae	Myotis_leibii	best	1732	0.1780	369	4.6937	2207	315	1995	0.71	-	16	28	17.9 (8.9,30.4)	12.2 (4.6,24.8)	0.0 (0.0,97.5)	N/A (N/A,N/A)	44.3	44.0	0.96	0.129	0.573	0.226
hyaena_1000_human_11	2499629	2499629	2499629	37	0.004344	61.7	f	552	Chiroptera	Molossidae	Tadarida_latouchei	best	75	0.1358	31	2.4193	359	31	359	0.07	-	0	3	0.0 (0.0,41.0)	0.0 (0.0,41.0)	N/A (N/A,N/A)	N/A (N/A,N/A)	42.3	45.3	0.07	0.021	0.066	0.321
hyaena_1000_human_11	2499629	2499629	2499629	38	0.003312	75.9	f	304	Rodentia	Chinchillidae	Chinchilla_lanigera	best	103	0.3388	30	3.4333	269	26	209	0.05	-	0	1	0.0 (0.0,70.8)	0.0 (0.0,52.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	46.7	53.0	0.08	0.016	0.07	0.229
hyaena_1000_human_11	2499629	2499629	2499629	38	0.003519	5.42	f	1104	Rodentia	Anomaluridae	Anomalurus_beecrofti	best	381	0.3451	82	4.6463	542	82	542	0.18	-	5	9	23.5 (6.8,49.9)	5.9 (0.1,28.7)	N/A (N/A,N/A)	N/A (N/A,N/A)	44.9	47.9	0.21	0.032	0.175	0.183
hyaena_1000_human_11	2499629	2499629	2499629	38	0.003645	62.7	f	2278	Cingulata	Chlamyphoridae	Chlamyphorus_truncatus	best	232	0.1018	66	3.5151	566	57	506	0.12	-	4	10	30.0 (6.7,65.2)	9.1 (0.2,41.3)	0.0 (0.0,97.5)	N/A (N/A,N/A)	39.4	38.4	0.16	0.034	0.132	0.262
hyaena_1000_human_11	2499629	2499629	2499629	38	0.005053	47.3	f	397	Perissodactyla	Tapiridae	Tapirus_indicus	best	111	0.2795	52	2.1346	423	52	423	0.11	-	3	5	9.1 (0.2,41.3)	22.2 (2.8,60.0)	0.0 (0.0,84.2)	N/A (N/A,N/A)	40.3	45.0	0.12	0.025	0.104	0.241
hyaena_1000_human_11	2499629	2499629	2499629	38	0.007162	2.95	f	3185	Primates	Cheirogaleidae	Microcebus_danfossi	best	428	0.1343	146	2.9315	1161	122	1070	0.27	-	5	12	4.3 (0.1,21.9)	16.7 (4.7,37.4)	0.0 (0.0,84.2)	N/A (N/A,N/A)	43.3	46.3	0.38	0.069	0.289	0.238
hyaena_1000_human_11	2499629	2499629	2499629	38	0.05947	7.32	f	20412	Carnivora	Herpestidae	Urva_javanica	best	5596	0.2741	850	6.5835	4079	833	3954	1.88	+	53	100	11.5 (7.0,17.6)	16.8 (12.0,22.6)	0.0 (0.0,36.9)	0.0 (0.0,30.8)	45.8	47.5	2.32	0.243	0.871	0.279
hyaena_1000_human_11	2499629	2499629	2499629	40	0.003532	30.8	f	488	Rodentia	Gliridae	Glis_glis	best	154	0.3155	26	5.9230	268	26	268	0.05	-	0	0	0.0 (0.0,97.5)	0.0 (0.0,52.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	46.4	N/A	0.07	0.016	0.062	0.259
hyaena_1000_human_11	2499629	2499629	2499629	40	0.0114	294.0	f	4847	Chiroptera	Rhinolophidae	Rhinolophus_macrotis	best	1460	0.3012	227	6.4317	978	227	978	0.51	-	14	26	16.7 (7.0,31.4)	17.5 (7.3,32.8)	0.0 (0.0,97.5)	0.0 (0.0,97.5)	45.8	44.0	0.61	0.058	0.419	0.138
hyaena_1000_human_11	2499629	2499629	2499629	42	0.004167	33.9	f	97	Microbiotheria	Microbiotheriidae	Dromiciops_gliroides	best	8	0.0824	7	1.1428	206	7	206	0.01	-	1	1	25.0 (0.6,80.6)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	37.9	36.0	0.01	0.013	0.015	0.887
hyaena_1000_human_11	2499629	2499629	2499629	42	0.004755	17.5	f	11306	Chiroptera	Phyllostomidae	Artibeus_hartii	best	1013	0.0895	261	3.8812	1804	260	1764	0.58	-	10	24	10.3 (2.9,24.2)	10.9 (4.1,22.2)	0.0 (0.0,97.5)	0.0 (0.0,84.2)	44.0	45.4	0.69	0.108	0.456	0.237
hyaena_1000_human_11	2499629	2499629	2499629	43	0.004613	73.6	f	370	Rodentia	Caviidae	Cavia_porcellus	best	297	0.8027	64	4.6406	243	64	243	0.14	-	2	5	7.1 (0.2,33.9)	7.7 (0.2,36.0)	0.0 (0.0,97.5)	N/A (N/A,N/A)	43.0	42.4	0.16	0.014	0.134	0.107
hyaena_1000_human_11	2499629	2499629	2499629	44	0.0043	13.5	f	219	Rodentia	Ctenomyidae	Ctenomys_leucodon	best	21	0.0958	16	1.3125	284	11	235	0.02	-	0	0	0.0 (0.0,84.2)	0.0 (0.0,84.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	41.2	N/A	0.04	0.017	0.035	0.498
hyaena_1000_human_11	2499629	2499629	2499629	44	0.004748	76.3	f	528	Artiodactyla	Tayassuidae	Pecari_tajacu	best	667	1.2632	84	7.9404	417	83	404	0.18	+	6	13	50.0 (15.7,84.3)	16.7 (2.1,48.4)	N/A (N/A,N/A)	N/A (N/A,N/A)	46.4	47.0	0.23	0.024	0.185	0.133
hyaena_1000_human_11	2499629	2499629	2499629	44	0.007364	65.0	f	11058	Artiodactyla	Bovidae	Tragelaphus_angasii	best	1502	0.1358	400	3.7550	2281	379	2254	0.85	-	20	42	12.5 (5.9,22.4)	15.4 (8.2,25.3)	25.0 (0.6,80.6)	50.0 (1.3,98.7)	45.3	43.6	1.09	0.139	0.621	0.223
hyaena_1000_human_11	2499629	2499629	2499629	46	0.004439	58.0	f	493	Hyracoidea	Chrysochloridae	Eremitalpa_granti	best	518	1.0507	81	6.3950	499	81	499	0.18	-	2	3	0.0 (0.0,18.5)	14.3 (1.8,42.8)	N/A (N/A,N/A)	N/A (N/A,N/A)	43.1	43.7	0.21	0.03	0.169	0.177
hyaena_1000_human_11	2499629	2499629	2499629	48	0.00491	76.4	f	474	Carnivora	Odobenidae	Odobenus_rosmarus_rosmarus	best	239	0.5042	59	4.0508	384	59	384	0.13	-	4	7	0.0 (0.0,33.6)	33.3 (9.9,65.1)	0.0 (0.0,97.5)	N/A (N/A,N/A)	42.8	42.7	0.15	0.023	0.126	0.183
hyaena_1000_human_11	2499629	2499629	2499629	49	0.006414	92.2	f	5681	Carnivora	Canidae	Vulpes_lagopus	best	1207	0.2124	285	4.2350	1740	277	1682	0.62	+	13	32	20.9 (10.0,36.0)	9.5 (2.7,22.6)	N/A (N/A,N/A)	0.0 (0.0,84.2)	45.1	43.0	0.76	0.104	0.492	0.211
hyaena_1000_human_11	2499629	2499629	2499629	5	0.000412	108.0	f	49	Dasyuromorphia	Myrmecobiidae	Myrmecobius_fasciatus	best	0	0	0	0	0	0	0	0.00	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A	N/A	0	0.0	0.0	
hyaena_1000_human_11	2499629	2499629	2499629	5	0.0004626	185.0	f	28	Sirenia	Trichechidae	Trichechus_manatus	best	0	0	0	0	0	0	0	0.00	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A	N/A	0	0.0	0.0	
hyaena_1000_human_11	2499629	2499629	2499629	50	0.009237	56.6	f	4676	Carnivora	Phocidae	Phoca_fasciata	best	2415	0.5164	366	6.5983	1796	340	1650	0.76	-	13	34	10.2 (3.8,20.8)	10.8 (4.4,20.9)	0.0 (0.0,97.5)	0.0 (0.0,84.2)	45.2	43.5	0.99	0.107	0.583	0.184
hyaena_1000_human_11	2499629	2499629	2499629	51	0.004454	31.8	f	1418	Eulipotyphla	Erinaceidae	Echinosorex_gymnura	best	479	0.3377	88	5.4431	553	88	553	0.19	-	2	2	7.1 (0.2,33.9)	10.0 (0.3,44.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	43.8	39.5	0.22	0.032	0.179	0.179
hyaena_1000_human_11	2499629	2499629	2499629	51	0.007132	83.0	f	2148	Perissodactyla	Rhinocerotidae	Rhinoceros_sondaicus	best	933	0.4343	170	5.4882	1058	164	1041	0.37	-	7	17	13.3 (3.8,30.7)	12.0 (2.5,31.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	42.1	39.9	0.43	0.064	0.318	0.202
hyaena_1000_human_11	2499629	2499629	2499629	52	0.005677	45.8	f	6100	Eulipotyphla	Soricidae	Crocidura_leucodon	best	427	0.0700	119	3.5882	883	119	883	0.26	-	5	10	7.1 (0.9,23.5)	15.8 (3.4,39.6)	0.0 (0.0,97.5)	N/A (N/A,N/A)	41.2	41.5	0.28	0.052	0.225	0.231
hyaena_1000_human_11	2499629	2499629	2499629	52	0.00759	58.5	f	3604	Eulipotyphla	Talpidae	Uropsilus_gracilis	best	804	0.2230	140	5.7428	780	139	779	0.31	-	4	12	8.3 (1.0,27.0)	8.0 (1.0,26.0)	0.0 (0.0,97.5)	N/A (N/A,N/A)	44.9	41.8	0.37	0.047	0.283	0.166
hyaena_1000_human_11	2499629	2499629	2499629	52	0.008046	45.0	f	15740	Carnivora	Mustelidae	Mustela_kathiah	best	4700	0.2986	667	7.0464	2657	662	2600	1.49	-	20	67	8.4 (4.3,14.5)	7.5 (3.5,13.8)	0.0 (0.0,97.5)	0.0 (0.0,60.2)	44.8	45.8	1.8	0.16	0.797	0.201
hyaena_1000_human_11	2499629	2499629	2499629	57	0.004715	83.2	f	603	Dermoptera	Cynocephalidae	Galeopterus_variegatus	best	346	0.5737	78	4.4358	256	78	256	0.17	+	8	20	31.6 (12.6,56.6)	10.0 (1.2,31.7)	N/A (N/A,N/A)	0.0 (0.0,84.2)	45.0	44.8	0.2	0.015	0.168	0.09
hyaena_1000_human_11	2499629	2499629	2499629	6	0.001639	89.5	f	83	Rodentia	Bathyergidae	Fukomys_damarensis	best	20	0.2409	13	1.5384	117	11	110	0.02	-	1	1	50.0 (1.3,98.7)	0.0 (0.0,41.0)	N/A (N/A,N/A)	N/A (N/A,N/A)	43.2	35.0	0.03	0.007	0.03	0.232
hyaena_1000_human_11	2499629	2499629	2499629	6	0.002475	6.0	f	1065	Primates	Pitheciidae	Chiropotes_israelita	best	220	0.2065	69	3.1884	402	69	402	0.15	-	5	8	17.6 (3.8,43.4)	14.3 (1.8,42.8)	N/A (N/A,N/A)	N/A (N/A,N/A)	42.3	41.6	0.17	0.024	0.143	0.168
hyaena_1000_human_11	2499629	2499629	2499629	6	0.005025	3.17	f	2270	Artiodactyla	Suidae	Sus_scrofa_taivanus	best	1844	0.8123	248	7.4354	795	218	756	0.49	-	15	29	14.0 (6.3,25.8)	15.1 (6.7,27.6)	33.3 (0.8,90.6)	33.3 (0.8,90.6)	45.9	50.7	0.69	0.048	0.457	0.105
hyaena_1000_human_11	2499629	2499629	2499629	62	0.006651	28.6	f	358	Rodentia	Hystricidae	Hystrix_brachyura	best	86	0.2402	49	1.7551	451	49	451	0.11	-	3	7	37.5 (8.5,75.5)	0.0 (0.0,41.0)	N/A (N/A,N/A)	N/A (N/A,N/A)	42.1	41.6	0.12	0.026	0.102	0.261
hyaena_1000_human_11	2499629	2499629	2499629	7	0.0009497	46.1	f	29	Artiodactyla	Balaenidae	Eubalaena_japonica	best	5	0.1724	3	1.6666	72	3	72	0.00	-	1	2	50.0 (1.3,98.7)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	35.7	36.0	0.0	0.004	0.005	0.764
hyaena_1000_human_11	2499629	2499629	2499629	7	0.003631	51.9	f	492	Primates	Indriidae	Propithecus_coquereli	best	109	0.2215	37	2.9459	298	37	298	0.08	-	4	9	18.2 (2.3,51.8)	40.0 (5.3,85.3)	N/A (N/A,N/A)	N/A (N/A,N/A)	42.8	42.7	0.09	0.017	0.078	0.221
hyaena_1000_human_11	2499629	2499629	2499629	7372	0.8974	1980.0	f	1500702	Carnivora	Hyaenidae	Crocuta_crocuta	best	1693803	1.1286	31892	53.1105	16699	29830	16121	67.46	++	1784	2867	14.9 (14.0,15.8)	14.6 (13.8,15.6)	12.9 (8.4,18.6)	12.2 (8.0,17.6)	46.5	49.4	87.24	0.974	1.0	0.974
hyaena_1000_human_11	2499629	2499629	2499629	74	0.008211	49.7	f	1421	Carnivora	Procyonidae	Procyon_lotor	best	443	0.3117	151	2.9337	1012	141	938	0.31	-	3	8	6.7 (0.2,31.9)	8.7 (1.1,28.0)	N/A (N/A,N/A)	N/A (N/A,N/A)	45.9	43.1	0.41	0.06	0.307	0.198
