RG	RawReads	ReadsL35	FinalNoPCRDups	AvrgTimesSeen	Family	Species	ReadsMapped	ReadsDeduped	Ancientness	ReadsDeam1Term	ReadsDeam3Term	Deam5_95CI	Deam3_95CI	Deam5Cond_95CI	Deam3Cond_95CI	MeanFragmentLength	MeanFragmentLength_Deam
simadna_01.fq	499903	499903	499900	 1.0	Bovidae	Addax_nasomaculatus	3	3	-	0	1	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	40.0	47.0
simadna_01.fq	499903	499903	499900	 1.0	Bovidae	Aepyceros_melampus	4	4	-	1	2	100.0 (2.5,100.0)	0.0 (0.0,84.2)	N/A (N/A,N/A)	0.0 (0.0,97.5)	43.0	46.0
simadna_01.fq	499903	499903	499900	 1.0	Bovidae	Alcelaphus_buselaphus	5	5	-	1	1	100.0 (2.5,100.0)	0.0 (0.0,84.2)	N/A (N/A,N/A)	0.0 (0.0,97.5)	41.6	45.0
simadna_01.fq	499903	499903	499900	 1.0	Bovidae	Ammotragus_lervia	3	3	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	41.3	N/A
simadna_01.fq	499903	499903	499900	 1.0	Bovidae	Antidorcas_marsupialis	6	6	-	0	1	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	40.7	47.0
simadna_01.fq	499903	499903	499900	 1.0	Bovidae	Antilope_cervicapra	6	6	-	1	1	100.0 (2.5,100.0)	0.0 (0.0,84.2)	N/A (N/A,N/A)	0.0 (0.0,97.5)	42.0	45.0
simadna_01.fq	499903	499903	499900	 1.0	Bovidae	Arabitragus_jayakari	4	4	-	0	0	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	39.8	N/A
simadna_01.fq	499903	499903	499900	 1.0	Bovidae	Beatragus_hunteri	2	2	-	0	0	N/A (N/A,N/A)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	41.0	N/A
simadna_01.fq	499903	499903	499900	 1.0	Bovidae	Bison_bison	60	60	-	1	6	0.0 (0.0,41.0)	6.2 (0.2,30.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	49.7	47.5
simadna_01.fq	499903	499903	499900	 1.0	Bovidae	Bison_bonasus	65	65	-	2	5	18.2 (2.3,51.8)	0.0 (0.0,24.7)	N/A (N/A,N/A)	0.0 (0.0,97.5)	49.9	54.2
simadna_01.fq	499903	499903	499900	 1.0	Bovidae	Bison_priscus	64	64	-	1	6	0.0 (0.0,36.9)	5.9 (0.1,28.7)	N/A (N/A,N/A)	N/A (N/A,N/A)	48.8	47.5
simadna_01.fq	499903	499903	499900	 1.0	Bovidae	Bison_schoetensacki	62	62	-	2	6	20.0 (2.5,55.6)	0.0 (0.0,21.8)	N/A (N/A,N/A)	N/A (N/A,N/A)	49.3	47.5
simadna_01.fq	499903	499903	499900	 1.0	Bovidae	Bootherium_bombifrons	7	7	-	0	0	0.0 (0.0,97.5)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	41.7	N/A
simadna_01.fq	499903	499903	499900	 1.0	Bovidae	Bos_frontalis	48	47	-	2	6	14.3 (0.4,57.9)	14.3 (0.4,57.9)	N/A (N/A,N/A)	0.0 (0.0,97.5)	49.0	46.2
simadna_01.fq	499903	499903	499900	 1.0	Bovidae	Bos_gaurus	48	47	-	2	6	14.3 (0.4,57.9)	12.5 (0.3,52.7)	N/A (N/A,N/A)	0.0 (0.0,97.5)	49.1	46.2
simadna_01.fq	499903	499903	499900	 1.0	Bovidae	Bos_grunniens	50	50	-	2	5	12.5 (0.3,52.7)	12.5 (0.3,52.7)	N/A (N/A,N/A)	N/A (N/A,N/A)	49.9	44.0
simadna_01.fq	499903	499903	499900	 1.0	Bovidae	Bos_grunniens_x_Bos_taurus	51	51	-	2	5	12.5 (0.3,52.7)	11.1 (0.3,48.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	50.4	44.0
simadna_01.fq	499903	499903	499900	 1.0	Bovidae	Bos_indicus	108	108	-	2	4	5.9 (0.1,28.7)	3.4 (0.1,17.8)	0.0 (0.0,97.5)	N/A (N/A,N/A)	50.6	52.5
simadna_01.fq	499903	499903	499900	 1.0	Bovidae	Bos_javanicus	115	114	-	0	0	0.0 (0.0,18.5)	0.0 (0.0,12.8)	N/A (N/A,N/A)	N/A (N/A,N/A)	50.5	N/A
simadna_01.fq	499903	499903	499900	 1.0	Bovidae	Bos_mutus	56	55	-	2	4	12.5 (0.3,52.7)	10.0 (0.3,44.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	50.5	43.5
simadna_01.fq	499903	499903	499900	 1.0	Bovidae	Bos_primigenius	115	114	-	0	0	0.0 (0.0,18.5)	0.0 (0.0,12.8)	N/A (N/A,N/A)	N/A (N/A,N/A)	50.5	N/A
simadna_01.fq	499903	499903	499900	 1.0	Bovidae	Bos_taurus	115	114	-	0	0	0.0 (0.0,18.5)	0.0 (0.0,12.8)	N/A (N/A,N/A)	N/A (N/A,N/A)	50.5	N/A
simadna_01.fq	499903	499903	499900	 1.0	Bovidae	Boselaphus_tragocamelus	12	12	-	1	3	100.0 (2.5,100.0)	0.0 (0.0,70.8)	N/A (N/A,N/A)	0.0 (0.0,97.5)	44.2	56.3
simadna_01.fq	499903	499903	499900	 1.0	Bovidae	Bubalus_arnee	9	9	-	1	1	50.0 (1.3,98.7)	0.0 (0.0,84.2)	N/A (N/A,N/A)	0.0 (0.0,97.5)	39.9	45.0
