#Taxa	bin0	entropy	bin1	entropy	bin2	entropy	bin3	entropy	bin4	entropy	bin5	entropy	bin6	entropy	bin7	entropy	bin8	entropy	bin9	entropy	bin10	entropy	bin11	entropy	bin12	entropy	bin13	entropy	bin14	entropy	bin15	entropy	bin16	entropy	bin17	entropy	bin18	entropy	bin19	entropy	bin20	entropy
Bovidae	7.00000	1.35745	4.00000	1.34525	7.62222	1.29369	3.93333	1.32285	8.31111	1.32622	12.00000	1.34440	4.00000	1.33147	10.47256	1.36123	8.00000	1.31896	12.00000	1.34425	13.00000	1.33564	
