Bovidae	44	70	50	35	54	50	51	87	75	44	50	47	59	52	54	82	66	39	44	77	39	59	40	44	70	76	39	65	84	58	100	45	35	47	44	54	38	51	35	56	44	43	46	54	40	67	38	91	97	61	56	44	50	45	50	58	62	82	52	74	69	49	39	94	36	55	40	57	43	42	85	54	57	41	73	50	35	54	72	41	65	67	36	56	42	38	47	81	47	69	46	44	38	66	51	39	75	40	35	91	54	49	96	43	50	41	63	60	71	67	49	58	57	44	57	35	56	39	54	57	56	56	65	49
Carnivora	60	38	48	39	46	53	46	38	60	40	58	44	46	100	36	36	62	81	55	72	37	86	73	55	38	68	88	46	47	46	49	46	40	57	54	41	35	59	59	59	40	35	62	40	39
Suina	92	81	83	39	51	41	55	42	46	63	36	72	84	42	56	47	98	48	42	67	58	41	40	36	47	35	66	41	55	59	37	67	55	65	65	54	63	41	52	41	37	44	57	64	35	62	47	83	56	39	44	49
