RG	ReadsRaw	ReadsFiltered	ReadsLengthfiltered	SpeciesKmers	KmerCoverage	KmerDupRate	ExtractLVL	ReadsExtracted	Order	Family	Species	Reference	ReadsMapped	ProportionMapped	ReadsDeduped	DuplicationRate	CoveredBP	ReadsBedfiltered	PostBedCoveredBP	FamPercentage	Ancientness	ReadsDeam(1term)	ReadsDeam(3term)	Deam5(95ci)	Deam3(95ci)	Deam5Cond(95ci)	Deam3Cond(95ci)	MeanFragmentLength	MeanFragmentLength(3term)	Coverage	Breadth	ExpectedBreadth	ProportionExpectedBreadth
simadna_hd_01	499907	499907	499907	16	0.01339	1.06	f	126	Artiodactyla	Bovidae	Bos_indicus	best	97	0.7698	97	1.0000	4273	93	4074	33.57	++	11	17	50.0 (18.7,81.3)	31.6 (12.6,56.6)	N/A (N/A,N/A)	0.0 (0.0,97.5)	51.4	57.0	0.3	0.261	0.236	1.105
simadna_hd_01	499907	499907	499907	26	0.0272	1.0	f	20	Proboscidea	Elephantidae	Mammuthus_primigenius	best	15	0.7500	15	1.0000	780	14	731	5.05	-	2	2	0.0 (0.0,84.2)	50.0 (6.8,93.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	52.2	58.0	0.04	0.046	0.04	1.155
simadna_hd_01	499907	499907	499907	34	0.03527	1.0	f	51	Artiodactyla	Suidae	Sus_scrofa_taivanus	best	46	0.9019	46	1.0000	2319	45	2281	16.60	+	7	9	27.3 (6.0,61.0)	38.5 (13.9,68.4)	50.0 (1.3,98.7)	100.0 (2.5,100.0)	54.4	57.3	0.15	0.14	0.124	1.129
simadna_hd_10	499901	499901	499901	11	0.002411	1.64	f	117	Chiroptera	Pteropodidae	Rousettus_aegyptiacus	best	3	0.0256	3	1.0000	131	2	92	0.00	-	1	1	100.0 (2.5,100.0)	100.0 (2.5,100.0)	100.0 (2.5,100.0)	100.0 (2.5,100.0)	46.0	53.0	0.0	0.007	0.006	1.136
simadna_hd_10	499901	499901	499901	13	0.001693	2.38	f	70	Rodentia	Echimyidae	Proechimys_goeldii	best	2	0.0285	2	1.0000	80	2	80	0.00	-	0	0	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	40.0	N/A	0.0	0.004	0.004	1.134
simadna_hd_10	499901	499901	499901	13	0.001908	2.31	f	155	Primates	Cercopithecidae	Macaca_sylvanus	best	18	0.1161	17	1.0588	427	16	401	0.06	-	2	6	66.7 (9.4,99.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	48.3	46.5	0.05	0.025	0.044	0.58
simadna_hd_10	499901	499901	499901	137	0.0241	4.39	f	211	Primates	Cebidae	Leontopithecus_rosalia	best	25	0.1184	25	1.0000	500	25	500	0.10	-	3	6	0.0 (0.0,60.2)	42.9 (9.9,81.6)	0.0 (0.0,97.5)	N/A (N/A,N/A)	45.7	44.8	0.06	0.029	0.057	0.511
simadna_hd_10	499901	499901	499901	14	0.002104	5.64	f	115	Rodentia	Cricetidae	Cricetulus_sokolovi	best	18	0.1565	16	1.1250	464	16	464	0.06	-	0	2	N/A (N/A,N/A)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	44.4	37.0	0.04	0.028	0.037	0.753
simadna_hd_10	499901	499901	499901	15	0.004053	1.33	f	41	Primates	Lepilemuridae	Lepilemur_hubbardorum	best	5	0.1219	4	1.2500	135	3	94	0.01	-	0	1	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	43.3	42.0	0.01	0.008	0.008	0.898
simadna_hd_10	499901	499901	499901	16	0.002001	1.56	f	183	Rodentia	Sciuridae	Tamias_striatus	best	14	0.0765	13	1.0769	367	12	313	0.05	-	2	3	50.0 (6.8,93.2)	0.0 (0.0,84.2)	N/A (N/A,N/A)	0.0 (0.0,97.5)	46.8	47.3	0.03	0.022	0.032	0.686
simadna_hd_10	499901	499901	499901	16	0.00435	1.5	f	63	Primates	Cheirogaleidae	Microcebus_tanosi	best	6	0.0952	6	1.0000	221	5	176	0.02	-	1	1	N/A (N/A,N/A)	50.0 (1.3,98.7)	N/A (N/A,N/A)	N/A (N/A,N/A)	49.2	35.0	0.01	0.013	0.015	0.866
simadna_hd_10	499901	499901	499901	17	0.001744	1.53	f	77	Dasyuromorphia	Dasyuridae	Antechinus_flavipes	best	1	0.0129	1	1.0000	43	1	43	0.00	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	43.0	N/A	0.0	0.002	0.002	1.133
simadna_hd_10	499901	499901	499901	17	0.002683	2.88	f	270	Rodentia	Muridae	Rattus_norvegicus	best	21	0.0777	21	1.0000	424	21	424	0.08	-	2	2	20.0 (0.5,71.6)	25.0 (0.6,80.6)	N/A (N/A,N/A)	N/A (N/A,N/A)	43.5	55.0	0.05	0.025	0.048	0.538
simadna_hd_10	499901	499901	499901	17	0.003334	1.53	f	42	Artiodactyla	Ziphiidae	Mesoplodon_stejnegeri	best	1	0.0238	1	1.0000	41	1	41	0.00	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	41.0	N/A	0.0	0.002	0.002	1.133
simadna_hd_10	499901	499901	499901	17	0.004718	1.12	f	29	Artiodactyla	Delphinidae	Lagenorhynchus_albirostris	best	3	0.1034	3	1.0000	123	3	123	0.01	-	1	1	50.0 (1.3,98.7)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	41.0	38.0	0.0	0.007	0.006	1.136
simadna_hd_10	499901	499901	499901	188	0.1573	3.57	f	9962	Artiodactyla	Bovidae	Bos_indicus	best	8914	0.8948	7517	1.1858	16247	7222	16062	30.28	++	775	1621	28.9 (26.5,31.4)	30.8 (28.3,33.4)	21.7 (13.4,32.1)	25.4 (15.8,37.1)	53.0	53.3	24.42	0.994	0.999	0.994
simadna_hd_10	499901	499901	499901	19	0.02923	1.84	f	58	Didelphimorphia	Didelphidae	Didelphis_marsupialis	best	0	0	0	0	0	0	0	0.00	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A	N/A	0	0.0	0.0	
simadna_hd_10	499901	499901	499901	21	0.002261	1.1	f	47	Macroscelidea	Macroscelididae	Macroscelides_proboscideus	best	3	0.0638	3	1.0000	80	3	80	0.01	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	38.3	N/A	0.0	0.004	0.006	0.79
simadna_hd_10	499901	499901	499901	23	0.005356	3.52	f	76	Carnivora	Otariidae	Arctocephalus_townsendi	best	12	0.1578	11	1.0909	352	8	246	0.03	-	0	2	0.0 (0.0,84.2)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	38.8	36.0	0.02	0.021	0.024	0.862
simadna_hd_10	499901	499901	499901	25	0.00413	2.88	f	42	Perissodactyla	Rhinocerotidae	Rhinoceros_sondaicus	best	8	0.1904	8	1.0000	158	8	158	0.03	-	0	0	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	43.5	N/A	0.02	0.009	0.018	0.519
simadna_hd_10	499901	499901	499901	26	0.004373	2.15	f	48	Primates	Lemuridae	Eulemur_macaco_macaco	best	7	0.1458	7	1.0000	203	7	203	0.02	-	0	1	0.0 (0.0,84.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	45.4	36.0	0.01	0.011	0.016	0.731
simadna_hd_10	499901	499901	499901	27	0.003396	9.56	f	220	Chiroptera	Phyllostomidae	Anoura_cultrata	best	11	0.0500	10	1.1000	384	10	384	0.04	-	0	2	0.0 (0.0,84.2)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	41.9	43.5	0.02	0.023	0.022	1.052
simadna_hd_10	499901	499901	499901	27	0.004675	1.81	f	82	Eulipotyphla	Talpidae	Uropsilus_gracilis	best	5	0.0609	5	1.0000	175	5	175	0.02	-	0	1	N/A (N/A,N/A)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	52.0	42.0	0.01	0.01	0.013	0.773
simadna_hd_10	499901	499901	499901	29	0.004454	2.34	f	92	Carnivora	Canidae	Vulpes_lagopus	best	4	0.0434	4	1.0000	147	4	147	0.01	-	0	1	N/A (N/A,N/A)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	43.2	42.0	0.01	0.008	0.009	0.966
simadna_hd_10	499901	499901	499901	30	0.005551	1.27	f	217	Carnivora	Mustelidae	Mustela_kathiah	best	18	0.0829	17	1.0588	579	16	544	0.06	-	1	1	0.0 (0.0,70.8)	20.0 (0.5,71.6)	0.0 (0.0,97.5)	N/A (N/A,N/A)	42.9	46.0	0.04	0.034	0.039	0.874
simadna_hd_10	499901	499901	499901	32	0.004783	1.0	f	239	Chiroptera	Vespertilionidae	Myotis_bechsteinii	best	16	0.0669	16	1.0000	505	16	505	0.06	-	3	4	40.0 (5.3,85.3)	25.0 (0.6,80.6)	N/A (N/A,N/A)	N/A (N/A,N/A)	41.0	38.0	0.03	0.029	0.033	0.887
simadna_hd_10	499901	499901	499901	33	0.004106	1.24	f	158	Eulipotyphla	Soricidae	Crocidura_leucodon	best	2	0.0126	2	1.0000	90	2	90	0.00	-	0	0	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	45.0	N/A	0.0	0.005	0.004	1.135
simadna_hd_10	499901	499901	499901	34	0.01173	5.29	f	73	Chiroptera	Rhinolophidae	Rhinolophus_macrotis	best	12	0.1643	12	1.0000	255	12	255	0.05	-	1	2	N/A (N/A,N/A)	100.0 (2.5,100.0)	N/A (N/A,N/A)	N/A (N/A,N/A)	48.0	57.5	0.03	0.015	0.029	0.508
simadna_hd_10	499901	499901	499901	349	0.2246	1.18	f	357	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	320	0.8963	319	1.0031	9950	308	9638	1.29	++	36	72	24.2 (14.5,36.4)	31.2 (20.2,44.1)	0.0 (0.0,52.2)	0.0 (0.0,45.9)	51.6	50.7	0.99	0.6	0.585	1.025
simadna_hd_10	499901	499901	499901	38	0.003376	1.5	f	51	Eulipotyphla	Erinaceidae	Hemiechinus_auritus	best	3	0.0588	3	1.0000	88	3	88	0.01	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	40.3	N/A	0.0	0.005	0.006	0.826
simadna_hd_10	499901	499901	499901	39	0.004618	2.38	f	39	Carnivora	Mephitidae	Mydaus_javanensis	best	10	0.2564	10	1.0000	261	10	261	0.04	-	3	4	66.7 (9.4,99.2)	50.0 (1.3,98.7)	N/A (N/A,N/A)	N/A (N/A,N/A)	48.6	42.8	0.02	0.015	0.025	0.616
simadna_hd_10	499901	499901	499901	43	0.01065	1.14	f	317	Artiodactyla	Cervidae	Mazama_nemorivaga	best	41	0.1293	39	1.0512	1386	35	1244	0.14	-	3	6	20.0 (0.5,71.6)	40.0 (5.3,85.3)	0.0 (0.0,97.5)	N/A (N/A,N/A)	47.7	46.3	0.11	0.084	0.095	0.891
simadna_hd_10	499901	499901	499901	49	0.01576	1.92	f	35	Artiodactyla	Moschidae	Moschus_moschiferus	best	11	0.3142	11	1.0000	472	11	472	0.04	-	1	4	0.0 (0.0,70.8)	100.0 (2.5,100.0)	0.0 (0.0,97.5)	N/A (N/A,N/A)	51.0	60.2	0.03	0.028	0.029	0.967
simadna_hd_10	499901	499901	499901	6	0.00491	1.5	f	77	Carnivora	Ursidae	Ursus_thibetanus_formosanus	best	8	0.1038	8	1.0000	209	8	209	0.03	-	1	2	100.0 (2.5,100.0)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	40.1	41.5	0.01	0.012	0.016	0.743
simadna_hd_10	499901	499901	499901	6	0.004946	6.5	f	369	Carnivora	Felidae	Panthera_tigris_amoyensis	best	77	0.2086	73	1.0547	1718	68	1642	0.28	-	4	14	22.2 (2.8,60.0)	11.1 (1.4,34.7)	N/A (N/A,N/A)	0.0 (0.0,84.2)	47.9	49.1	0.2	0.101	0.165	0.609
simadna_hd_10	499901	499901	499901	60	0.01	2.67	f	119	Carnivora	Eupleridae	Fossa_fossana	best	18	0.1512	18	1.0000	625	18	625	0.07	-	1	4	25.0 (0.6,80.6)	0.0 (0.0,84.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	47.4	43.2	0.05	0.037	0.043	0.848
simadna_hd_10	499901	499901	499901	6016	0.8509	23.8	f	15392	Carnivora	Hyaenidae	Crocuta_crocuta	best	14336	0.9313	11033	1.2993	16791	10359	16227	43.43	++	1243	2515	30.6 (28.6,32.6)	32.0 (29.9,34.1)	28.6 (21.3,36.8)	30.5 (22.8,39.2)	53.8	53.9	34.76	0.979	0.999	0.979
simadna_hd_10	499901	499901	499901	61	0.0109	2.11	f	71	Carnivora	Phocidae	Neomonachus_schauinslandi	best	18	0.2535	17	1.0588	391	16	354	0.06	-	1	2	0.0 (0.0,97.5)	25.0 (0.6,80.6)	N/A (N/A,N/A)	N/A (N/A,N/A)	49.8	42.0	0.04	0.023	0.043	0.542
simadna_hd_10	499901	499901	499901	637	0.6663	2.75	f	1645	Proboscidea	Elephantidae	Mammuthus_primigenius	best	1604	0.9750	1552	1.0335	16197	1521	15998	6.37	++	169	345	34.4 (28.6,40.5)	30.6 (25.2,36.4)	35.7 (12.8,64.9)	29.4 (10.3,56.0)	51.4	51.3	4.76	0.965	0.985	0.98
simadna_hd_10	499901	499901	499901	71	0.01121	1.39	f	151	Carnivora	Viverridae	Arctictis_binturong_albifrons	best	21	0.1390	21	1.0000	563	21	563	0.08	-	1	2	33.3 (0.8,90.6)	0.0 (0.0,70.8)	N/A (N/A,N/A)	N/A (N/A,N/A)	48.1	58.5	0.06	0.033	0.052	0.648
simadna_hd_10	499901	499901	499901	76	0.01407	1.64	f	189	Carnivora	Herpestidae	Mungos_mungo	best	20	0.1058	20	1.0000	695	18	622	0.07	-	0	0	0.0 (0.0,60.2)	0.0 (0.0,60.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	47.1	N/A	0.05	0.041	0.047	0.875
simadna_hd_10	499901	499901	499901	8	0.008403	1.12	f	35	Primates	Pitheciidae	Cacajao_calvus_calvus	best	5	0.1428	5	1.0000	210	5	210	0.02	-	0	0	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	49.0	N/A	0.01	0.012	0.012	0.977
simadna_hd_10	499901	499901	499901	802	0.832	7.92	f	4777	Artiodactyla	Suidae	Sus_scrofa_taivanus	best	4628	0.9688	4252	1.0884	16151	4026	15829	16.88	++	458	919	33.2 (29.9,36.7)	30.3 (27.0,33.8)	32.1 (19.9,46.3)	29.8 (18.4,43.4)	52.8	53.5	13.65	0.98	0.999	0.98
simadna_hd_100	499905	499905	499905	1106	0.7117	5.41	f	3832	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	3518	0.9180	3312	1.0621	16515	3165	16294	3.38	++	373	821	28.5 (25.0,32.1)	29.9 (26.5,33.5)	19.6 (10.2,32.4)	27.5 (14.6,43.9)	51.8	51.8	10.39	0.996	0.999	0.997
simadna_hd_100	499905	499905	499905	111	0.01314	11.3	f	405	Carnivora	Mephitidae	Mydaus_javanensis	best	115	0.2839	83	1.3855	654	82	616	0.08	+	8	15	9.1 (1.1,29.2)	28.6 (11.3,52.2)	0.0 (0.0,97.5)	0.0 (0.0,97.5)	50.3	44.1	0.25	0.039	0.2	0.198
simadna_hd_100	499905	499905	499905	117	0.0195	11.2	f	1320	Carnivora	Eupleridae	Fossa_fossana	best	200	0.1515	156	1.2820	2177	156	2177	0.16	+	14	36	13.5 (4.5,28.8)	23.7 (11.4,40.2)	0.0 (0.0,97.5)	N/A (N/A,N/A)	47.0	48.2	0.43	0.129	0.32	0.405
simadna_hd_100	499905	499905	499905	13	0.001906	1.08	f	209	Primates	Pitheciidae	Plecturocebus_donacophilus	best	18	0.0861	16	1.1250	353	11	282	0.01	-	0	0	0.0 (0.0,60.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	41.0	N/A	0.04	0.021	0.036	0.581
simadna_hd_100	499905	499905	499905	13	0.00432	4.08	f	143	Primates	Indriidae	Propithecus_edwardsi	best	27	0.1888	25	1.0800	483	25	483	0.02	-	0	2	0.0 (0.0,84.2)	0.0 (0.0,60.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	43.1	40.5	0.06	0.028	0.054	0.521
simadna_hd_100	499905	499905	499905	14	0.01154	29.1	f	3657	Carnivora	Felidae	Panthera_tigris_amoyensis	best	692	0.1892	488	1.4180	3671	484	3636	0.51	++	52	102	23.4 (15.7,32.5)	28.1 (19.4,38.2)	0.0 (0.0,45.9)	0.0 (0.0,84.2)	48.5	49.4	1.39	0.215	0.707	0.305
simadna_hd_100	499905	499905	499905	21	0.003505	3.95	f	987	Rodentia	Cricetidae	Peromyscus_attwateri	best	168	0.1702	114	1.4736	896	113	858	0.12	-	7	19	17.4 (5.0,38.8)	15.8 (3.4,39.6)	N/A (N/A,N/A)	N/A (N/A,N/A)	46.9	50.2	0.32	0.053	0.247	0.218
simadna_hd_100	499905	499905	499905	21	0.006239	2.38	f	81	Didelphimorphia	Didelphidae	Didelphis_imperfecta	best	11	0.1358	9	1.2222	195	9	195	0.00	-	0	1	N/A (N/A,N/A)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	52.0	64.0	0.02	0.011	0.023	0.477
simadna_hd_100	499905	499905	499905	22	0.01565	2.27	f	830	Carnivora	Ursidae	Ursus_thibetanus_mupinensis	best	82	0.0987	66	1.2424	1189	62	1177	0.06	-	4	8	22.2 (2.8,60.0)	12.5 (1.6,38.3)	0.0 (0.0,97.5)	0.0 (0.0,84.2)	42.7	43.0	0.16	0.07	0.137	0.513
simadna_hd_100	499905	499905	499905	23	0.005217	5.48	f	96	Primates	Lorisidae	Loris_lydekkerianus	best	10	0.1041	10	1.0000	288	10	288	0.01	-	0	0	0.0 (0.0,84.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	41.7	N/A	0.02	0.017	0.021	0.792
simadna_hd_100	499905	499905	499905	24	0.00362	5.79	f	2036	Rodentia	Muridae	Mus_caroli	best	83	0.0407	66	1.2575	863	65	816	0.06	+	9	20	25.0 (3.2,65.1)	53.3 (26.6,78.7)	25.0 (0.6,80.6)	100.0 (2.5,100.0)	47.9	44.0	0.19	0.052	0.157	0.336
simadna_hd_100	499905	499905	499905	24	0.004771	2.25	f	540	Primates	Cebidae	Saguinus_inustus	best	70	0.1296	51	1.3725	521	51	521	0.05	+	7	13	21.4 (4.7,50.8)	62.5 (24.5,91.5)	100.0 (2.5,100.0)	100.0 (2.5,100.0)	49.2	45.7	0.15	0.031	0.125	0.251
simadna_hd_100	499905	499905	499905	26	0.003594	3.15	f	84	Cingulata	Dasypodidae	Dasypus_kappleri	best	8	0.0952	7	1.1428	197	7	197	0.00	+	3	3	25.0 (0.6,80.6)	100.0 (29.2,100.0)	50.0 (1.3,98.7)	100.0 (2.5,100.0)	46.7	51.3	0.01	0.011	0.017	0.688
simadna_hd_100	499905	499905	499905	27	0.003829	2.74	f	281	Rodentia	Spalacidae	Eospalax_rufescens	best	10	0.0355	8	1.2500	253	8	253	0.00	-	0	2	0.0 (0.0,97.5)	0.0 (0.0,84.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	40.4	35.0	0.01	0.015	0.017	0.897
simadna_hd_100	499905	499905	499905	27	0.004373	72.4	f	435	Lagomorpha	Ochotonidae	Ochotona_hyperborea	best	11	0.0252	11	1.0000	252	11	252	0.01	-	1	3	33.3 (0.8,90.6)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	42.4	45.0	0.02	0.014	0.023	0.619
simadna_hd_100	499905	499905	499905	27	0.005987	6.93	f	342	Primates	Lepilemuridae	Lepilemur_aeeclis	best	62	0.1812	46	1.3478	547	41	534	0.04	-	3	9	33.3 (4.3,77.7)	12.5 (0.3,52.7)	N/A (N/A,N/A)	0.0 (0.0,97.5)	47.4	49.1	0.12	0.032	0.106	0.302
simadna_hd_100	499905	499905	499905	27	0.006786	11.5	f	232	Primates	Atelidae	Alouatta_caraya	best	39	0.1681	31	1.2580	332	31	332	0.03	-	4	6	20.0 (0.5,71.6)	33.3 (7.5,70.1)	0.0 (0.0,97.5)	N/A (N/A,N/A)	49.1	50.3	0.09	0.02	0.078	0.257
simadna_hd_100	499905	499905	499905	29	0.0037	9.21	f	289	Pholidota	Manidae	Manis_pentadactyla_pentadactyla	best	49	0.1695	41	1.1951	626	41	626	0.04	-	1	4	0.0 (0.0,36.9)	16.7 (0.4,64.1)	N/A (N/A,N/A)	N/A (N/A,N/A)	42.0	41.0	0.1	0.037	0.087	0.433
simadna_hd_100	499905	499905	499905	29	0.004235	4.28	f	190	Lagomorpha	Leporidae	Lepus_americanus	best	14	0.0736	14	1.0000	431	13	414	0.01	-	1	6	N/A (N/A,N/A)	33.3 (0.8,90.6)	N/A (N/A,N/A)	N/A (N/A,N/A)	41.7	40.8	0.03	0.025	0.029	0.848
simadna_hd_100	499905	499905	499905	29	0.004877	5.86	f	348	Primates	Lemuridae	Eulemur_macaco_macaco	best	55	0.1580	44	1.2500	556	44	556	0.04	-	0	5	0.0 (0.0,33.6)	0.0 (0.0,84.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	43.8	44.0	0.11	0.032	0.094	0.343
simadna_hd_100	499905	499905	499905	295	0.2469	23.3	f	100026	Artiodactyla	Bovidae	Bos_indicus	best	91287	0.9126	26940	3.3885	16327	25740	16204	27.54	++	2655	5501	27.1 (25.9,28.4)	27.9 (26.7,29.2)	19.3 (14.9,24.3)	20.8 (16.1,26.2)	60.0	61.1	99.1	0.999	1.0	0.999
simadna_hd_100	499905	499905	499905	30	0.002717	2.27	f	151	Rodentia	Dipodidae	Sicista_concolor	best	5	0.0331	4	1.2500	154	3	108	0.00	-	0	0	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	36.0	N/A	0.0	0.009	0.008	1.137
simadna_hd_100	499905	499905	499905	30	0.009217	4.5	f	102	Artiodactyla	Phocoenidae	Phocoena_sinus	best	19	0.1862	19	1.0000	451	19	451	0.02	-	3	5	33.3 (4.3,77.7)	25.0 (0.6,80.6)	N/A (N/A,N/A)	N/A (N/A,N/A)	39.1	36.6	0.04	0.027	0.039	0.702
simadna_hd_100	499905	499905	499905	31	0.004111	3.94	f	89	Pilosa	Megalonychidae	Choloepus_didactylus	best	12	0.1348	11	1.0909	212	11	212	0.01	-	1	3	100.0 (2.5,100.0)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	48.7	47.7	0.03	0.012	0.028	0.454
simadna_hd_100	499905	499905	499905	32	0.004697	6.53	f	1379	Primates	Cercopithecidae	Macaca_sylvanus	best	146	0.1058	115	1.2695	1303	109	1244	0.11	-	5	20	4.2 (0.1,21.1)	16.7 (4.7,37.4)	0.0 (0.0,84.2)	N/A (N/A,N/A)	46.7	44.8	0.32	0.078	0.247	0.317
simadna_hd_100	499905	499905	499905	32	0.007816	5.91	f	143	Primates	Tarsiidae	Tarsius_dentatus	best	10	0.0699	10	1.0000	265	10	265	0.01	-	0	2	0.0 (0.0,97.5)	0.0 (0.0,60.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	45.1	44.0	0.02	0.015	0.023	0.674
simadna_hd_100	499905	499905	499905	33	0.00919	4.64	f	331	Artiodactyla	Delphinidae	Lagenorhynchus_acutus	best	48	0.1450	39	1.2307	622	39	622	0.04	++	6	14	42.9 (9.9,81.6)	42.9 (9.9,81.6)	N/A (N/A,N/A)	N/A (N/A,N/A)	46.7	48.1	0.11	0.037	0.093	0.405
simadna_hd_100	499905	499905	499905	34	0.007821	5.21	f	1151	Chiroptera	Pteropodidae	Rousettus_madagascariensis	best	52	0.0451	46	1.1304	1010	34	956	0.03	-	3	7	12.5 (0.3,52.7)	33.3 (4.3,77.7)	N/A (N/A,N/A)	N/A (N/A,N/A)	44.9	44.0	0.12	0.06	0.104	0.577
simadna_hd_100	499905	499905	499905	34	0.0132	2.79	f	282	Perissodactyla	Equidae	Equus_ovodovi	best	30	0.1063	28	1.0714	646	28	646	0.02	-	1	5	10.0 (0.3,44.5)	0.0 (0.0,52.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	41.9	43.8	0.07	0.039	0.061	0.643
simadna_hd_100	499905	499905	499905	37	0.006176	1.24	f	128	Primates	Hylobatidae	Hylobates_lar	best	15	0.1171	14	1.0714	396	14	396	0.01	-	0	3	0.0 (0.0,70.8)	0.0 (0.0,70.8)	N/A (N/A,N/A)	N/A (N/A,N/A)	41.9	41.3	0.03	0.024	0.03	0.778
simadna_hd_100	499905	499905	499905	37	0.008478	5.84	f	637	Carnivora	Otariidae	Arctocephalus_pusillus	best	82	0.1287	68	1.2058	948	63	830	0.06	-	7	10	23.5 (6.8,49.9)	23.1 (5.0,53.8)	0.0 (0.0,97.5)	0.0 (0.0,84.2)	43.8	41.9	0.17	0.056	0.145	0.39
simadna_hd_100	499905	499905	499905	38	0.004116	6.08	f	130	Scandentia	Tupaiidae	Tupaia_glis	best	12	0.0923	11	1.0909	273	11	273	0.01	-	2	3	50.0 (1.3,98.7)	50.0 (1.3,98.7)	N/A (N/A,N/A)	N/A (N/A,N/A)	42.3	42.3	0.02	0.016	0.024	0.674
simadna_hd_100	499905	499905	499905	41	0.00387	6.83	f	139	Dasyuromorphia	Dasyuridae	Sminthopsis_crassicaudata	best	12	0.0863	9	1.3333	226	9	226	0.00	-	0	0	0.0 (0.0,97.5)	0.0 (0.0,84.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	45.4	N/A	0.02	0.013	0.02	0.632
simadna_hd_100	499905	499905	499905	41	0.005212	4.63	f	500	Rodentia	Echimyidae	Proechimys_semispinosus	best	26	0.0520	21	1.2380	557	17	470	0.01	-	1	4	50.0 (1.3,98.7)	0.0 (0.0,45.9)	N/A (N/A,N/A)	N/A (N/A,N/A)	42.1	36.8	0.05	0.033	0.044	0.739
simadna_hd_100	499905	499905	499905	42	0.007772	8.57	f	2067	Carnivora	Mustelidae	Mustela_kathiah	best	258	0.1248	183	1.4098	2005	183	2005	0.19	++	22	39	24.4 (12.4,40.3)	28.6 (15.7,44.6)	0.0 (0.0,84.2)	0.0 (0.0,60.2)	45.5	43.2	0.5	0.121	0.358	0.338
simadna_hd_100	499905	499905	499905	43	0.004412	3.42	f	232	Rodentia	Anomaluridae	Anomalurus_beecrofti	best	44	0.1896	35	1.2571	493	35	493	0.03	-	3	7	37.5 (8.5,75.5)	0.0 (0.0,45.9)	N/A (N/A,N/A)	N/A (N/A,N/A)	43.7	48.0	0.09	0.029	0.077	0.38
simadna_hd_100	499905	499905	499905	43	0.004647	5.81	f	222	Cingulata	Chlamyphoridae	Chlamyphorus_truncatus	best	13	0.0585	11	1.1818	248	10	240	0.01	-	3	4	0.0 (0.0,84.2)	100.0 (29.2,100.0)	0.0 (0.0,97.5)	N/A (N/A,N/A)	43.8	39.8	0.03	0.015	0.026	0.572
